Gender,Age Group,Race/Ethnicity,Doses Administered,People Vaccinated with at least One Dose,People Fully Vaccinated,,,,,,,,,
Female,16-49 years,Asian,56190,35405,20785,,,,,,,,,
Female,16-49 years,Black,41046,26865,14181,,,,,,,,,
Female,16-49 years,Hispanic,139471,96438,43033,,,,,,,,,
Female,16-49 years,White,230572,147890,82682,,,,,,,,,
Female,16-49 years,Other,76988,52127,24861,,,,,,,,,
Female,16-49 years,Unknown,318727,209485,109242,,,,,,,,,
Female,50-64 years,Asian,28042,19106,8936,,,,,,,,,
Female,50-64 years,Black,35594,24923,10671,,,,,,,,,
Female,50-64 years,Hispanic,80366,59926,20440,,,,,,,,,
Female,50-64 years,White,168284,118080,50204,,,,,,,,,
Female,50-64 years,Other,49111,34788,14323,,,,,,,,,
Female,50-64 years,Unknown,205839,143177,62662,,,,,,,,,
Female,65-79 years,Asian,31179,23419,7760,,,,,,,,,
Female,65-79 years,Black,35439,28561,6878,,,,,,,,,
Female,65-79 years,Hispanic,73186,58003,15183,,,,,,,,,
Female,65-79 years,White,288770,222925,65845,,,,,,,,,
Female,65-79 years,Other,54908,41192,13716,,,,,,,,,
Female,65-79 years,Unknown,226280,169401,56879,,,,,,,,,
Female,80+ years,Asian,6615,4942,1673,,,,,,,,,
Female,80+ years,Black,7643,6198,1445,,,,,,,,,
Female,80+ years,Hispanic,18022,14482,3540,,,,,,,,,
Female,80+ years,White,86650,65495,21155,,,,,,,,,
Female,80+ years,Other,49737,34774,14963,,,,,,,,,
Female,80+ years,Unknown,81105,60201,20904,,,,,,,,,
Female,Unknown,Asian,23,21,2,,,,,,,,,
Female,Unknown,Black,32,25,7,,,,,,,,,
Female,Unknown,Hispanic,159,146,13,,,,,,,,,
Female,Unknown,White,214,193,21,,,,,,,,,
Female,Unknown,Other,30,26,4,,,,,,,,,
Female,Unknown,Unknown,918,825,93,,,,,,,,,
Male,16-49 years,Asian,37852,24467,13385,,,,,,,,,
Male,16-49 years,Black,18619,12605,6014,,,,,,,,,
Male,16-49 years,Hispanic,78970,56845,22125,,,,,,,,,
Male,16-49 years,White,125648,83919,41729,,,,,,,,,
Male,16-49 years,Other,38245,26235,12010,,,,,,,,,
Male,16-49 years,Unknown,195008,130400,64608,,,,,,,,,
Male,50-64 years,Asian,20983,14733,6250,,,,,,,,,
Male,50-64 years,Black,20577,14996,5581,,,,,,,,,
Male,50-64 years,Hispanic,54085,41286,12799,,,,,,,,,
Male,50-64 years,White,114219,82646,31573,,,,,,,,,
Male,50-64 years,Other,27868,19961,7907,,,,,,,,,
Male,50-64 years,Unknown,139476,98754,40722,,,,,,,,,
Male,65-79 years,Asian,27496,20590,6906,,,,,,,,,
Male,65-79 years,Black,22900,18419,4481,,,,,,,,,
Male,65-79 years,Hispanic,55692,43869,11823,,,,,,,,,
Male,65-79 years,White,247958,190824,57134,,,,,,,,,
Male,65-79 years,Other,40086,30220,9866,,,,,,,,,
Male,65-79 years,Unknown,187122,139538,47584,,,,,,,,,
Male,80+ years,Asian,5759,4221,1538,,,,,,,,,
Male,80+ years,Black,3845,3047,798,,,,,,,,,
Male,80+ years,Hispanic,11208,8964,2244,,,,,,,,,
Male,80+ years,White,69024,50978,18046,,,,,,,,,
Male,80+ years,Other,21127,15045,6082,,,,,,,,,
Male,80+ years,Unknown,52507,39179,13328,,,,,,,,,
Male,Unknown,Asian,29,22,7,,,,,,,,,
Male,Unknown,Black,22,20,2,,,,,,,,,
Male,Unknown,Hispanic,109,99,10,,,,,,,,,
Male,Unknown,White,186,168,18,,,,,,,,,
Male,Unknown,Other,35,32,3,,,,,,,,,
Male,Unknown,Unknown,617,565,52,,,,,,,,,
Unknown,16-49 years,Asian,991,679,312,,,,,,,,,
Unknown,16-49 years,Black,613,438,175,,,,,,,,,
Unknown,16-49 years,Hispanic,1410,999,411,,,,,,,,,
Unknown,16-49 years,White,3005,2062,943,,,,,,,,,
Unknown,16-49 years,Other,2341,1492,849,,,,,,,,,
Unknown,16-49 years,Unknown,9677,7806,1871,,,,,,,,,
Unknown,50-64 years,Asian,689,476,213,,,,,,,,,
Unknown,50-64 years,Black,628,469,159,,,,,,,,,
Unknown,50-64 years,Hispanic,671,524,147,,,,,,,,,
Unknown,50-64 years,White,2573,1825,748,,,,,,,,,
Unknown,50-64 years,Other,1428,967,461,,,,,,,,,
Unknown,50-64 years,Unknown,9950,7744,2206,,,,,,,,,
Unknown,65-79 years,Asian,2094,1431,663,,,,,,,,,
Unknown,65-79 years,Black,1281,981,300,,,,,,,,,
Unknown,65-79 years,Hispanic,1449,1117,332,,,,,,,,,
Unknown,65-79 years,White,12714,9195,3519,,,,,,,,,
Unknown,65-79 years,Other,5224,3658,1566,,,,,,,,,
Unknown,65-79 years,Unknown,18276,12489,5787,,,,,,,,,
Unknown,80+ years,Asian,347,248,99,,,,,,,,,
Unknown,80+ years,Black,183,146,37,,,,,,,,,
Unknown,80+ years,Hispanic,261,200,61,,,,,,,,,
Unknown,80+ years,White,2335,1724,611,,,,,,,,,
Unknown,80+ years,Other,895,651,244,,,,,,,,,
Unknown,80+ years,Unknown,2909,2082,827,,,,,,,,,
Unknown,Unknown,Asian,1,1,0,,,,,,,,,
Unknown,Unknown,Black,1,1,0,,,,,,,,,
Unknown,Unknown,Hispanic,5,5,0,,,,,,,,,
Unknown,Unknown,White,10,10,0,,,,,,,,,
Unknown,Unknown,Other,1,1,0,,,,,,,,,
Unknown,Unknown,Unknown,49,40,9,,,,,,,,,
Texas,Total,Total,4090423,2931147,1159276,,,,,,,,,
