Gender,Age Group,Race/Ethnicity,Doses Administered,People Vaccinated with at least One Dose,People Fully Vaccinated,,,,,,,,,
Female,16-49 years,Asian,65451,40784,24667,,,,,,,,,
Female,16-49 years,Black,49271,31280,17991,,,,,,,,,
Female,16-49 years,Hispanic,187731,123373,64358,,,,,,,,,
Female,16-49 years,White,274510,172921,101589,,,,,,,,,
Female,16-49 years,Other,88709,57114,31595,,,,,,,,,
Female,16-49 years,Unknown,333580,205743,127837,,,,,,,,,
Female,50-64 years,Asian,35242,22940,12302,,,,,,,,,
Female,50-64 years,Black,45373,30264,15109,,,,,,,,,
Female,50-64 years,Hispanic,116391,80651,35740,,,,,,,,,
Female,50-64 years,White,217532,146506,71026,,,,,,,,,
Female,50-64 years,Other,57763,38474,19289,,,,,,,,,
Female,50-64 years,Unknown,218919,139083,79836,,,,,,,,,
Female,65-79 years,Asian,41742,28122,13620,,,,,,,,,
Female,65-79 years,Black,49843,35408,14435,,,,,,,,,
Female,65-79 years,Hispanic,112845,80161,32684,,,,,,,,,
Female,65-79 years,White,396205,275940,120265,,,,,,,,,
Female,65-79 years,Other,69065,47094,21971,,,,,,,,,
Female,65-79 years,Unknown,243036,161533,81503,,,,,,,,,
Female,80+ years,Asian,8917,5827,3090,,,,,,,,,
Female,80+ years,Black,10979,7744,3235,,,,,,,,,
Female,80+ years,Hispanic,28857,20746,8111,,,,,,,,,
Female,80+ years,White,116477,79384,37093,,,,,,,,,
Female,80+ years,Other,55579,36267,19312,,,,,,,,,
Female,80+ years,Unknown,86083,57788,28295,,,,,,,,,
Female,Unknown,Asian,28,25,3,,,,,,,,,
Female,Unknown,Black,40,31,9,,,,,,,,,
Female,Unknown,Hispanic,202,178,24,,,,,,,,,
Female,Unknown,White,262,229,33,,,,,,,,,
Female,Unknown,Other,35,30,5,,,,,,,,,
Female,Unknown,Unknown,942,827,115,,,,,,,,,
Male,16-49 years,Asian,45453,29099,16354,,,,,,,,,
Male,16-49 years,Black,23484,15351,8133,,,,,,,,,
Male,16-49 years,Hispanic,113134,76914,36220,,,,,,,,,
Male,16-49 years,White,157145,102539,54606,,,,,,,,,
Male,16-49 years,Other,45830,30002,15828,,,,,,,,,
Male,16-49 years,Unknown,204851,128122,76729,,,,,,,,,
Male,50-64 years,Asian,27218,18068,9150,,,,,,,,,
Male,50-64 years,Black,27261,18736,8525,,,,,,,,,
Male,50-64 years,Hispanic,81203,57332,23871,,,,,,,,,
Male,50-64 years,White,153857,105989,47868,,,,,,,,,
Male,50-64 years,Other,33625,22653,10972,,,,,,,,,
Male,50-64 years,Unknown,149678,96323,53355,,,,,,,,,
Male,65-79 years,Asian,36723,24790,11933,,,,,,,,,
Male,65-79 years,Black,32568,23153,9415,,,,,,,,,
Male,65-79 years,Hispanic,85238,60441,24797,,,,,,,,,
Male,65-79 years,White,340972,236844,104128,,,,,,,,,
Male,65-79 years,Other,51717,35266,16451,,,,,,,,,
Male,65-79 years,Unknown,201963,133672,68291,,,,,,,,,
Male,80+ years,Asian,7681,4921,2760,,,,,,,,,
Male,80+ years,Black,5572,3830,1742,,,,,,,,,
Male,80+ years,Hispanic,17684,12620,5064,,,,,,,,,
Male,80+ years,White,92030,61520,30510,,,,,,,,,
Male,80+ years,Other,24358,16061,8297,,,,,,,,,
Male,80+ years,Unknown,55739,37230,18509,,,,,,,,,
Male,Unknown,Asian,35,27,8,,,,,,,,,
Male,Unknown,Black,28,26,2,,,,,,,,,
Male,Unknown,Hispanic,150,131,19,,,,,,,,,
Male,Unknown,White,222,198,24,,,,,,,,,
Male,Unknown,Other,42,37,5,,,,,,,,,
Male,Unknown,Unknown,632,565,67,,,,,,,,,
Unknown,16-49 years,Asian,963,624,339,,,,,,,,,
Unknown,16-49 years,Black,586,372,214,,,,,,,,,
Unknown,16-49 years,Hispanic,1410,904,506,,,,,,,,,
Unknown,16-49 years,White,2849,1773,1076,,,,,,,,,
Unknown,16-49 years,Other,2151,1239,912,,,,,,,,,
Unknown,16-49 years,Unknown,13929,10120,3809,,,,,,,,,
Unknown,50-64 years,Asian,625,379,246,,,,,,,,,
Unknown,50-64 years,Black,635,398,237,,,,,,,,,
Unknown,50-64 years,Hispanic,678,459,219,,,,,,,,,
Unknown,50-64 years,White,2364,1451,913,,,,,,,,,
Unknown,50-64 years,Other,1346,797,549,,,,,,,,,
Unknown,50-64 years,Unknown,14108,9980,4128,,,,,,,,,
Unknown,65-79 years,Asian,1899,1075,824,,,,,,,,,
Unknown,65-79 years,Black,1281,771,510,,,,,,,,,
Unknown,65-79 years,Hispanic,1474,914,560,,,,,,,,,
Unknown,65-79 years,White,12192,7000,5192,,,,,,,,,
Unknown,65-79 years,Other,5105,2792,2313,,,,,,,,,
Unknown,65-79 years,Unknown,23254,15428,7826,,,,,,,,,
Unknown,80+ years,Asian,317,183,134,,,,,,,,,
Unknown,80+ years,Black,195,115,80,,,,,,,,,
Unknown,80+ years,Hispanic,274,170,104,,,,,,,,,
Unknown,80+ years,White,2315,1362,953,,,,,,,,,
Unknown,80+ years,Other,895,504,391,,,,,,,,,
Unknown,80+ years,Unknown,3751,2625,1126,,,,,,,,,
Unknown,Unknown,Asian,1,1,0,,,,,,,,,
Unknown,Unknown,Black,1,1,0,,,,,,,,,
Unknown,Unknown,Hispanic,5,5,0,,,,,,,,,
Unknown,Unknown,White,10,10,0,,,,,,,,,
Unknown,Unknown,Other,1,1,0,,,,,,,,,
Unknown,Unknown,Unknown,56,45,11,,,,,,,,,
Texas,Total,Total,5022372,3340425,1681947,,,,,,,,,
