Gender ,Age Group,Race/Ethnicity,Doses Administered,People Vaccinated with at least One Dose,People Fully Vaccinated ,,,,,,
Female,12-15 years,Asian,12408,12254,161,,,,,,
Female,12-15 years,Black,7860,7788,74,,,,,,
Female,12-15 years,Hispanic,58226,57085,1166,,,,,,
Female,12-15 years,Other,25026,24672,361,,,,,,
Female,12-15 years,Unknown,4774,4637,139,,,,,,
Female,12-15 years,White,34796,34161,637,,,,,,
Female,16-49 years,Asian,492728,275345,230647,,,,,,
Female,16-49 years,Black,430220,252015,194919,,,,,,
Female,16-49 years,Hispanic,2104129,1228407,957209,,,,,,
Female,16-49 years,Other,509918,296841,234453,,,,,,
Female,16-49 years,Unknown,479983,276259,216456,,,,,,
Female,16-49 years,White,1796806,1024558,853456,,,,,,
Female,50-64 years,Asian,175152,96482,84025,,,,,,
Female,50-64 years,Black,296991,167545,140509,,,,,,
Female,50-64 years,Hispanic,928612,522661,438483,,,,,,
Female,50-64 years,Other,244390,136864,116009,,,,,,
Female,50-64 years,Unknown,277501,157012,127599,,,,,,
Female,50-64 years,White,1241770,693641,603485,,,,,,
Female,65-79 years,Asian,88349,47737,42461,,,,,,
Female,65-79 years,Black,183043,100695,87429,,,,,,
Female,65-79 years,Hispanic,490693,268424,234188,,,,,,
Female,65-79 years,Other,210753,115430,98696,,,,,,
Female,65-79 years,Unknown,244996,134877,114075,,,,,,
Female,65-79 years,White,1133995,613889,551619,,,,,,
Female,80+ years,Asian,16173,8865,7743,,,,,,
Female,80+ years,Black,39047,21751,18660,,,,,,
Female,80+ years,Hispanic,118664,65778,55955,,,,,,
Female,80+ years,Other,102019,56971,45877,,,,,,
Female,80+ years,Unknown,88817,50054,39868,,,,,,
Female,80+ years,White,320778,174460,155550,,,,,,
Female,Unknown,Asian,85,71,20,,,,,,
Female,Unknown,Black,132,109,34,,,,,,
Female,Unknown,Hispanic,753,624,166,,,,,,
Female,Unknown,Other,146,119,30,,,,,,
Female,Unknown,Unknown,824,716,118,,,,,,
Female,Unknown,White,577,473,143,,,,,,
Male,12-15 years,Asian,12434,12279,155,,,,,,
Male,12-15 years,Black,7777,7708,74,,,,,,
Male,12-15 years,Hispanic,55184,54110,1089,,,,,,
Male,12-15 years,Other,24685,24373,318,,,,,,
Male,12-15 years,Unknown,4882,4739,147,,,,,,
Male,12-15 years,White,34537,33911,636,,,,,,
Male,16-49 years,Asian,465857,263051,218752,,,,,,
Male,16-49 years,Black,331222,198980,148889,,,,,,
Male,16-49 years,Hispanic,1751727,1045430,789775,,,,,,
Male,16-49 years,Other,449061,268224,206847,,,,,,
Male,16-49 years,Unknown,345927,204944,155000,,,,,,
Male,16-49 years,White,1596406,925346,759956,,,,,,
Male,50-64 years,Asian,159860,88464,76819,,,,,,
Male,50-64 years,Black,235148,135821,111155,,,,,,
Male,50-64 years,Hispanic,805846,460794,378800,,,,,,
Male,50-64 years,Other,202777,115775,96391,,,,,,
Male,50-64 years,Unknown,211848,122562,96572,,,,,,
Male,50-64 years,White,1116921,630495,544286,,,,,,
Male,65-79 years,Asian,74811,40418,35867,,,,,,
Male,65-79 years,Black,120667,67009,57809,,,,,,
Male,65-79 years,Hispanic,380109,209181,181470,,,,,,
Male,65-79 years,Other,168003,92201,79006,,,,,,
Male,65-79 years,Unknown,205771,113538,95849,,,,,,
Male,65-79 years,White,970409,526123,473338,,,,,,
Male,80+ years,Asian,12936,7033,6210,,,,,,
Male,80+ years,Black,17952,10034,8553,,,,,,
Male,80+ years,Hispanic,71374,39496,33805,,,,,,
Male,80+ years,Other,52963,29499,23993,,,,,,
Male,80+ years,Unknown,55890,31401,25256,,,,,,
Male,80+ years,White,230402,124776,111876,,,,,,
Male,Unknown,Asian,83,64,22,,,,,,
Male,Unknown,Black,94,77,26,,,,,,
Male,Unknown,Hispanic,691,568,170,,,,,,
Male,Unknown,Other,118,100,27,,,,,,
Male,Unknown,Unknown,576,500,83,,,,,,
Male,Unknown,White,526,436,125,,,,,,
Unknown,12-15 years,Asian,33,29,4,,,,,,
Unknown,12-15 years,Black,11,11,0,,,,,,
Unknown,12-15 years,Hispanic,50,50,0,,,,,,
Unknown,12-15 years,Other,30,29,1,,,,,,
Unknown,12-15 years,Unknown,56,55,1,,,,,,
Unknown,12-15 years,White,71,71,1,,,,,,
Unknown,16-49 years,Asian,2188,1253,1025,,,,,,
Unknown,16-49 years,Black,1713,1006,799,,,,,,
Unknown,16-49 years,Hispanic,17583,9932,8713,,,,,,
Unknown,16-49 years,Other,22136,12771,10502,,,,,,
Unknown,16-49 years,Unknown,6824,4285,2876,,,,,,
Unknown,16-49 years,White,14257,7659,6904,,,,,,
Unknown,50-64 years,Asian,1130,627,527,,,,,,
Unknown,50-64 years,Black,1283,733,605,,,,,,
Unknown,50-64 years,Hispanic,14269,7711,7016,,,,,,
Unknown,50-64 years,Other,19745,10917,9648,,,,,,
Unknown,50-64 years,Unknown,3193,1908,1424,,,,,,
Unknown,50-64 years,White,13428,7111,6564,,,,,,
Unknown,65-79 years,Asian,1910,995,920,,,,,,
Unknown,65-79 years,Black,1615,873,773,,,,,,
Unknown,65-79 years,Hispanic,8303,4492,3970,,,,,,
Unknown,65-79 years,Other,15218,8305,7284,,,,,,
Unknown,65-79 years,Unknown,2671,1534,1168,,,,,,
Unknown,65-79 years,White,16271,8502,7880,,,,,,
Unknown,80+ years,Asian,341,180,162,,,,,,
Unknown,80+ years,Black,268,149,126,,,,,,
Unknown,80+ years,Hispanic,1510,828,716,,,,,,
Unknown,80+ years,Other,3086,1744,1405,,,,,,
Unknown,80+ years,Unknown,698,425,285,,,,,,
Unknown,80+ years,White,3217,1694,1557,,,,,,
Unknown,Unknown,Asian,1,1,0,,,,,,
Unknown,Unknown,Hispanic,7,7,1,,,,,,
Unknown,Unknown,Other,80,75,7,,,,,,
Unknown,Unknown,Unknown,14,12,3,,,,,,
Unknown,Unknown,White,11,11,0,,,,,,
Grand Total,Total,Total,22509829,12914715,10454433,,,,,,
