Gender,Age Group,Race/Ethnicity,Doses Administered,People Vaccinated with at least One Dose,People Fully Vaccinated,,,,,,,,,
Female,16-49 years,Asian,40067,26358,13709,,,,,,,,,
Female,16-49 years,Black,27300,19126,8174,,,,,,,,,
Female,16-49 years,Hispanic,79788,56663,23125,,,,,,,,,
Female,16-49 years,White,159619,106204,53415,,,,,,,,,
Female,16-49 years,Other,53237,38518,14719,,,,,,,,,
Female,16-49 years,Unknown,268822,194070,74752,,,,,,,,,
Female,50-64 years,Asian,17947,12931,5016,,,,,,,,,
Female,50-64 years,Black,21108,15479,5629,,,,,,,,,
Female,50-64 years,Hispanic,37521,29341,8180,,,,,,,,,
Female,50-64 years,White,98957,72018,26939,,,,,,,,,
Female,50-64 years,Other,31077,23449,7628,,,,,,,,,
Female,50-64 years,Unknown,167949,130238,37711,,,,,,,,,
Female,65-79 years,Asian,14820,13050,1770,,,,,,,,,
Female,65-79 years,Black,14905,13543,1362,,,,,,,,,
Female,65-79 years,Hispanic,24949,22434,2515,,,,,,,,,
Female,65-79 years,White,126559,112087,14472,,,,,,,,,
Female,65-79 years,Other,30366,24846,5520,,,,,,,,,
Female,65-79 years,Unknown,179333,156320,23013,,,,,,,,,
Female,80+ years,Asian,3145,2864,281,,,,,,,,,
Female,80+ years,Black,3117,2972,145,,,,,,,,,
Female,80+ years,Hispanic,5315,4900,415,,,,,,,,,
Female,80+ years,White,36720,33141,3579,,,,,,,,,
Female,80+ years,Other,33970,25506,8464,,,,,,,,,
Female,80+ years,Unknown,64523,55413,9110,,,,,,,,,
Female,Unknown,Asian,19,17,2,,,,,,,,,
Female,Unknown,Black,21,18,3,,,,,,,,,
Female,Unknown,Hispanic,44,38,6,,,,,,,,,
Female,Unknown,White,151,135,16,,,,,,,,,
Female,Unknown,Other,20,16,4,,,,,,,,,
Female,Unknown,Unknown,874,806,68,,,,,,,,,
Male,16-49 years,Asian,26067,17468,8599,,,,,,,,,
Male,16-49 years,Black,11706,8367,3339,,,,,,,,,
Male,16-49 years,Hispanic,42366,30887,11479,,,,,,,,,
Male,16-49 years,White,81087,55767,25320,,,,,,,,,
Male,16-49 years,Other,25289,18371,6918,,,,,,,,,
Male,16-49 years,Unknown,161895,118241,43654,,,,,,,,,
Male,50-64 years,Asian,12626,9447,3179,,,,,,,,,
Male,50-64 years,Black,11062,8542,2520,,,,,,,,,
Male,50-64 years,Hispanic,24167,19395,4772,,,,,,,,,
Male,50-64 years,White,62552,47656,14896,,,,,,,,,
Male,50-64 years,Other,16871,12778,4093,,,,,,,,,
Male,50-64 years,Unknown,112656,88867,23789,,,,,,,,,
Male,65-79 years,Asian,13173,11595,1578,,,,,,,,,
Male,65-79 years,Black,9659,8764,895,,,,,,,,,
Male,65-79 years,Hispanic,19137,17160,1977,,,,,,,,,
Male,65-79 years,White,108905,96116,12789,,,,,,,,,
Male,65-79 years,Other,21478,17670,3808,,,,,,,,,
Male,65-79 years,Unknown,148384,129101,19283,,,,,,,,,
Male,80+ years,Asian,2791,2503,288,,,,,,,,,
Male,80+ years,Black,1688,1584,104,,,,,,,,,
Male,80+ years,Hispanic,3452,3157,295,,,,,,,,,
Male,80+ years,White,30212,27025,3187,,,,,,,,,
Male,80+ years,Other,13701,10545,3156,,,,,,,,,
Male,80+ years,Unknown,42463,36777,5686,,,,,,,,,
Male,Unknown,Asian,18,14,4,,,,,,,,,
Male,Unknown,Black,8,8,0,,,,,,,,,
Male,Unknown,Hispanic,33,31,2,,,,,,,,,
Male,Unknown,White,119,107,12,,,,,,,,,
Male,Unknown,Other,15,13,2,,,,,,,,,
Male,Unknown,Unknown,576,539,37,,,,,,,,,
Unknown,16-49 years,Asian,832,614,218,,,,,,,,,
Unknown,16-49 years,Black,477,379,98,,,,,,,,,
Unknown,16-49 years,Hispanic,1225,951,274,,,,,,,,,
Unknown,16-49 years,White,2535,1935,600,,,,,,,,,
Unknown,16-49 years,Other,2021,1433,588,,,,,,,,,
Unknown,16-49 years,Unknown,5961,5552,409,,,,,,,,,
Unknown,50-64 years,Asian,554,437,117,,,,,,,,,
Unknown,50-64 years,Black,455,400,55,,,,,,,,,
Unknown,50-64 years,Hispanic,521,457,64,,,,,,,,,
Unknown,50-64 years,White,2102,1747,355,,,,,,,,,
Unknown,50-64 years,Other,1141,898,243,,,,,,,,,
Unknown,50-64 years,Unknown,5847,5606,241,,,,,,,,,
Unknown,65-79 years,Asian,1671,1409,262,,,,,,,,,
Unknown,65-79 years,Black,944,882,62,,,,,,,,,
Unknown,65-79 years,Hispanic,1065,986,79,,,,,,,,,
Unknown,65-79 years,White,10036,8884,1152,,,,,,,,,
Unknown,65-79 years,Other,4093,3576,517,,,,,,,,,
Unknown,65-79 years,Unknown,10237,9932,305,,,,,,,,,
Unknown,80+ years,Asian,284,240,44,,,,,,,,,
Unknown,80+ years,Black,140,133,7,,,,,,,,,
Unknown,80+ years,Hispanic,185,171,14,,,,,,,,,
Unknown,80+ years,White,1821,1640,181,,,,,,,,,
Unknown,80+ years,Other,698,632,66,,,,,,,,,
Unknown,80+ years,Unknown,1500,1444,56,,,,,,,,,
Unknown,Unknown,Asian,1,1,0,,,,,,,,,
Unknown,Unknown,Hispanic,5,5,0,,,,,,,,,
Unknown,Unknown,White,8,8,0,,,,,,,,,
Unknown,Unknown,Other,1,1,0,,,,,,,,,
Unknown,Unknown,Unknown,30,29,1,,,,,,,,,
Texas,Total,Total,2602789,2041378,561411,,,,,,,,,
