Gender,Age Group,Race/Ethnicity,Doses Administered,People Vaccinated with at least One Dose,People Fully Vaccinated,,,,,,,,,
Female,16-49 years,Asian,62413,39157,23256,,,,,,,,,
Female,16-49 years,Black,46293,29750,16543,,,,,,,,,
Female,16-49 years,Hispanic,169672,113811,55861,,,,,,,,,
Female,16-49 years,White,258366,163862,94504,,,,,,,,,
Female,16-49 years,Other,85256,55816,29440,,,,,,,,,
Female,16-49 years,Unknown,329061,207910,121151,,,,,,,,,
Female,50-64 years,Asian,32631,21607,11024,,,,,,,,,
Female,50-64 years,Black,41520,28202,13318,,,,,,,,,
Female,50-64 years,Hispanic,102095,72959,29136,,,,,,,,,
Female,50-64 years,White,198066,135384,62682,,,,,,,,,
Female,50-64 years,Other,54874,37360,17514,,,,,,,,,
Female,50-64 years,Unknown,215334,141622,73712,,,,,,,,,
Female,65-79 years,Asian,38557,26655,11902,,,,,,,,,
Female,65-79 years,Black,44800,32980,11820,,,,,,,,,
Female,65-79 years,Hispanic,97908,72348,25560,,,,,,,,,
Female,65-79 years,White,356818,256007,100811,,,,,,,,,
Female,65-79 years,Other,64566,45109,19457,,,,,,,,,
Female,65-79 years,Unknown,239184,166140,73044,,,,,,,,,
Female,80+ years,Asian,8262,5535,2727,,,,,,,,,
Female,80+ years,Black,9782,7164,2618,,,,,,,,,
Female,80+ years,Hispanic,24645,18484,6161,,,,,,,,,
Female,80+ years,White,105038,73778,31260,,,,,,,,,
Female,80+ years,Other,53940,35800,18140,,,,,,,,,
Female,80+ years,Unknown,84380,58779,25601,,,,,,,,,
Female,Unknown,Asian,25,22,3,,,,,,,,,
Female,Unknown,Black,36,28,8,,,,,,,,,
Female,Unknown,Hispanic,186,169,17,,,,,,,,,
Female,Unknown,White,242,215,27,,,,,,,,,
Female,Unknown,Other,32,27,5,,,,,,,,,
Female,Unknown,Unknown,935,829,106,,,,,,,,,
Male,16-49 years,Asian,42988,27711,15277,,,,,,,,,
Male,16-49 years,Black,21782,14430,7352,,,,,,,,,
Male,16-49 years,Hispanic,100380,69918,30462,,,,,,,,,
Male,16-49 years,White,145599,95978,49621,,,,,,,,,
Male,16-49 years,Other,43686,29049,14637,,,,,,,,,
Male,16-49 years,Unknown,202186,129652,72534,,,,,,,,,
Male,50-64 years,Asian,24906,16906,8000,,,,,,,,,
Male,50-64 years,Black,24762,17374,7388,,,,,,,,,
Male,50-64 years,Hispanic,70512,51356,19156,,,,,,,,,
Male,50-64 years,White,138487,97080,41407,,,,,,,,,
Male,50-64 years,Other,31757,21874,9883,,,,,,,,,
Male,50-64 years,Unknown,146999,98187,48812,,,,,,,,,
Male,65-79 years,Asian,33962,23490,10472,,,,,,,,,
Male,65-79 years,Black,29213,21501,7712,,,,,,,,,
Male,65-79 years,Hispanic,74224,54616,19608,,,,,,,,,
Male,65-79 years,White,307128,219641,87487,,,,,,,,,
Male,65-79 years,Other,48044,33564,14480,,,,,,,,,
Male,65-79 years,Unknown,198343,137358,60985,,,,,,,,,
Male,80+ years,Asian,7154,4699,2455,,,,,,,,,
Male,80+ years,Black,4954,3536,1418,,,,,,,,,
Male,80+ years,Hispanic,15118,11272,3846,,,,,,,,,
Male,80+ years,White,83390,57260,26130,,,,,,,,,
Male,80+ years,Other,23412,15718,7694,,,,,,,,,
Male,80+ years,Unknown,54705,38007,16698,,,,,,,,,
Male,Unknown,Asian,31,23,8,,,,,,,,,
Male,Unknown,Black,25,23,2,,,,,,,,,
Male,Unknown,Hispanic,141,124,17,,,,,,,,,
Male,Unknown,White,209,188,21,,,,,,,,,
Male,Unknown,Other,39,35,4,,,,,,,,,
Male,Unknown,Unknown,628,565,63,,,,,,,,,
Unknown,16-49 years,Asian,940,616,324,,,,,,,,,
Unknown,16-49 years,Black,587,387,200,,,,,,,,,
Unknown,16-49 years,Hispanic,1379,902,477,,,,,,,,,
Unknown,16-49 years,White,2839,1800,1039,,,,,,,,,
Unknown,16-49 years,Other,2150,1260,890,,,,,,,,,
Unknown,16-49 years,Unknown,12022,9656,2366,,,,,,,,,
Unknown,50-64 years,Asian,646,413,233,,,,,,,,,
Unknown,50-64 years,Black,624,413,211,,,,,,,,,
Unknown,50-64 years,Hispanic,672,481,191,,,,,,,,,
Unknown,50-64 years,White,2407,1534,873,,,,,,,,,
Unknown,50-64 years,Other,1338,807,531,,,,,,,,,
Unknown,50-64 years,Unknown,12181,9411,2770,,,,,,,,,
Unknown,65-79 years,Asian,1949,1147,802,,,,,,,,,
Unknown,65-79 years,Black,1282,807,475,,,,,,,,,
Unknown,65-79 years,Hispanic,1489,966,523,,,,,,,,,
Unknown,65-79 years,White,12196,7243,4953,,,,,,,,,
Unknown,65-79 years,Other,5104,2889,2215,,,,,,,,,
Unknown,65-79 years,Unknown,20856,14226,6630,,,,,,,,,
Unknown,80+ years,Asian,323,193,130,,,,,,,,,
Unknown,80+ years,Black,197,122,75,,,,,,,,,
Unknown,80+ years,Hispanic,279,180,99,,,,,,,,,
Unknown,80+ years,White,2305,1398,907,,,,,,,,,
Unknown,80+ years,Other,904,525,379,,,,,,,,,
Unknown,80+ years,Unknown,3366,2447,919,,,,,,,,,
Unknown,Unknown,Asian,1,1,0,,,,,,,,,
Unknown,Unknown,Black,1,1,0,,,,,,,,,
Unknown,Unknown,Hispanic,5,5,0,,,,,,,,,
Unknown,Unknown,White,10,10,0,,,,,,,,,
Unknown,Unknown,Other,1,1,0,,,,,,,,,
Unknown,Unknown,Unknown,52,42,10,,,,,,,,,
Texas,Total,Total,4687786,3198527,1489259,,,,,,,,,
