Gender ,Age Group,Race/Ethnicity,Doses Administered,People Vaccinated with at least One Dose,People Fully Vaccinated ,,,,,,
Female,16-49 years,Asian,421751,248356,185014,,,,,,
Female,16-49 years,Black,345916,212282,147781,,,,,,
Female,16-49 years,Hispanic,1695498,1048122,713202,,,,,,
Female,16-49 years,Other,407297,244977,175895,,,,,,
Female,16-49 years,Unknown,458778,270138,199052,,,,,,
Female,16-49 years,White,1552461,920490,697583,,,,,,
Female,50-64 years,Asian,159324,90616,73504,,,,,,
Female,50-64 years,Black,264594,153527,120730,,,,,,
Female,50-64 years,Hispanic,822992,480626,371037,,,,,,
Female,50-64 years,Other,215814,122747,99483,,,,,,
Female,50-64 years,Unknown,274483,157485,123041,,,,,,
Female,50-64 years,White,1142600,652863,536567,,,,,,
Female,65-79 years,Asian,84218,46097,39784,,,,,,
Female,65-79 years,Black,170313,95336,79467,,,,,,
Female,65-79 years,Hispanic,456438,255238,212157,,,,,,
Female,65-79 years,Other,196103,108385,90421,,,,,,
Female,65-79 years,Unknown,249048,138076,114499,,,,,,
Female,65-79 years,White,1082565,593321,516384,,,,,,
Female,80+ years,Asian,15401,8542,7256,,,,,,
Female,80+ years,Black,36371,20618,16964,,,,,,
Female,80+ years,Hispanic,111073,62790,51162,,,,,,
Female,80+ years,Other,97808,55159,43323,,,,,,
Female,80+ years,Unknown,90019,50916,40105,,,,,,
Female,80+ years,White,306484,168714,145780,,,,,,
Female,Unknown,Asian,126,105,30,,,,,,
Female,Unknown,Black,151,121,41,,,,,,
Female,Unknown,Hispanic,949,768,224,,,,,,
Female,Unknown,Other,207,156,56,,,,,,
Female,Unknown,Unknown,882,759,135,,,,,,
Female,Unknown,White,719,584,175,,,,,,
Male,16-49 years,Asian,390392,233539,169069,,,,,,
Male,16-49 years,Black,251820,162217,101741,,,,,,
Male,16-49 years,Hispanic,1357666,865229,553847,,,,,,
Male,16-49 years,Other,335559,211230,138429,,,,,,
Male,16-49 years,Unknown,320890,195847,135238,,,,,,
Male,16-49 years,White,1325403,808816,579688,,,,,,
Male,50-64 years,Asian,144722,82792,66542,,,,,,
Male,50-64 years,Black,200862,121041,89107,,,,,,
Male,50-64 years,Hispanic,692379,414362,306219,,,,,,
Male,50-64 years,Other,170046,99698,76533,,,,,,
Male,50-64 years,Unknown,205776,121102,90377,,,,,,
Male,50-64 years,White,1005968,583726,467025,,,,,,
Male,65-79 years,Asian,71291,39021,33578,,,,,,
Male,65-79 years,Black,111199,62816,51772,,,,,,
Male,65-79 years,Hispanic,350654,197615,162399,,,,,,
Male,65-79 years,Other,155356,85992,71646,,,,,,
Male,65-79 years,Unknown,208511,115723,95885,,,,,,
Male,65-79 years,White,923877,506607,440939,,,,,,
Male,80+ years,Asian,12397,6813,5870,,,,,,
Male,80+ years,Black,16710,9502,7756,,,,,,
Male,80+ years,Hispanic,66688,37647,30769,,,,,,
Male,80+ years,Other,50579,28473,22524,,,,,,
Male,80+ years,Unknown,56643,31950,25369,,,,,,
Male,80+ years,White,221126,120983,105499,,,,,,
Male,Unknown,Asian,139,100,40,,,,,,
Male,Unknown,Black,105,84,30,,,,,,
Male,Unknown,Hispanic,872,723,199,,,,,,
Male,Unknown,Other,183,143,46,,,,,,
Male,Unknown,Unknown,613,522,100,,,,,,
Male,Unknown,White,641,529,150,,,,,,
Unknown,16-49 years,Asian,2032,1179,935,,,,,,
Unknown,16-49 years,Black,1468,878,650,,,,,,
Unknown,16-49 years,Hispanic,16287,9124,7948,,,,,,
Unknown,16-49 years,Other,21414,12423,10049,,,,,,
Unknown,16-49 years,Unknown,6200,4143,2317,,,,,,
Unknown,16-49 years,White,13652,7386,6491,,,,,,
Unknown,50-64 years,Asian,1067,600,491,,,,,,
Unknown,50-64 years,Black,1209,696,560,,,,,,
Unknown,50-64 years,Hispanic,13846,7480,6769,,,,,,
Unknown,50-64 years,Other,19891,11073,9626,,,,,,
Unknown,50-64 years,Unknown,3607,2204,1520,,,,,,
Unknown,50-64 years,White,13325,7051,6468,,,,,,
Unknown,65-79 years,Asian,1939,1017,928,,,,,,
Unknown,65-79 years,Black,1608,877,760,,,,,,
Unknown,65-79 years,Hispanic,8048,4380,3821,,,,,,
Unknown,65-79 years,Other,15432,8455,7344,,,,,,
Unknown,65-79 years,Unknown,3327,1977,1379,,,,,,
Unknown,65-79 years,White,16285,8523,7858,,,,,,
Unknown,80+ years,Asian,330,178,153,,,,,,
Unknown,80+ years,Black,268,151,125,,,,,,
Unknown,80+ years,Hispanic,1505,825,710,,,,,,
Unknown,80+ years,Other,3126,1775,1418,,,,,,
Unknown,80+ years,Unknown,725,446,287,,,,,,
Unknown,80+ years,White,3221,1699,1552,,,,,,
Unknown,Unknown,Asian,3,2,1,,,,,,
Unknown,Unknown,Hispanic,6,6,0,,,,,,
Unknown,Unknown,Other,80,74,7,,,,,,
Unknown,Unknown,Unknown,18,15,4,,,,,,
Unknown,Unknown,White,15,15,1,,,,,,
Grand Total,Total,Total,19479384,11447408,8709410,,,,,,
