Gender,Age Group,Race/Ethnicity,Doses Administered,People Vaccinated with at least One Dose,People Fully Vaccinated,,,,,,,,,
Female,16-49 years,Asian,30295,21922,8373,,,,,,,,,
Female,16-49 years,Black,19692,15089,4603,,,,,,,,,
Female,16-49 years,Hispanic,52790,39491,13299,,,,,,,,,
Female,16-49 years,White,112251,84057,28194,,,,,,,,,
Female,16-49 years,Other,33406,28689,4717,,,,,,,,,
Female,16-49 years,Unknown,184986,149889,35097,,,,,,,,,
Female,50-64 years,Asian,12458,9530,2928,,,,,,,,,
Female,50-64 years,Black,14396,11315,3081,,,,,,,,,
Female,50-64 years,Hispanic,21503,17277,4226,,,,,,,,,
Female,50-64 years,White,63808,51240,12568,,,,,,,,,
Female,50-64 years,Other,18294,16412,1882,,,,,,,,,
Female,50-64 years,Unknown,104793,89903,14890,,,,,,,,,
Female,65-79 years,Asian,8331,7877,454,,,,,,,,,
Female,65-79 years,Black,8174,7706,468,,,,,,,,,
Female,65-79 years,Hispanic,12047,11372,675,,,,,,,,,
Female,65-79 years,White,72951,69863,3088,,,,,,,,,
Female,65-79 years,Other,17623,16801,822,,,,,,,,,
Female,65-79 years,Unknown,96290,92226,4064,,,,,,,,,
Female,80+ years,Asian,1664,1646,18,,,,,,,,,
Female,80+ years,Black,1685,1672,13,,,,,,,,,
Female,80+ years,Hispanic,2511,2474,37,,,,,,,,,
Female,80+ years,White,21370,21023,347,,,,,,,,,
Female,80+ years,Other,19476,18223,1253,,,,,,,,,
Female,80+ years,Unknown,35830,34656,1174,,,,,,,,,
Female,Unknown,Asian,12,12,0,,,,,,,,,
Female,Unknown,Black,12,10,2,,,,,,,,,
Female,Unknown,Hispanic,30,27,3,,,,,,,,,
Female,Unknown,White,100,96,4,,,,,,,,,
Female,Unknown,Other,13,12,1,,,,,,,,,
Female,Unknown,Unknown,628,604,24,,,,,,,,,
Male,16-49 years,Asian,19640,14255,5385,,,,,,,,,
Male,16-49 years,Black,8259,6413,1846,,,,,,,,,
Male,16-49 years,Hispanic,26877,20397,6480,,,,,,,,,
Male,16-49 years,White,55352,42461,12891,,,,,,,,,
Male,16-49 years,Other,16021,13536,2485,,,,,,,,,
Male,16-49 years,Unknown,107537,88219,19318,,,,,,,,,
Male,50-64 years,Asian,8518,6652,1866,,,,,,,,,
Male,50-64 years,Black,7115,5861,1254,,,,,,,,,
Male,50-64 years,Hispanic,13239,10818,2421,,,,,,,,,
Male,50-64 years,White,39063,32068,6995,,,,,,,,,
Male,50-64 years,Other,9969,8856,1113,,,,,,,,,
Male,50-64 years,Unknown,68241,59279,8962,,,,,,,,,
Male,65-79 years,Asian,7540,7146,394,,,,,,,,,
Male,65-79 years,Black,5331,5072,259,,,,,,,,,
Male,65-79 years,Hispanic,9277,8744,533,,,,,,,,,
Male,65-79 years,White,63095,60132,2963,,,,,,,,,
Male,65-79 years,Other,12656,12064,592,,,,,,,,,
Male,65-79 years,Unknown,80351,76705,3646,,,,,,,,,
Male,80+ years,Asian,1515,1480,35,,,,,,,,,
Male,80+ years,Black,937,923,14,,,,,,,,,
Male,80+ years,Hispanic,1688,1643,45,,,,,,,,,
Male,80+ years,White,18204,17865,339,,,,,,,,,
Male,80+ years,Other,7924,7472,452,,,,,,,,,
Male,80+ years,Unknown,23312,22572,740,,,,,,,,,
Male,Unknown,Asian,13,12,1,,,,,,,,,
Male,Unknown,Black,6,6,0,,,,,,,,,
Male,Unknown,Hispanic,19,19,0,,,,,,,,,
Male,Unknown,White,84,81,3,,,,,,,,,
Male,Unknown,Other,5,5,0,,,,,,,,,
Male,Unknown,Unknown,387,374,13,,,,,,,,,
Unknown,16-49 years,Asian,562,503,59,,,,,,,,,
Unknown,16-49 years,Black,297,276,21,,,,,,,,,
Unknown,16-49 years,Hispanic,849,788,61,,,,,,,,,
Unknown,16-49 years,White,1717,1564,153,,,,,,,,,
Unknown,16-49 years,Other,1213,1067,146,,,,,,,,,
Unknown,16-49 years,Unknown,1024,891,133,,,,,,,,,
Unknown,50-64 years,Asian,331,298,33,,,,,,,,,
Unknown,50-64 years,Black,247,233,14,,,,,,,,,
Unknown,50-64 years,Hispanic,325,306,19,,,,,,,,,
Unknown,50-64 years,White,1289,1201,88,,,,,,,,,
Unknown,50-64 years,Other,629,576,53,,,,,,,,,
Unknown,50-64 years,Unknown,508,448,60,,,,,,,,,
Unknown,65-79 years,Asian,935,923,12,,,,,,,,,
Unknown,65-79 years,Black,460,456,4,,,,,,,,,
Unknown,65-79 years,Hispanic,552,550,2,,,,,,,,,
Unknown,65-79 years,White,5589,5535,54,,,,,,,,,
Unknown,65-79 years,Other,2228,2206,22,,,,,,,,,
Unknown,65-79 years,Unknown,561,540,21,,,,,,,,,
Unknown,80+ years,Asian,152,150,2,,,,,,,,,
Unknown,80+ years,Black,66,66,0,,,,,,,,,
Unknown,80+ years,Hispanic,113,113,0,,,,,,,,,
Unknown,80+ years,White,1007,1002,5,,,,,,,,,
Unknown,80+ years,Other,385,385,0,,,,,,,,,
Unknown,80+ years,Unknown,138,136,2,,,,,,,,,
Unknown,Unknown,Asian,1,1,0,,,,,,,,,
Unknown,Unknown,Hispanic,5,5,0,,,,,,,,,
Unknown,Unknown,White,6,6,0,,,,,,,,,
Unknown,Unknown,Other,1,1,0,,,,,,,,,
Unknown,Unknown,Unknown,10,10,0,,,,,,,,,
Texas,Total,Total,1600794,1372480,228314,,,,,,,,,
Texas,,,,,,,,,,,,,,
Texas,,,,,,,,,,,,,,
Texas,,,,,,,,,,,,,,
Texas,,,,,,,,,,,,,,
Texas,,,,,,,,,,,,,,
Texas,,,,,,,,,,,,,,
Texas,,,,,,,,,,,,,,
Texas,,,,,,,,,,,,,,
Texas,,,,,,,,,,,,,,
Texas,,,,,,,,,,,,,,
Texas,,,,,,,,,,,,,,
Texas,,,,,,,,,,,,,,
Texas,,,,,,,,,,,,,,
Texas,,,,,,,,,,,,,,
Texas,,,,,,,,,,,,,,
Texas,,,,,,,,,,,,,,
Texas,,,,,,,,,,,,,,
Texas,,,,,,,,,,,,,,
Texas,,,,,,,,,,,,,,
Texas,,,,,,,,,,,,,,
Texas,,,,,,,,,,,,,,
Texas,,,,,,,,,,,,,,
Texas,,,,,,,,,,,,,,
Texas,,,,,,,,,,,,,,
Texas,,,,,,,,,,,,,,
Texas,,,,,,,,,,,,,,
Texas,,,,,,,,,,,,,,
Texas,,,,,,,,,,,,,,
Texas,,,,,,,,,,,,,,
Texas,,,,,,,,,,,,,,
Texas,,,,,,,,,,,,,,
Texas,,,,,,,,,,,,,,
Texas,,,,,,,,,,,,,,
Texas,,,,,,,,,,,,,,
Texas,,,,,,,,,,,,,,
Texas,,,,,,,,,,,,,,
Texas,,,,,,,,,,,,,,
Texas,,,,,,,,,,,,,,
Texas,,,,,,,,,,,,,,
Texas,,,,,,,,,,,,,,
Texas,,,,,,,,,,,,,,
Texas,,,,,,,,,,,,,,
Texas,,,,,,,,,,,,,,
Texas,,,,,,,,,,,,,,
Texas,,,,,,,,,,,,,,
Texas,,,,,,,,,,,,,,
Texas,,,,,,,,,,,,,,
Texas,,,,,,,,,,,,,,
Texas,,,,,,,,,,,,,,
Texas,,,,,,,,,,,,,,
Texas,,,,,,,,,,,,,,
Texas,,,,,,,,,,,,,,
Texas,,,,,,,,,,,,,,
Texas,,,,,,,,,,,,,,
Texas,,,,,,,,,,,,,,
Texas,,,,,,,,,,,,,,
Texas,,,,,,,,,,,,,,
Texas,,,,,,,,,,,,,,
Texas,,,,,,,,,,,,,,
Texas,,,,,,,,,,,,,,
Texas,,,,,,,,,,,,,,
Texas,,,,,,,,,,,,,,
Texas,,,,,,,,,,,,,,
Texas,,,,,,,,,,,,,,
Texas,,,,,,,,,,,,,,
Texas,,,,,,,,,,,,,,
Texas,,,,,,,,,,,,,,
Texas,,,,,,,,,,,,,,
Texas,,,,,,,,,,,,,,
Texas,,,,,,,,,,,,,,
Texas,,,,,,,,,,,,,,
Texas,,,,,,,,,,,,,,
Texas,,,,,,,,,,,,,,
Texas,,,,,,,,,,,,,,
Texas,,,,,,,,,,,,,,
Texas,,,,,,,,,,,,,,
Texas,,,,,,,,,,,,,,
Texas,,,,,,,,,,,,,,
Texas,,,,,,,,,,,,,,
