Gender ,Age Group,Race/Ethnicity,Doses Administered,People Vaccinated with at least One Dose,People Fully Vaccinated ,People with Booster Doses,,,,,
Female,2021-05-11 00:00:00,Asian,29956,19279,10665,12,,,,,
Female,2021-05-11 00:00:00,Black,16702,11104,5599,,,,,,
Female,2021-05-11 00:00:00,Hispanic,150896,103930,46946,35,,,,,
Female,2021-05-11 00:00:00,Other,76318,48810,27492,25,,,,,
Female,2021-05-11 00:00:00,Unknown,14873,10993,3878,,,,,,
Female,2021-05-11 00:00:00,White,74518,46456,28046,25,,,,,
Female,2021-12-15 00:00:00,Asian,45123,23998,21083,50,,,,,
Female,2021-12-15 00:00:00,Black,63304,34681,28547,79,,,,,
Female,2021-12-15 00:00:00,Hispanic,441974,246743,194667,641,,,,,
Female,2021-12-15 00:00:00,Other,204309,110022,93965,335,,,,,
Female,2021-12-15 00:00:00,Unknown,20006,12227,7765,16,,,,,
Female,2021-12-15 00:00:00,White,174188,94760,79208,241,,,,,
Female,16-49,Asian,634185,309080,274782,64541,,,,,
Female,16-49,Black,815485,429465,361740,46173,,,,,
Female,16-49,Hispanic,3673790,1949320,1647427,213876,,,,,
Female,16-49,Other,1464757,727649,638339,145593,,,,,
Female,16-49,Unknown,459743,256842,197488,21653,,,,,
Female,16-49,White,2721728,1394641,1216711,222700,,,,,
Female,50-64,Asian,213597,98794,88707,31543,,,,,
Female,50-64,Black,437415,206862,185417,57814,,,,,
Female,50-64,Hispanic,1351329,651074,572926,166107,,,,,
Female,50-64,Other,824852,362768,333083,149476,,,,,
Female,50-64,Unknown,207178,110726,87130,16702,,,,,
Female,50-64,White,1651880,787059,710467,222813,,,,,
Female,65-79,Asian,106286,46729,41048,20370,,,,,
Female,65-79,Black,247082,107575,98014,46952,,,,,
Female,65-79,Hispanic,720743,322215,283355,128815,,,,,
Female,65-79,Other,806586,320645,299820,195551,,,,,
Female,65-79,Unknown,130272,68263,52081,13305,,,,,
Female,65-79,White,1445901,627943,572612,281523,,,,,
Female,80+,Asian,19984,8958,7749,3713,,,,,
Female,80+,Black,53668,23874,21407,9871,,,,,
Female,80+,Hispanic,176185,80151,69265,30266,,,,,
Female,80+,Other,268807,108330,99949,62827,,,,,
Female,80+,Unknown,46951,25082,18514,4327,,,,,
Female,80+,White,430632,186372,168997,85537,,,,,
Female,Unknown,Asian,101,77,30,0,,,,,
Female,Unknown,Black,171,139,42,,,,,,
Female,Unknown,Hispanic,939,777,225,,,,,,
Female,Unknown,Other,167,132,38,0,,,,,
Female,Unknown,Unknown,787,682,117,,,,,,
Female,Unknown,White,670,531,175,7,,,,,
Male,2021-05-11 00:00:00,Asian,31556,20273,11273,10,,,,,
Male,2021-05-11 00:00:00,Black,16788,11190,5593,10,,,,,
Male,2021-05-11 00:00:00,Hispanic,153037,105489,47530,36,,,,,
Male,2021-05-11 00:00:00,Other,77870,49867,27976,36,,,,,
Male,2021-05-11 00:00:00,Unknown,15108,11260,3848,,,,,,
Male,2021-05-11 00:00:00,White,77268,48165,29088,31,,,,,
Male,2021-12-15 00:00:00,Asian,46508,24743,21722,46,,,,,
Male,2021-12-15 00:00:00,Black,62405,34314,27988,111,,,,,
Male,2021-12-15 00:00:00,Hispanic,436696,245797,190327,638,,,,,
Male,2021-12-15 00:00:00,Other,205516,110895,94290,352,,,,,
Male,2021-12-15 00:00:00,Unknown,20867,12869,7992,12,,,,,
Male,2021-12-15 00:00:00,White,176017,96211,79577,255,,,,,
Male,16-49,Asian,614641,312201,277290,58190,,,,,
Male,16-49,Black,653890,353811,293660,33351,,,,,
Male,16-49,Hispanic,3285946,1809725,1488063,154038,,,,,
Male,16-49,Other,1305001,673705,578969,114366,,,,,
Male,16-49,Unknown,389167,229162,170685,13538,,,,,
Male,16-49,White,2480286,1306728,1132129,183349,,,,,
Male,50-64,Asian,197652,92276,83338,29569,,,,,
Male,50-64,Black,364077,178414,157065,43840,,,,,
Male,50-64,Hispanic,1219958,603406,528526,131758,,,,,
Male,50-64,Other,677738,305939,278374,115443,,,,,
Male,50-64,Unknown,178673,99276,76685,11882,,,,,
Male,50-64,White,1535550,749430,671000,193591,,,,,
Male,65-79,Asian,90546,39346,34722,17971,,,,,
Male,65-79,Black,169571,75527,66944,31895,,,,,
Male,65-79,Hispanic,570226,256016,224634,102322,,,,,
Male,65-79,Other,635423,254335,235635,153765,,,,,
Male,65-79,Unknown,116514,61623,46435,11804,,,,,
Male,65-79,White,1261433,553502,499413,243596,,,,,
Male,80+,Asian,15978,6925,6065,3292,,,,,
Male,80+,Black,24941,11203,9660,4785,,,,,
Male,80+,Hispanic,106667,48142,41407,19370,,,,,
Male,80+,Other,161533,64305,58793,39935,,,,,
Male,80+,Unknown,31221,16801,11936,3099,,,,,
Male,80+,White,307894,132579,118280,64099,,,,,
Male,Unknown,Asian,98,75,26,0,,,,,
Male,Unknown,Black,124,100,32,,,,,,
Male,Unknown,Hispanic,879,735,214,,,,,,
Male,Unknown,Other,159,129,43,,,,,,
Male,Unknown,Unknown,542,474,77,0,,,,,
Male,Unknown,White,607,486,160,,,,,,
Unknown,2021-05-11 00:00:00,Asian,19,16,3,0,,,,,
Unknown,2021-05-11 00:00:00,Black,5,3,2,0,,,,,
Unknown,2021-05-11 00:00:00,Hispanic,91,65,27,0,,,,,
Unknown,2021-05-11 00:00:00,Other,53,42,11,0,,,,,
Unknown,2021-05-11 00:00:00,Unknown,68,54,13,,,,,,
Unknown,2021-05-11 00:00:00,White,37,29,8,0,,,,,
Unknown,2021-12-15 00:00:00,Asian,53,30,23,0,,,,,
Unknown,2021-12-15 00:00:00,Black,36,23,13,0,,,,,
Unknown,2021-12-15 00:00:00,Hispanic,163,114,51,0,,,,,
Unknown,2021-12-15 00:00:00,Other,90,63,27,0,,,,,
Unknown,2021-12-15 00:00:00,Unknown,85,57,28,0,,,,,
Unknown,2021-12-15 00:00:00,White,132,82,51,0,,,,,
Unknown,16-49,Asian,1725,968,793,67,,,,,
Unknown,16-49,Black,1784,1026,830,39,,,,,
Unknown,16-49,Hispanic,14701,8773,7725,290,,,,,
Unknown,16-49,Other,13685,8096,6261,265,,,,,
Unknown,16-49,Unknown,6482,4000,2704,127,,,,,
Unknown,16-49,White,9380,5139,4449,172,,,,,
Unknown,50-64,Asian,754,397,336,48,,,,,
Unknown,50-64,Black,873,477,397,46,,,,,
Unknown,50-64,Hispanic,8209,4397,3967,251,,,,,
Unknown,50-64,Other,9117,5173,4194,265,,,,,
Unknown,50-64,Unknown,2279,1333,972,107,,,,,
Unknown,50-64,White,5551,2986,2616,135,,,,,
Unknown,65-79,Asian,574,279,239,61,,,,,
Unknown,65-79,Black,549,295,245,34,,,,,
Unknown,65-79,Hispanic,3955,2108,1801,170,,,,,
Unknown,65-79,Other,5161,2912,2218,235,,,,,
Unknown,65-79,Unknown,1418,804,570,73,,,,,
Unknown,65-79,White,4174,2224,1898,132,,,,,
Unknown,80+,Asian,126,66,54,6,,,,,
Unknown,80+,Black,112,66,43,10,,,,,
Unknown,80+,Hispanic,850,453,377,46,,,,,
Unknown,80+,Other,1233,751,478,42,,,,,
Unknown,80+,Unknown,429,265,148,21,,,,,
Unknown,80+,White,1049,575,457,45,,,,,
Unknown,Unknown,Asian,1,1,0,0,,,,,
Unknown,Unknown,Hispanic,7,7,1,0,,,,,
Unknown,Unknown,Other,75,70,6,0,,,,,
Unknown,Unknown,Unknown,15,14,2,0,,,,,
Unknown,Unknown,White,16,15,1,0,,,,,
Grand Total,Total,Total,38035725,19037455,16277019,4026608,,,,,
