Gender,Age Group,Race/Ethnicity,Doses Administered,People Vaccinated with at least One Dose,People Fully Vaccinated,,,,,,
Female,16-49 years,Asian,160401,116785,48091,,,,,,
Female,16-49 years,Black,128731,94921,39097,,,,,,
Female,16-49 years,Hispanic,576154,426756,168753,,,,,,
Female,16-49 years,White,668759,478309,215705,,,,,,
Female,16-49 years,Other,169796,114243,58877,,,,,,
Female,16-49 years,Unknown,386768,235158,155190,,,,,,
Female,50-64 years,Asian,85196,60822,26754,,,,,,
Female,50-64 years,Black,131634,95274,40962,,,,,,
Female,50-64 years,Hispanic,379104,275184,115249,,,,,,
Female,50-64 years,White,619553,444951,196187,,,,,,
Female,50-64 years,Other,115897,75763,42035,,,,,,
Female,50-64 years,Unknown,253880,155487,101474,,,,,,
Female,65-79 years,Asian,71096,42923,29127,,,,,,
Female,65-79 years,Black,111873,72693,41571,,,,,,
Female,65-79 years,Hispanic,283034,182695,105606,,,,,,
Female,65-79 years,White,807676,498952,322649,,,,,,
Female,65-79 years,Other,120211,72210,49014,,,,,,
Female,65-79 years,Unknown,255629,151338,106429,,,,,,
Female,80+ years,Asian,14360,8590,5991,,,,,,
Female,80+ years,Black,24216,15841,9052,,,,,,
Female,80+ years,Hispanic,70706,45207,26877,,,,,,
Female,80+ years,White,230711,143087,91969,,,,,,
Female,80+ years,Other,69498,42705,27047,,,,,,
Female,80+ years,Unknown,89906,54720,35831,,,,,,
Female,Unknown,Asian,55,50,8,,,,,,
Female,Unknown,Black,98,85,19,,,,,,
Female,Unknown,Hispanic,471,404,88,,,,,,
Female,Unknown,White,469,408,78,,,,,,
Female,Unknown,Other,78,69,11,,,,,,
Female,Unknown,Unknown,927,809,126,,,,,,
Male,16-49 years,Asian,130294,97953,36594,,,,,,
Male,16-49 years,Black,75427,57923,21149,,,,,,
Male,16-49 years,Hispanic,398997,302585,111034,,,,,,
Male,16-49 years,White,460953,342337,136938,,,,,,
Male,16-49 years,Other,108585,75738,35525,,,,,,
Male,16-49 years,Unknown,244370,151248,95906,,,,,,
Male,50-64 years,Asian,73357,53430,22133,,,,,,
Male,50-64 years,Black,88968,66183,26743,,,,,,
Male,50-64 years,Hispanic,290436,215410,84772,,,,,,
Male,50-64 years,White,494923,364317,148554,,,,,,
Male,50-64 years,Other,79856,53487,27956,,,,,,
Male,50-64 years,Unknown,178763,111607,69730,,,,,,
Male,65-79 years,Asian,61281,36813,25215,,,,,,
Male,65-79 years,Black,72544,47113,27146,,,,,,
Male,65-79 years,Hispanic,212776,137846,79108,,,,,,
Male,65-79 years,White,687842,423409,275730,,,,,,
Male,65-79 years,Other,93014,55657,38143,,,,,,
Male,65-79 years,Unknown,212393,125146,89032,,,,,,
Male,80+ years,Asian,11992,7008,5173,,,,,,
Male,80+ years,Black,11437,7407,4322,,,,,,
Male,80+ years,Hispanic,42669,27160,16376,,,,,,
Male,80+ years,White,172291,104582,70568,,,,,,
Male,80+ years,Other,33003,20108,13060,,,,,,
Male,80+ years,Unknown,57509,34654,23303,,,,,,
Male,Unknown,Asian,77,62,16,,,,,,
Male,Unknown,Black,63,55,9,,,,,,
Male,Unknown,Hispanic,378,330,60,,,,,,
Male,Unknown,White,397,347,62,,,,,,
Male,Unknown,Other,78,67,14,,,,,,
Male,Unknown,Unknown,642,563,82,,,,,,
Unknown,16-49 years,Asian,1264,792,520,,,,,,
Unknown,16-49 years,Black,792,501,318,,,,,,
Unknown,16-49 years,Hispanic,2840,2132,1369,,,,,,
Unknown,16-49 years,White,8072,6295,1855,,,,,,
Unknown,16-49 years,Other,17439,15295,2959,,,,,,
Unknown,16-49 years,Unknown,4497,3579,1054,,,,,,
Unknown,50-64 years,Asian,798,474,339,,,,,,
Unknown,50-64 years,Black,866,539,359,,,,,,
Unknown,50-64 years,Hispanic,1679,1304,732,,,,,,
Unknown,50-64 years,White,8901,6903,2129,,,,,,
Unknown,50-64 years,Other,17507,14770,3326,,,,,,
Unknown,50-64 years,Unknown,4245,3714,612,,,,,,
Unknown,65-79 years,Asian,1905,1027,881,,,,,,
Unknown,65-79 years,Black,1457,836,646,,,,,,
Unknown,65-79 years,Hispanic,2186,1361,961,,,,,,
Unknown,65-79 years,White,14748,8487,6322,,,,,,
Unknown,65-79 years,Other,14594,9933,4875,,,,,,
Unknown,65-79 years,Unknown,4226,3469,772,,,,,,
Unknown,80+ years,Asian,322,179,144,,,,,,
Unknown,80+ years,Black,235,134,105,,,,,,
Unknown,80+ years,Hispanic,457,284,194,,,,,,
Unknown,80+ years,White,2919,1693,1247,,,,,,
Unknown,80+ years,Other,2737,1881,897,,,,,,
Unknown,80+ years,Unknown,1034,718,320,,,,,,
Unknown,Unknown,Asian,1,1,0,,,,,,
Unknown,Unknown,Hispanic,6,6,0,,,,,,
Unknown,Unknown,White,12,12,0,,,,,,
Unknown,Unknown,Other,21,16,5,,,,,,
Unknown,Unknown,Unknown,17,15,3,,,,,,
Grand Total,Total,Total,10237979,6913334,3577264,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
