Gender ,Agegrp,Race/Ethnicity,Doses Administered,People Vaccinated with at least One Dose,People Fully Vaccinated ,People with Booster Doses,,,,,
Female,2022-05-11 00:00:00,Asian,53384,29201,24127,56,,,,,
Female,2022-05-11 00:00:00,Black,41638,23629,17976,34,,,,,
Female,2022-05-11 00:00:00,Hispanic,414390,255987,157971,452,,,,,
Female,2022-05-11 00:00:00,Other,156472,87798,68481,199,,,,,
Female,2022-05-11 00:00:00,Unknown,30341,19237,11092,14,,,,,
Female,2022-05-11 00:00:00,White,129298,72597,56574,134,,,,,
Female,2022-12-15 00:00:00,Asian,51508,24802,21911,4803,,,,,
Female,2022-12-15 00:00:00,Black,72470,37860,31380,3234,,,,,
Female,2022-12-15 00:00:00,Hispanic,551583,298800,226564,26348,,,,,
Female,2022-12-15 00:00:00,Other,240535,119999,103602,16950,,,,,
Female,2022-12-15 00:00:00,Unknown,22434,13483,8368,585,,,,,
Female,2022-12-15 00:00:00,White,195288,99200,83631,12486,,,,,
Female,16-49,Asian,709112,320300,277793,125299,,,,,
Female,16-49,Black,927320,458441,388377,103293,,,,,
Female,16-49,Hispanic,4228327,2130968,1759375,484043,,,,,
Female,16-49,Other,1724124,801494,701443,272130,,,,,
Female,16-49,Unknown,447399,249987,180374,32706,,,,,
Female,16-49,White,3009806,1455566,1262033,408101,,,,,
Female,50-64,Asian,234216,102104,89146,48396,,,,,
Female,50-64,Black,482601,211235,190352,93751,,,,,
Female,50-64,Hispanic,1542372,701328,599214,282536,,,,,
Female,50-64,Other,945364,393371,360414,213901,,,,,
Female,50-64,Unknown,197987,105139,76824,22851,,,,,
Female,50-64,White,1793470,804571,724337,334227,,,,,
Female,65-79,Asian,113530,48399,41302,25688,,,,,
Female,65-79,Black,265190,108617,99186,62824,,,,,
Female,65-79,Hispanic,798583,342518,293439,176727,,,,,
Female,65-79,Other,876654,337408,315480,234059,,,,,
Female,65-79,Unknown,123059,64228,46020,15904,,,,,
Female,65-79,White,1529057,636215,578872,350500,,,,,
Female,80+,Asian,21254,9163,7786,4738,,,,,
Female,80+,Black,57709,24204,21683,13303,,,,,
Female,80+,Hispanic,194798,84850,71866,41692,,,,,
Female,80+,Other,287423,112063,103680,74166,,,,,
Female,80+,Unknown,45054,23935,16850,5159,,,,,
Female,80+,White,455153,188549,170728,106230,,,,,
Female,Unknown,Asian,125,93,37,,,,,,
Female,Unknown,Black,187,150,44,6,,,,,
Female,Unknown,Hispanic,1328,1127,264,6,,,,,
Female,Unknown,Other,222,180,45,0,,,,,
Female,Unknown,Unknown,807,702,117,,,,,,
Female,Unknown,White,738,579,194,10,,,,,
Male,2022-05-11 00:00:00,Asian,55981,30708,25219,55,,,,,
Male,2022-05-11 00:00:00,Black,42106,23966,18105,35,,,,,
Male,2022-05-11 00:00:00,Hispanic,417002,257719,158872,435,,,,,
Male,2022-05-11 00:00:00,Other,159567,89680,69661,232,,,,,
Male,2022-05-11 00:00:00,Unknown,31536,20037,11482,19,,,,,
Male,2022-05-11 00:00:00,White,134564,75407,59026,138,,,,,
Male,2022-12-15 00:00:00,Asian,52672,25480,22490,4705,,,,,
Male,2022-12-15 00:00:00,Black,71353,37345,30783,3232,,,,,
Male,2022-12-15 00:00:00,Hispanic,545994,298733,222307,25063,,,,,
Male,2022-12-15 00:00:00,Other,240961,120637,103671,16679,,,,,
Male,2022-12-15 00:00:00,Unknown,23151,14037,8603,520,,,,,
Male,2022-12-15 00:00:00,White,196843,100716,84100,12057,,,,,
Male,16-49,Asian,690083,327937,282758,115257,,,,,
Male,16-49,Black,738668,377107,313407,76220,,,,,
Male,16-49,Hispanic,3748811,1973902,1588231,363737,,,,,
Male,16-49,Other,1533951,744190,636934,220852,,,,,
Male,16-49,Unknown,394086,233693,162303,22697,,,,,
Male,16-49,White,2736530,1365481,1172279,346372,,,,,
Male,50-64,Asian,216445,94696,83913,45674,,,,,
Male,50-64,Black,402862,183093,161348,73744,,,,,
Male,50-64,Hispanic,1391540,646015,553217,238141,,,,,
Male,50-64,Other,782316,334210,302955,169211,,,,,
Male,50-64,Unknown,174132,96200,69299,17374,,,,,
Male,50-64,White,1669684,768564,684734,296672,,,,,
Male,65-79,Asian,96695,40902,34898,22363,,,,,
Male,65-79,Black,182238,76590,67918,42541,,,,,
Male,65-79,Hispanic,632647,271076,233235,141479,,,,,
Male,65-79,Other,690222,267793,247954,183541,,,,,
Male,65-79,Unknown,110656,58220,41311,14283,,,,,
Male,65-79,White,1334335,562343,505282,302225,,,,,
Male,80+,Asian,16937,7111,6138,3992,,,,,
Male,80+,Black,26517,11355,9761,6113,,,,,
Male,80+,Hispanic,117537,50857,42912,26098,,,,,
Male,80+,Other,172532,66739,61107,46307,,,,,
Male,80+,Unknown,30003,16144,10901,3540,,,,,
Male,80+,White,324227,134438,119537,77361,,,,,
Male,Unknown,Asian,146,103,46,,,,,,
Male,Unknown,Black,142,114,36,,,,,,
Male,Unknown,Hispanic,1283,1087,262,10,,,,,
Male,Unknown,Other,211,165,58,,,,,,
Male,Unknown,Unknown,581,504,87,0,,,,,
Male,Unknown,White,671,526,181,6,,,,,
Unknown,2022-05-11 00:00:00,Asian,38,25,13,0,,,,,
Unknown,2022-05-11 00:00:00,Black,11,7,4,0,,,,,
Unknown,2022-05-11 00:00:00,Hispanic,720,652,68,0,,,,,
Unknown,2022-05-11 00:00:00,Other,76,56,20,0,,,,,
Unknown,2022-05-11 00:00:00,Unknown,140,94,46,0,,,,,
Unknown,2022-05-11 00:00:00,White,45,35,10,0,,,,,
Unknown,2022-12-15 00:00:00,Asian,30,16,11,,,,,,
Unknown,2022-12-15 00:00:00,Black,34,21,13,0,,,,,
Unknown,2022-12-15 00:00:00,Hispanic,539,475,66,0,,,,,
Unknown,2022-12-15 00:00:00,Other,102,68,32,,,,,,
Unknown,2022-12-15 00:00:00,Unknown,143,118,24,,,,,,
Unknown,2022-12-15 00:00:00,White,124,77,44,,,,,,
Unknown,16-49,Asian,1489,831,648,104,,,,,
Unknown,16-49,Black,1619,924,724,66,,,,,
Unknown,16-49,Hispanic,13235,8144,6599,525,,,,,
Unknown,16-49,Other,10911,6642,4725,383,,,,,
Unknown,16-49,Unknown,5838,3597,2355,204,,,,,
Unknown,16-49,White,7625,4216,3499,259,,,,,
Unknown,50-64,Asian,638,332,271,60,,,,,
Unknown,50-64,Black,713,377,313,65,,,,,
Unknown,50-64,Hispanic,6529,3445,3023,425,,,,,
Unknown,50-64,Other,6811,3910,2976,346,,,,,
Unknown,50-64,Unknown,1949,1126,801,150,,,,,
Unknown,50-64,White,4276,2294,1954,179,,,,,
Unknown,65-79,Asian,471,227,189,60,,,,,
Unknown,65-79,Black,419,219,177,44,,,,,
Unknown,65-79,Hispanic,3237,1680,1413,259,,,,,
Unknown,65-79,Other,4172,2362,1719,269,,,,,
Unknown,65-79,Unknown,1224,671,471,103,,,,,
Unknown,65-79,White,3243,1728,1427,160,,,,,
Unknown,80+,Asian,114,59,46,9,,,,,
Unknown,80+,Black,98,56,37,11,,,,,
Unknown,80+,Hispanic,742,394,321,51,,,,,
Unknown,80+,Other,1024,638,374,47,,,,,
Unknown,80+,Unknown,394,244,134,21,,,,,
Unknown,80+,White,872,480,364,52,,,,,
Unknown,Unknown,Asian,1,1,0,0,,,,,
Unknown,Unknown,Hispanic,7,7,1,0,,,,,
Unknown,Unknown,Other,78,72,7,0,,,,,
Unknown,Unknown,Unknown,15,14,2,0,,,,,
Unknown,Unknown,White,18,17,1,0,,,,,
Grand Total,Total,Total,43240492,20652048,17431195,6520392,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
