Gender ,Age Group,Race/Ethnicity,Doses Administered,People Vaccinated with at least One Dose,People Fully Vaccinated ,People with Booster Doses,,,,,
Female,2021-05-11 00:00:00,Asian,31373,19928,11433,12,,,,,
Female,2021-05-11 00:00:00,Black,17381,11524,5858,,,,,,
Female,2021-05-11 00:00:00,Hispanic,155810,106728,49061,36,,,,,
Female,2021-05-11 00:00:00,Other,79032,50254,28759,27,,,,,
Female,2021-05-11 00:00:00,Unknown,15210,11167,4041,,,,,,
Female,2021-05-11 00:00:00,White,76434,47406,29012,25,,,,,
Female,2021-12-15 00:00:00,Asian,45180,24029,21105,54,,,,,
Female,2021-12-15 00:00:00,Black,63442,34768,28595,82,,,,,
Female,2021-12-15 00:00:00,Hispanic,443210,247452,195178,657,,,,,
Female,2021-12-15 00:00:00,Other,204944,110362,94241,354,,,,,
Female,2021-12-15 00:00:00,Unknown,20069,12262,7793,16,,,,,
Female,2021-12-15 00:00:00,White,174428,94870,79326,253,,,,,
Female,16-49,Asian,637810,309485,274826,67717,,,,,
Female,16-49,Black,818361,430104,362176,48006,,,,,
Female,16-49,Hispanic,3685002,1951789,1648874,221210,,,,,
Female,16-49,Other,1477072,730936,641235,151963,,,,,
Female,16-49,Unknown,458507,256225,196599,21877,,,,,
Female,16-49,White,2734769,1397009,1218108,232135,,,,,
Female,50-64,Asian,214581,98893,88716,32413,,,,,
Female,50-64,Black,438931,206972,185502,59131,,,,,
Female,50-64,Hispanic,1356407,651871,573192,170118,,,,,
Female,50-64,Other,831673,364471,334593,153206,,,,,
Female,50-64,Unknown,206490,110399,86606,16851,,,,,
Female,50-64,White,1659409,787913,711017,228985,,,,,
Female,65-79,Asian,106502,46747,41032,20581,,,,,
Female,65-79,Black,247642,107600,98009,47488,,,,,
Female,65-79,Hispanic,722564,322630,283334,130231,,,,,
Female,65-79,Other,810284,321619,300661,197493,,,,,
Female,65-79,Unknown,129972,68142,51829,13373,,,,,
Female,65-79,White,1449373,628317,572741,284497,,,,,
Female,80+,Asian,20038,8963,7751,3758,,,,,
Female,80+,Black,53771,23879,21412,9962,,,,,
Female,80+,Hispanic,176629,80238,69280,30608,,,,,
Female,80+,Other,269673,108536,100126,63314,,,,,
Female,80+,Unknown,46840,25019,18442,4348,,,,,
Female,80+,White,431659,186469,169034,86436,,,,,
Female,Unknown,Asian,102,77,31,0,,,,,
Female,Unknown,Black,171,139,42,,,,,,
Female,Unknown,Hispanic,944,780,227,,,,,,
Female,Unknown,Other,169,134,38,0,,,,,
Female,Unknown,Unknown,787,682,117,,,,,,
Female,Unknown,White,668,529,175,7,,,,,
Male,2021-05-11 00:00:00,Asian,33037,20999,12026,12,,,,,
Male,2021-05-11 00:00:00,Black,17478,11639,5834,10,,,,,
Male,2021-05-11 00:00:00,Hispanic,157881,108278,49585,36,,,,,
Male,2021-05-11 00:00:00,Other,80663,51372,29261,39,,,,,
Male,2021-05-11 00:00:00,Unknown,15470,11468,4002,,,,,,
Male,2021-05-11 00:00:00,White,79287,49181,30091,31,,,,,
Male,2021-12-15 00:00:00,Asian,46550,24759,21744,50,,,,,
Male,2021-12-15 00:00:00,Black,62511,34386,28018,115,,,,,
Male,2021-12-15 00:00:00,Hispanic,438013,246560,190868,651,,,,,
Male,2021-12-15 00:00:00,Other,206165,111226,94589,371,,,,,
Male,2021-12-15 00:00:00,Unknown,20932,12896,8028,14,,,,,
