Gender ,Age Group,Race/Ethnicity,Doses Administered,People Vaccinated with at least One Dose,People Fully Vaccinated ,People with Booster Doses,,,,,
Female,2022-05-11 00:00:00,Asian,49991,27880,22073,38,,,,,
Female,2022-05-11 00:00:00,Black,37267,21861,15387,22,,,,,
Female,2022-05-11 00:00:00,Hispanic,321423,198965,122269,214,,,,,
Female,2022-05-11 00:00:00,Other,141638,81635,59875,144,,,,,
Female,2022-05-11 00:00:00,Unknown,27139,17878,9251,11,,,,,
Female,2022-05-11 00:00:00,White,118777,68044,50651,97,,,,,
Female,2022-12-15 00:00:00,Asian,49962,24596,21634,3740,,,,,
Female,2022-12-15 00:00:00,Black,70306,37305,30592,2413,,,,,
Female,2022-12-15 00:00:00,Hispanic,506517,273281,214214,19102,,,,,
Female,2022-12-15 00:00:00,Other,233393,118457,101364,13588,,,,,
Female,2022-12-15 00:00:00,Unknown,21603,13103,8057,445,,,,,
Female,2022-12-15 00:00:00,White,190791,98259,82366,10193,,,,,
Female,16-49,Asian,698270,318316,276528,117669,,,,,
Female,16-49,Black,899786,450553,379440,92281,,,,,
Female,16-49,Hispanic,4083117,2068750,1722719,433344,,,,,
Female,16-49,Other,1678765,787284,688211,253247,,,,,
Female,16-49,Unknown,445974,249347,182276,29936,,,,,
Female,16-49,White,2962226,1443105,1249049,384883,,,,,
Female,50-64,Asian,231136,101444,88907,46213,,,,,
Female,50-64,Black,474196,210265,188967,87666,,,,,
Female,50-64,Hispanic,1503501,688522,592186,262811,,,,,
Female,50-64,Other,923818,387309,354703,203738,,,,,
Female,50-64,Unknown,199146,106085,78404,21526,,,,,
Female,50-64,White,1774372,801760,721246,320741,,,,,
Female,65-79,Asian,112235,48087,41189,24823,,,,,
Female,65-79,Black,261670,108385,98768,59954,,,,,
Female,65-79,Hispanic,782529,337886,290807,167720,,,,,
Female,65-79,Other,861017,333264,311265,226615,,,,,
Female,65-79,Unknown,124590,65164,47103,15468,,,,,
Female,65-79,White,1517201,635340,577430,340878,,,,,
Female,80+,Asian,21041,9129,7767,4576,,,,,
Female,80+,Black,56951,24136,21588,12711,,,,,
Female,80+,Hispanic,190534,83643,71066,39377,,,,,
Female,80+,Other,283553,111203,102774,72022,,,,,
Female,80+,Unknown,45570,24241,17199,5040,,,,,
Female,80+,White,451517,188286,170308,103274,,,,,
Female,Unknown,Asian,126,94,37,,,,,,
Female,Unknown,Black,178,145,42,,,,,,
Female,Unknown,Hispanic,1104,922,242,,,,,,
Female,Unknown,Other,214,171,46,0,,,,,
Female,Unknown,Unknown,816,707,121,,,,,,
Female,Unknown,White,720,570,187,7,,,,,
Male,2022-05-11 00:00:00,Asian,52496,29284,23169,43,,,,,
Male,2022-05-11 00:00:00,Black,37564,22145,15396,28,,,,,
Male,2022-05-11 00:00:00,Hispanic,324716,201043,123488,210,,,,,
Male,2022-05-11 00:00:00,Other,144724,83634,60950,159,,,,,
Male,2022-05-11 00:00:00,Unknown,28185,18603,9572,12,,,,,
Male,2022-05-11 00:00:00,White,123665,70739,52839,107,,,,,
Male,2022-12-15 00:00:00,Asian,51323,25313,22251,3762,,,,,
Male,2022-12-15 00:00:00,Black,69178,36780,30043,2362,,,,,
Male,2022-12-15 00:00:00,Hispanic,501907,273571,210039,18371,,,,,
Male,2022-12-15 00:00:00,Other,233949,119151,101449,13374,,,,,
Male,2022-12-15 00:00:00,Unknown,22342,13702,8253,394,,,,,
Male,2022-12-15 00:00:00,White,192349,99756,82739,9882,,,,,
Male,16-49,Asian,677998,323783,280541,108413,,,,,
Male,16-49,Black,719195,371414,307235,68265,,,,,
Male,16-49,Hispanic,3632435,1922055,1556585,326021,,,,,
Male,16-49,Other,1495041,731081,625319,205170,,,,,
Male,16-49,Unknown,389282,230498,162044,20757,,,,,
Male,16-49,White,2695605,1353806,1161503,326371,,,,,
Male,50-64,Asian,213838,94131,83696,43720,,,,,
Male,50-64,Black,395796,182331,160180,68585,,,,,
Male,50-64,Hispanic,1358009,636037,546723,220391,,,,,
Male,50-64,Other,764381,329131,298206,160756,,,,,
Male,50-64,Unknown,174521,96712,70207,16353,,,,,
Male,50-64,White,1651950,765717,681811,284295,,,,,
Male,65-79,Asian,95601,40616,34800,21657,,,,,
Male,65-79,Black,179863,76403,67580,40687,,,,,
Male,65-79,Hispanic,619709,267616,230918,134139,,,,,
Male,65-79,Other,678889,264873,244968,177981,,,,,
Male,65-79,Unknown,112047,59012,42217,14007,,,,,
Male,65-79,White,1323648,561136,503793,294164,,,,,
Male,80+,Asian,16716,7061,6106,3853,,,,,
Male,80+,Black,26211,11328,9728,5869,,,,,
Male,80+,Hispanic,115159,50188,42460,24808,,,,,
Male,80+,Other,170190,66183,60519,45090,,,,,
Male,80+,Unknown,30406,16351,11132,3510,,,,,
Male,80+,White,321640,134093,119130,75524,,,,,
Male,Unknown,Asian,128,94,39,0,,,,,
Male,Unknown,Black,136,110,34,,,,,,
Male,Unknown,Hispanic,1059,878,249,8,,,,,
Male,Unknown,Other,203,159,57,,,,,,
Male,Unknown,Unknown,572,496,85,0,,,,,
Male,Unknown,White,652,514,175,,,,,,
Unknown,2022-05-11 00:00:00,Asian,31,22,9,0,,,,,
Unknown,2022-05-11 00:00:00,Black,7,5,2,0,,,,,
Unknown,2022-05-11 00:00:00,Hispanic,116,80,36,0,,,,,
Unknown,2022-05-11 00:00:00,Other,71,53,18,0,,,,,
Unknown,2022-05-11 00:00:00,Unknown,135,97,38,0,,,,,
Unknown,2022-05-11 00:00:00,White,42,33,9,0,,,,,
Unknown,2022-12-15 00:00:00,Asian,32,17,12,,,,,,
Unknown,2022-12-15 00:00:00,Black,32,20,12,0,,,,,
Unknown,2022-12-15 00:00:00,Hispanic,277,227,52,0,,,,,
Unknown,2022-12-15 00:00:00,Other,101,68,32,,,,,,
Unknown,2022-12-15 00:00:00,Unknown,83,57,25,,,,,,
Unknown,2022-12-15 00:00:00,White,122,77,44,,,,,,
Unknown,16-49,Asian,1513,849,663,97,,,,,
Unknown,16-49,Black,1642,940,739,61,,,,,
Unknown,16-49,Hispanic,13158,7970,6726,480,,,,,
Unknown,16-49,Other,11294,6851,4925,372,,,,,
Unknown,16-49,Unknown,5902,3636,2397,190,,,,,
Unknown,16-49,White,7883,4360,3630,252,,,,,
Unknown,50-64,Asian,648,340,279,55,,,,,
Unknown,50-64,Black,745,395,328,64,,,,,
Unknown,50-64,Hispanic,6760,3567,3161,402,,,,,
Unknown,50-64,Other,7158,4105,3147,343,,,,,
Unknown,50-64,Unknown,2003,1158,825,148,,,,,
Unknown,50-64,White,4439,2388,2038,168,,,,,
Unknown,65-79,Asian,508,246,206,61,,,,,
Unknown,65-79,Black,472,245,203,45,,,,,
Unknown,65-79,Hispanic,3418,1776,1507,251,,,,,
Unknown,65-79,Other,4364,2467,1809,267,,,,,
Unknown,65-79,Unknown,1267,699,489,102,,,,,
Unknown,65-79,White,3459,1842,1535,154,,,,,
Unknown,80+,Asian,115,60,48,7,,,,,
Unknown,80+,Black,104,59,40,11,,,,,
Unknown,80+,Hispanic,760,404,331,49,,,,,
Unknown,80+,Other,1066,660,395,46,,,,,
Unknown,80+,Unknown,395,244,135,21,,,,,
Unknown,80+,White,920,505,388,51,,,,,
Unknown,Unknown,Asian,1,1,0,0,,,,,
Unknown,Unknown,Hispanic,7,7,1,0,,,,,
Unknown,Unknown,Other,75,70,6,0,,,,,
Unknown,Unknown,Unknown,15,14,2,0,,,,,
Unknown,Unknown,White,18,17,1,0,,,,,
Grand Total,Total,Total,42079116,20199536,17102779,6119348,,,,,
