Gender ,Agegrp,Race/Ethnicity,Doses Administered,People Vaccinated with at least One Dose,People Fully Vaccinated ,People with Booster Doses,,,,,
Female,2022-05-11 00:00:00,Asian,53508,29224,24228,56,,,,,
Female,2022-05-11 00:00:00,Black,41791,23667,18091,34,,,,,
Female,2022-05-11 00:00:00,Hispanic,415548,256407,158707,454,,,,,
Female,2022-05-11 00:00:00,Other,156961,87922,68846,199,,,,,
Female,2022-05-11 00:00:00,Unknown,30371,19242,11117,14,,,,,
Female,2022-05-11 00:00:00,White,129593,72660,56803,137,,,,,
Female,2022-12-15 00:00:00,Asian,51517,24799,21911,4815,,,,,
Female,2022-12-15 00:00:00,Black,72519,37867,31407,3249,,,,,
Female,2022-12-15 00:00:00,Hispanic,552112,299002,226739,26500,,,,,
Female,2022-12-15 00:00:00,Other,240632,120013,103638,16997,,,,,
Female,2022-12-15 00:00:00,Unknown,22433,13484,8364,587,,,,,
Female,2022-12-15 00:00:00,White,195341,99198,83641,12531,,,,,
Female,16-49,Asian,709455,320361,277824,125551,,,,,
Female,16-49,Black,928172,458656,388608,103707,,,,,
Female,16-49,Hispanic,4231859,2132098,1760303,485558,,,,,
Female,16-49,Other,1725410,801834,701789,272757,,,,,
Female,16-49,Unknown,447663,249986,180255,33091,,,,,
Female,16-49,White,3010925,1455777,1262277,408791,,,,,
Female,50-64,Asian,234314,102108,89142,48491,,,,,
Female,50-64,Black,482990,211285,190411,94030,,,,,
Female,50-64,Hispanic,1543678,701630,599499,283273,,,,,
Female,50-64,Other,946149,393538,360595,214344,,,,,
Female,50-64,Unknown,197966,105058,76736,22994,,,,,
Female,50-64,White,1794196,804642,724453,334775,,,,,
Female,65-79,Asian,113604,48419,41303,25741,,,,,
Female,65-79,Black,265388,108630,99208,62986,,,,,
Female,65-79,Hispanic,799507,342759,293667,177184,,,,,
Female,65-79,Other,877408,337532,315653,234521,,,,,
Female,65-79,Unknown,122866,64123,45928,15904,,,,,
Female,65-79,White,1529913,636318,579003,351129,,,,,
Female,80+,Asian,21259,9163,7788,4741,,,,,
Female,80+,Black,57730,24199,21682,13330,,,,,
Female,80+,Hispanic,194968,84898,71898,41785,,,,,
Female,80+,Other,287676,112113,103745,74303,,,,,
Female,80+,Unknown,45008,23909,16829,5160,,,,,
Female,80+,White,455363,188583,170749,106388,,,,,
Female,Unknown,Asian,125,93,37,,,,,,
