Gender,Age Group,Race/Ethnicity,Doses Administered,People Vaccinated with at least One Dose,People Fully Vaccinated
Female,16-49 years,Asian,81174,51037,30137
Female,16-49 years,Black,60311,38480,21831
Female,16-49 years,Hispanic,247533,164069,83464
Female,16-49 years,White,337945,213645,124300
Female,16-49 years,Other,103044,65244,37800
Female,16-49 years,Unknown,343917,203118,140799
Female,50-64 years,Asian,45555,29833,15722
Female,50-64 years,Black,59324,39685,19639
Female,50-64 years,Hispanic,162972,111801,51171
Female,50-64 years,White,288496,192377,96119
Female,50-64 years,Other,68689,44623,24066
Female,50-64 years,Unknown,225798,135343,90455
Female,65-79 years,Asian,53642,33382,20260
Female,65-79 years,Black,66715,43669,23046
Female,65-79 years,Hispanic,158903,107130,51773
Female,65-79 years,White,517603,334246,183357
Female,65-79 years,Other,82552,53076,29476
Female,65-79 years,Unknown,246122,150484,95638
Female,80+ years,Asian,11251,6938,4313
Female,80+ years,Black,14281,9424,4857
Female,80+ years,Hispanic,40539,27834,12705
Female,80+ years,White,148297,95908,52389
Female,80+ years,Other,59945,38103,21842
Female,80+ years,Unknown,88019,55366,32653
Female,Unknown,Asian,32,27,5
Female,Unknown,Black,40,31,9
Female,Unknown,Hispanic,252,216,36
Female,Unknown,White,291,252,39
Female,Unknown,Other,40,35,5
Female,Unknown,Unknown,948,816,132
Male,16-49 years,Asian,59076,38220,20856
Male,16-49 years,Black,30116,19970,10146
Male,16-49 years,Hispanic,155399,106280,49119
Male,16-49 years,White,203064,133546,69518
Male,16-49 years,Other,55390,36089,19301
Male,16-49 years,Unknown,211757,126367,85390
Male,50-64 years,Asian,36480,24323,12157
Male,50-64 years,Black,36897,25432,11465
Male,50-64 years,Hispanic,115921,81188,34733
Male,50-64 years,White,209972,143354,66618
Male,50-64 years,Other,41455,27409,14046
Male,50-64 years,Unknown,154997,94077,60920
Male,65-79 years,Asian,47115,29334,17781
Male,65-79 years,Black,43492,28652,14840
Male,65-79 years,Hispanic,119088,80183,38905
Male,65-79 years,White,443704,285892,157812
Male,65-79 years,Other,62404,40069,22335
Male,65-79 years,Unknown,204794,124762,80032
Male,80+ years,Asian,9569,5775,3794
Male,80+ years,Black,7135,4630,2505
Male,80+ years,Hispanic,24834,16944,7890
Male,80+ years,White,114921,73032,41889
Male,80+ years,Other,26825,17083,9742
Male,80+ years,Unknown,56742,35461,21281
Male,Unknown,Asian,44,35,9
Male,Unknown,Black,34,31,3
Male,Unknown,Hispanic,191,162,29
Male,Unknown,White,238,211,27
Male,Unknown,Other,49,42,7
Male,Unknown,Unknown,640,561,79
Unknown,16-49 years,Asian,1068,651,417
Unknown,16-49 years,Black,627,382,245
Unknown,16-49 years,Hispanic,1577,974,603
Unknown,16-49 years,White,3017,1832,1185
Unknown,16-49 years,Other,2324,1352,972
Unknown,16-49 years,Unknown,15149,10565,4584
Unknown,50-64 years,Asian,688,397,291
Unknown,50-64 years,Black,699,420,279
Unknown,50-64 years,Hispanic,813,531,282
Unknown,50-64 years,White,2584,1546,1038
Unknown,50-64 years,Other,1559,934,625
Unknown,50-64 years,Unknown,15478,10812,4666
Unknown,65-79 years,Asian,1930,1040,890
Unknown,65-79 years,Black,1346,762,584
Unknown,65-79 years,Hispanic,1755,1061,694
Unknown,65-79 years,White,12583,6827,5756
Unknown,65-79 years,Other,5476,2970,2506
Unknown,65-79 years,Unknown,24533,16794,7739
Unknown,80+ years,Asian,327,181,146
Unknown,80+ years,Black,208,117,91
Unknown,80+ years,Hispanic,350,225,125
Unknown,80+ years,White,2460,1354,1106
Unknown,80+ years,Other,980,540,440
Unknown,80+ years,Unknown,5097,4003,1094
Unknown,Unknown,Asian,1,1,0
Unknown,Unknown,Black,1,1,0
Unknown,Unknown,Hispanic,5,5,0
Unknown,Unknown,White,10,10,0
Unknown,Unknown,Other,5,5,0
Unknown,Unknown,Unknown,54,44,10
Texas,Total,Total,6089277,3911642,2177635
