Gender ,Age Group,Race/Ethnicity,Doses Administered,People Vaccinated with at least One Dose,People Fully Vaccinated ,People with Booster Doses,,,,,
Female,2022-05-11 00:00:00,Asian,50816,28125,22649,42,,,,,
Female,2022-05-11 00:00:00,Black,38392,22224,16147,22,,,,,
Female,2022-05-11 00:00:00,Hispanic,337236,207201,129812,252,,,,,
Female,2022-05-11 00:00:00,Other,145875,83283,62456,150,,,,,
Female,2022-05-11 00:00:00,Unknown,28092,18318,9763,12,,,,,
Female,2022-05-11 00:00:00,White,121702,69207,52400,109,,,,,
Female,2022-12-15 00:00:00,Asian,50330,24619,21691,4028,,,,,
Female,2022-12-15 00:00:00,Black,70841,37412,30803,2630,,,,,
Female,2022-12-15 00:00:00,Hispanic,514386,277174,216624,20708,,,,,
Female,2022-12-15 00:00:00,Other,235239,118856,101991,14408,,,,,
Female,2022-12-15 00:00:00,Unknown,21772,13179,8117,478,,,,,
Female,2022-12-15 00:00:00,White,191865,98489,82680,10724,,,,,
Female,16-49,Asian,700496,318694,276780,119275,,,,,
Female,16-49,Black,905457,452180,381330,94485,,,,,
Female,16-49,Hispanic,4113744,2081100,1731812,444443,,,,,
Female,16-49,Other,1688646,790355,691293,257209,,,,,
Female,16-49,Unknown,446625,249732,182072,30424,,,,,
Female,16-49,White,2973395,1446242,1252128,390097,,,,,
Female,50-64,Asian,231817,101591,88975,46676,,,,,
Female,50-64,Black,476029,210474,189281,88986,,,,,
Female,50-64,Hispanic,1512090,691226,593796,267317,,,,,
Female,50-64,Other,928155,388523,355823,205825,,,,,
Female,50-64,Unknown,199057,105997,78124,21801,,,,,
Female,50-64,White,1779237,802602,722118,323988,,,,,
Female,65-79,Asian,112547,48181,41220,25008,,,,,
Female,65-79,Black,262427,108434,98857,60576,,,,,
Female,65-79,Hispanic,785975,338855,291316,169735,,,,,
Female,65-79,Other,863608,333908,311904,227955,,,,,
Female,65-79,Unknown,124366,64997,46896,15606,,,,,
Female,65-79,White,1519864,635606,577784,342938,,,,,
Female,80+,Asian,21083,9135,7770,4609,,,,,
Female,80+,Black,57136,24159,21617,12847,,,,,
Female,80+,Hispanic,191508,83934,71252,39882,,,,,
Female,80+,Other,284367,111388,102969,72465,,,,,
Female,80+,Unknown,45502,24196,17138,5072,,,,,
Female,80+,White,452204,188292,170351,103912,,,,,
Female,Unknown,Asian,126,94,37,,,,,,
Female,Unknown,Black,179,146,42,,,,,,
Female,Unknown,Hispanic,1135,951,245,6,,,,,
Female,Unknown,Other,213,171,45,0,,,,,
Female,Unknown,Unknown,817,708,121,,,,,,
Female,Unknown,White,723,570,189,8,,,,,
Male,2022-05-11 00:00:00,Asian,53362,29567,23750,45,,,,,
Male,2022-05-11 00:00:00,Black,38672,22511,16135,26,,,,,
Male,2022-05-11 00:00:00,Hispanic,340563,209329,131021,246,,,,,
Male,2022-05-11 00:00:00,Other,149154,85321,63679,168,,,,,
Male,2022-05-11 00:00:00,Unknown,29286,19124,10152,12,,,,,
Male,2022-05-11 00:00:00,White,126736,71967,54675,113,,,,,
Male,2022-12-15 00:00:00,Asian,51707,25362,22327,4021,,,,,
Male,2022-12-15 00:00:00,Black,69697,36898,30260,2546,,,,,
Male,2022-12-15 00:00:00,Hispanic,509813,277532,212504,19881,,,,,
Male,2022-12-15 00:00:00,Other,235795,119586,102096,14138,,,,,
Male,2022-12-15 00:00:00,Unknown,22532,13779,8343,417,,,,,
Male,2022-12-15 00:00:00,White,193520,99995,83122,10431,,,,,
Male,16-49,Asian,680374,324504,280994,109836,,,,,
Male,16-49,Black,723228,372490,308592,69905,,,,,
Male,16-49,Hispanic,3657694,1932390,1564286,334471,,,,,
Male,16-49,Other,1504173,734154,628335,208616,,,,,
Male,16-49,Unknown,390451,231284,162182,21139,,,,,
Male,16-49,White,2705013,1356387,1164172,330870,,,,,
Male,50-64,Asian,214359,94251,83738,44107,,,,,
Male,50-64,Black,397368,182474,160481,69711,,,,,
Male,50-64,Hispanic,1365643,638210,548259,224492,,,,,
Male,50-64,Other,768223,330211,299235,162576,,,,,
Male,50-64,Unknown,174563,96646,70037,16633,,,,,
Male,50-64,White,1656190,766379,682601,287188,,,,,
Male,65-79,Asian,95897,40701,34842,21824,,,,,
Male,65-79,Black,180357,76439,67639,41086,,,,,
Male,65-79,Hispanic,622791,268426,231512,135859,,,,,
Male,65-79,Other,680841,265352,245426,179023,,,,,
Male,65-79,Unknown,111719,58828,41998,14070,,,,,
Male,65-79,White,1325948,561445,504114,295860,,,,,
Male,80+,Asian,16763,7074,6117,3876,,,,,
Male,80+,Black,26274,11326,9730,5930,,,,,
Male,80+,Hispanic,115673,50329,42542,25106,,,,,
Male,80+,Other,170611,66279,60620,45314,,,,,
Male,80+,Unknown,30356,16321,11097,3527,,,,,
Male,80+,White,322168,134147,119192,75938,,,,,
Male,Unknown,Asian,129,94,40,0,,,,,
Male,Unknown,Black,138,111,35,,,,,,
Male,Unknown,Hispanic,1093,910,250,10,,,,,
Male,Unknown,Other,202,159,56,,,,,,
Male,Unknown,Unknown,574,498,85,0,,,,,
Male,Unknown,White,657,518,177,,,,,,
Unknown,2022-05-11 00:00:00,Asian,32,22,10,0,,,,,
Unknown,2022-05-11 00:00:00,Black,7,5,2,0,,,,,
Unknown,2022-05-11 00:00:00,Hispanic,119,82,37,0,,,,,
Unknown,2022-05-11 00:00:00,Other,73,55,18,0,,,,,
Unknown,2022-05-11 00:00:00,Unknown,135,95,40,0,,,,,
Unknown,2022-05-11 00:00:00,White,42,33,9,0,,,,,
Unknown,2022-12-15 00:00:00,Asian,32,17,12,,,,,,
Unknown,2022-12-15 00:00:00,Black,32,20,12,0,,,,,
Unknown,2022-12-15 00:00:00,Hispanic,321,266,57,0,,,,,
Unknown,2022-12-15 00:00:00,Other,103,69,32,,,,,,
Unknown,2022-12-15 00:00:00,Unknown,80,55,24,,,,,,
Unknown,2022-12-15 00:00:00,White,122,77,43,,,,,,
Unknown,16-49,Asian,1505,844,661,96,,,,,
Unknown,16-49,Black,1642,941,736,62,,,,,
Unknown,16-49,Hispanic,13198,8024,6698,494,,,,,
Unknown,16-49,Other,11247,6825,4901,377,,,,,
Unknown,16-49,Unknown,5894,3628,2395,192,,,,,
Unknown,16-49,White,7836,4332,3606,256,,,,,
Unknown,50-64,Asian,653,341,280,58,,,,,
Unknown,50-64,Black,743,395,326,64,,,,,
Unknown,50-64,Hispanic,6721,3545,3137,407,,,,,
Unknown,50-64,Other,7132,4085,3132,349,,,,,
Unknown,50-64,Unknown,1995,1153,822,148,,,,,
Unknown,50-64,White,4416,2375,2024,170,,,,,
Unknown,65-79,Asian,504,244,204,61,,,,,
Unknown,65-79,Black,468,243,202,44,,,,,
Unknown,65-79,Hispanic,3388,1760,1492,252,,,,,
Unknown,65-79,Other,4333,2448,1794,269,,,,,
Unknown,65-79,Unknown,1264,695,488,104,,,,,
Unknown,65-79,White,3439,1829,1523,159,,,,,
Unknown,80+,Asian,116,61,48,7,,,,,
Unknown,80+,Black,104,59,40,11,,,,,
Unknown,80+,Hispanic,764,405,331,52,,,,,
Unknown,80+,Other,1062,657,394,46,,,,,
Unknown,80+,Unknown,393,244,134,20,,,,,
Unknown,80+,White,908,499,382,51,,,,,
Unknown,Unknown,Asian,1,1,0,0,,,,,
Unknown,Unknown,Hispanic,7,7,1,0,,,,,
Unknown,Unknown,Other,75,70,6,0,,,,,
Unknown,Unknown,Unknown,15,14,2,0,,,,,
Unknown,Unknown,White,18,17,1,0,,,,,
Grand Total,Total,Total,42326320,20286373,17180922,6207491,,,,,
