Gender ,Agegrp,Race/Ethnicity,Doses Administered,People Vaccinated with at least One Dose,People Fully Vaccinated ,People with Booster Doses,,,,,
Female,2022-05-11 00:00:00,Asian,53611,29282,24273,56,,,,,
Female,2022-05-11 00:00:00,Black,41907,23720,18151,37,,,,,
Female,2022-05-11 00:00:00,Hispanic,417194,257262,159493,459,,,,,
Female,2022-05-11 00:00:00,Other,157381,88130,69057,200,,,,,
Female,2022-05-11 00:00:00,Unknown,30448,19275,11161,14,,,,,
Female,2022-05-11 00:00:00,White,129795,72756,56905,141,,,,,
Female,2022-12-15 00:00:00,Asian,51563,24814,21916,4841,,,,,
Female,2022-12-15 00:00:00,Black,72584,37890,31428,3270,,,,,
Female,2022-12-15 00:00:00,Hispanic,552925,299333,226999,26722,,,,,
Female,2022-12-15 00:00:00,Other,240874,120078,103703,17109,,,,,
Female,2022-12-15 00:00:00,Unknown,22434,13481,8363,592,,,,,
Female,2022-12-15 00:00:00,White,195435,99213,83644,12607,,,,,
Female,16-49,Asian,709820,320429,277850,125826,,,,,
Female,16-49,Black,929075,458929,388864,104093,,,,,
Female,16-49,Hispanic,4236164,2133727,1761281,487297,,,,,
Female,16-49,Other,1727187,802437,702281,273484,,,,,
Female,16-49,Unknown,447673,250073,180119,33138,,,,,
Female,16-49,White,3012401,1456190,1262570,409599,,,,,
Female,50-64,Asian,234465,102131,89153,48607,,,,,
Female,50-64,Black,483293,211309,190445,94273,,,,,
Female,50-64,Hispanic,1545205,702031,599789,284122,,,,,
Female,50-64,Other,947549,393910,360961,215038,,,,,
Female,50-64,Unknown,197765,104960,76617,23006,,,,,
Female,50-64,White,1795207,804753,724579,335556,,,,,
Female,65-79,Asian,113692,48430,41324,25798,,,,,
Female,65-79,Black,265533,108622,99205,63142,,,,,
Female,65-79,Hispanic,800434,342983,293897,177673,,,,,
Female,65-79,Other,879208,337926,316124,235459,,,,,
Female,65-79,Unknown,122559,63977,45792,15870,,,,,
Female,65-79,White,1531115,636473,579177,352000,,,,,
Female,80+,Asian,21269,9162,7788,4752,,,,,
Female,80+,Black,57769,24205,21692,13354,,,,,
Female,80+,Hispanic,195174,84954,71946,41888,,,,,
Female,80+,Other,288153,112196,103878,74568,,,,,
Female,80+,Unknown,44921,23864,16796,5149,,,,,
Female,80+,White,455671,188610,170780,106638,,,,,
Female,Unknown,Asian,126,94,37,,,,,,
Female,Unknown,Black,187,150,44,6,,,,,
Female,Unknown,Hispanic,1334,1131,266,6,,,,,
Female,Unknown,Other,224,181,46,0,,,,,
Female,Unknown,Unknown,807,702,117,,,,,,
Female,Unknown,White,740,580,195,10,,,,,
Male,2022-05-11 00:00:00,Asian,56268,30804,25408,57,,,,,
Male,2022-05-11 00:00:00,Black,42382,24053,18293,36,,,,,
Male,2022-05-11 00:00:00,Hispanic,419777,258993,160367,441,,,,,
Male,2022-05-11 00:00:00,Other,160459,90007,70219,239,,,,,
Male,2022-05-11 00:00:00,Unknown,31662,20082,11562,20,,,,,
Male,2022-05-11 00:00:00,White,135118,75627,59360,138,,,,,
Male,2022-12-15 00:00:00,Asian,52724,25484,22496,4747,,,,,
Male,2022-12-15 00:00:00,Black,71454,37367,30818,3276,,,,,
Male,2022-12-15 00:00:00,Hispanic,547433,299342,222747,25452,,,,,
Male,2022-12-15 00:00:00,Other,241322,120728,103769,16851,,,,,
Male,2022-12-15 00:00:00,Unknown,23173,14051,8605,526,,,,,
Male,2022-12-15 00:00:00,White,197048,100757,84156,12166,,,,,
Male,16-49,Asian,690779,328087,282822,115772,,,,,
Male,16-49,Black,740034,377503,313776,76854,,,,,
