Gender ,Agegrp,Race/Ethnicity,Doses Administered,People Vaccinated with at least One Dose,People Fully Vaccinated ,People with Booster Doses,,,,,
Female,2022-05-11 00:00:00,Asian,54322,29649,24613,60,,,,,
Female,2022-05-11 00:00:00,Black,42742,24140,18561,42,,,,,
Female,2022-05-11 00:00:00,Hispanic,445060,277426,167136,518,,,,,
Female,2022-05-11 00:00:00,Other,160089,89555,70321,218,,,,,
Female,2022-05-11 00:00:00,Unknown,31170,19675,11482,16,,,,,
Female,2022-05-11 00:00:00,White,131968,73944,57875,155,,,,,
Female,2022-12-15 00:00:00,Asian,51896,24877,21965,5062,,,,,
Female,2022-12-15 00:00:00,Black,72993,38023,31542,3432,,,,,
Female,2022-12-15 00:00:00,Hispanic,564921,306936,229783,28333,,,,,
Female,2022-12-15 00:00:00,Other,242580,120622,104129,17845,,,,,
Female,2022-12-15 00:00:00,Unknown,22773,13754,8397,624,,,,,
Female,2022-12-15 00:00:00,White,196506,99578,83916,13041,,,,,
Female,16-49,Asian,712219,320914,278076,127542,,,,,
Female,16-49,Black,934975,461047,390639,106184,,,,,
Female,16-49,Hispanic,4272677,2152180,1768546,498589,,,,,
Female,16-49,Other,1739190,806815,705542,278114,,,,,
Female,16-49,Unknown,449446,252154,179519,33464,,,,,
Female,16-49,White,3023864,1459932,1265141,415028,,,,,
Female,50-64,Asian,235492,102394,89255,49260,,,,,
Female,50-64,Black,485434,211502,190813,95856,,,,,
Female,50-64,Hispanic,1558309,706748,602284,290138,,,,,
Female,50-64,Other,956670,396381,363382,219405,,,,,
Female,50-64,Unknown,196350,104443,75823,22919,,,,,
Female,50-64,White,1802018,805793,725654,340313,,,,,
Female,65-79,Asian,114462,48646,41435,26241,,,,,
Female,65-79,Black,266636,108566,99287,64219,,,,,
Female,65-79,Hispanic,808655,345445,295829,181548,,,,,
Female,65-79,Other,892220,340852,319568,242158,,,,,
Female,65-79,Unknown,120603,63092,44936,15656,,,,,
Female,65-79,White,1539208,637291,580382,358071,,,,,
Female,80+,Asian,21464,9218,7821,4858,,,,,
Female,80+,Black,57966,24218,21703,13528,,,,,
Female,80+,Hispanic,197113,85503,72395,42838,,,,,
Female,80+,Other,291613,112911,104766,76442,,,,,
Female,80+,Unknown,44486,23637,16608,5128,,,,,
Female,80+,White,457998,188868,171109,108374,,,,,
Female,Unknown,Asian,127,95,37,,,,,,
Female,Unknown,Black,189,152,43,6,,,,,
Female,Unknown,Hispanic,1462,1248,275,8,,,,,
Female,Unknown,Other,225,182,46,0,,,,,
Female,Unknown,Unknown,811,705,119,,,,,,
Female,Unknown,White,740,580,194,10,,,,,
Male,2022-05-11 00:00:00,Asian,57047,31186,25803,59,,,,,
Male,2022-05-11 00:00:00,Black,43167,24464,18666,37,,,,,
Male,2022-05-11 00:00:00,Hispanic,448228,279767,167966,519,,,,,
Male,2022-05-11 00:00:00,Other,163161,91338,71576,254,,,,,
Male,2022-05-11 00:00:00,Unknown,32418,20547,11844,29,,,,,
Male,2022-05-11 00:00:00,White,137277,76867,60266,151,,,,,
Male,2022-12-15 00:00:00,Asian,53041,25548,22549,4947,,,,,
Male,2022-12-15 00:00:00,Black,71891,37508,30954,3436,,,,,
Male,2022-12-15 00:00:00,Hispanic,559548,307197,225521,26940,,,,,
Male,2022-12-15 00:00:00,Other,243054,121261,104284,17535,,,,,
