Gender,Age Group,Race/Ethnicity,Doses Administered,People Vaccinated with at least One Dose,People Fully Vaccinated,,,,,,,,,
Female,16-49 years,Asian,58504,37114,21390,,,,,,,,,
Female,16-49 years,Black,42587,27883,14704,,,,,,,,,
Female,16-49 years,Hispanic,145106,100275,44831,,,,,,,,,
Female,16-49 years,White,236907,151879,85028,,,,,,,,,
Female,16-49 years,Other,79129,53326,25803,,,,,,,,,
Female,16-49 years,Unknown,320735,209482,111253,,,,,,,,,
Female,50-64 years,Asian,29280,19915,9365,,,,,,,,,
Female,50-64 years,Black,37120,25910,11210,,,,,,,,,
Female,50-64 years,Hispanic,84205,62613,21592,,,,,,,,,
Female,50-64 years,White,174756,122361,52395,,,,,,,,,
Female,50-64 years,Other,50642,35682,14960,,,,,,,,,
Female,50-64 years,Unknown,207347,143299,64048,,,,,,,,,
Female,65-79 years,Asian,32878,24395,8483,,,,,,,,,
Female,65-79 years,Black,37655,29790,7865,,,,,,,,,
Female,65-79 years,Hispanic,77884,61265,16619,,,,,,,,,
Female,65-79 years,White,303199,230356,72843,,,,,,,,,
Female,65-79 years,Other,57106,42191,14915,,,,,,,,,
Female,65-79 years,Unknown,227167,168972,58195,,,,,,,,,
Female,80+ years,Asian,6982,5108,1874,,,,,,,,,
Female,80+ years,Black,8218,6477,1741,,,,,,,,,
Female,80+ years,Hispanic,19248,15336,3912,,,,,,,,,
Female,80+ years,White,90865,67553,23312,,,,,,,,,
Female,80+ years,Other,50737,35151,15586,,,,,,,,,
Female,80+ years,Unknown,81440,60099,21341,,,,,,,,,
Female,Unknown,Asian,24,21,3,,,,,,,,,
Female,Unknown,Black,33,26,7,,,,,,,,,
Female,Unknown,Hispanic,162,148,14,,,,,,,,,
Female,Unknown,White,223,201,22,,,,,,,,,
Female,Unknown,Other,30,26,4,,,,,,,,,
Female,Unknown,Unknown,917,823,94,,,,,,,,,
Male,16-49 years,Asian,39758,25866,13892,,,,,,,,,
Male,16-49 years,Black,19490,13148,6342,,,,,,,,,
Male,16-49 years,Hispanic,82905,59706,23199,,,,,,,,,
Male,16-49 years,White,130262,86942,43320,,,,,,,,,
Male,16-49 years,Other,39691,27123,12568,,,,,,,,,
Male,16-49 years,Unknown,195991,130321,65670,,,,,,,,,
Male,50-64 years,Asian,21999,15412,6587,,,,,,,,,
Male,50-64 years,Black,21648,15691,5957,,,,,,,,,
Male,50-64 years,Hispanic,57048,43370,13678,,,,,,,,,
Male,50-64 years,White,119617,86250,33367,,,,,,,,,
Male,50-64 years,Other,28824,20514,8310,,,,,,,,,
Male,50-64 years,Unknown,140411,98807,41604,,,,,,,,,
Male,65-79 years,Asian,29019,21493,7526,,,,,,,,,
Male,65-79 years,Black,24387,19249,5138,,,,,,,,,
Male,65-79 years,Hispanic,59249,46320,12929,,,,,,,,,
Male,65-79 years,White,260638,197308,63330,,,,,,,,,
Male,65-79 years,Other,41930,31128,10802,,,,,,,,,
Male,65-79 years,Unknown,187758,139134,48624,,,,,,,,,
Male,80+ years,Asian,6094,4367,1727,,,,,,,,,
Male,80+ years,Black,4116,3167,949,,,,,,,,,
Male,80+ years,Hispanic,11983,9481,2502,,,,,,,,,
Male,80+ years,White,72317,52413,19904,,,,,,,,,
Male,80+ years,Other,21642,15244,6398,,,,,,,,,
Male,80+ years,Unknown,52701,39071,13630,,,,,,,,,
Male,Unknown,Asian,30,22,8,,,,,,,,,
Male,Unknown,Black,22,20,2,,,,,,,,,
Male,Unknown,Hispanic,111,101,10,,,,,,,,,
Male,Unknown,White,186,168,18,,,,,,,,,
Male,Unknown,Other,35,32,3,,,,,,,,,
Male,Unknown,Unknown,619,567,52,,,,,,,,,
Unknown,16-49 years,Asian,966,653,313,,,,,,,,,
Unknown,16-49 years,Black,598,418,180,,,,,,,,,
Unknown,16-49 years,Hispanic,1389,970,419,,,,,,,,,
Unknown,16-49 years,White,2913,1946,967,,,,,,,,,
Unknown,16-49 years,Other,2254,1390,864,,,,,,,,,
Unknown,16-49 years,Unknown,10279,8397,1882,,,,,,,,,
Unknown,50-64 years,Asian,665,449,216,,,,,,,,,
Unknown,50-64 years,Black,607,434,173,,,,,,,,,
Unknown,50-64 years,Hispanic,653,496,157,,,,,,,,,
Unknown,50-64 years,White,2436,1663,773,,,,,,,,,
Unknown,50-64 years,Other,1339,858,481,,,,,,,,,
Unknown,50-64 years,Unknown,10561,8346,2215,,,,,,,,,
Unknown,65-79 years,Asian,1966,1291,675,,,,,,,,,
Unknown,65-79 years,Black,1211,882,329,,,,,,,,,
Unknown,65-79 years,Hispanic,1382,1032,350,,,,,,,,,
Unknown,65-79 years,White,11778,8113,3665,,,,,,,,,
Unknown,65-79 years,Other,4851,3213,1638,,,,,,,,,
Unknown,65-79 years,Unknown,18892,13090,5802,,,,,,,,,
Unknown,80+ years,Asian,322,222,100,,,,,,,,,
Unknown,80+ years,Black,177,138,39,,,,,,,,,
Unknown,80+ years,Hispanic,255,187,68,,,,,,,,,
Unknown,80+ years,White,2185,1548,637,,,,,,,,,
Unknown,80+ years,Other,827,571,256,,,,,,,,,
Unknown,80+ years,Unknown,3031,2202,829,,,,,,,,,
Unknown,Unknown,Asian,1,1,0,,,,,,,,,
Unknown,Unknown,Black,1,1,0,,,,,,,,,
Unknown,Unknown,Hispanic,5,5,0,,,,,,,,,
Unknown,Unknown,White,10,10,0,,,,,,,,,
Unknown,Unknown,Other,1,1,0,,,,,,,,,
Unknown,Unknown,Unknown,50,41,9,,,,,,,,,
Texas,Total,Total,4213172,2998680,1214492,,,,,,,,,
