Gender ,Agegrp,Race/Ethnicity,Doses Administered,People Vaccinated with at least One Dose,People Fully Vaccinated ,People with Booster Doses,,,,,
Male,2022-05-11 00:00:00,Other,161916,90721,70957,245,,,,,
Male,2022-05-11 00:00:00,Unknown,32027,20296,11712,21,,,,,
Male,2022-05-11 00:00:00,White,136232,76211,59881,147,,,,,
Male,2022-12-15 00:00:00,Asian,52888,25514,22531,4846,,,,,
Male,2022-12-15 00:00:00,Black,71695,37446,30902,3354,,,,,
Male,2022-12-15 00:00:00,Hispanic,554017,303818,224133,26174,,,,,
Male,2022-12-15 00:00:00,Other,242174,120977,104041,17182,,,,,
Male,2022-12-15 00:00:00,Unknown,23297,14141,8630,535,,,,,
Male,2022-12-15 00:00:00,White,197623,100940,84297,12417,,,,,
Male,16-49,Asian,692422,328745,283087,116636,,,,,
Male,16-49,Black,742612,378339,314509,77906,,,,,
Male,16-49,Hispanic,3770107,1983770,1593143,370678,,,,,
Male,16-49,Other,1541933,746989,639124,224094,,,,,
Male,16-49,Unknown,395913,235416,162107,23087,,,,,
Male,16-49,White,2744905,1368144,1174288,350384,,,,,
Male,50-64,Asian,217262,94873,83985,46253,,,,,
Male,50-64,Black,404596,183299,161638,74979,,,,,
Male,50-64,Hispanic,1400255,648615,555048,242563,,,,,
Male,50-64,Other,788381,335750,304590,172201,,,,,
Male,50-64,Unknown,173442,95871,68828,17473,,,,,
Male,50-64,White,1675326,769523,685810,300359,,,,,
Male,65-79,Asian,97248,41039,34983,22693,,,,,
Male,65-79,Black,183099,76615,68124,43172,,,,,
Male,65-79,Hispanic,638369,272638,234739,144170,,,,,
Male,65-79,Other,698947,269724,250474,187859,,,,,
Male,65-79,Unknown,109272,57532,40743,14149,,,,,
Male,65-79,White,1341493,563384,506960,306669,,,,,
Male,80+,Asian,17084,7148,6169,4073,,,,,
Male,80+,Black,26585,11348,9783,6165,,,,,
Male,80+,Hispanic,118588,51156,43177,26594,,,,,
Male,80+,Other,174994,67250,61839,47530,,,,,
Male,80+,Unknown,29652,15953,10769,3510,,,,,
Male,80+,White,326137,134693,120006,78552,,,,,
Male,Unknown,Asian,146,103,46,,,,,,
Male,Unknown,Black,143,115,36,,,,,,
Male,Unknown,Hispanic,1372,1177,264,10,,,,,
Male,Unknown,Other,215,169,59,,,,,,
Male,Unknown,Unknown,587,509,90,0,,,,,
Male,Unknown,White,673,527,182,6,,,,,
Unknown,2022-05-11 00:00:00,Asian,38,25,13,0,,,,,
Unknown,2022-05-11 00:00:00,Black,11,7,4,0,,,,,
Unknown,2022-05-11 00:00:00,Hispanic,755,677,78,0,,,,,
Unknown,2022-05-11 00:00:00,Other,85,65,20,0,,,,,
Unknown,2022-05-11 00:00:00,Unknown,137,92,45,0,,,,,
Unknown,2022-05-11 00:00:00,White,45,35,10,0,,,,,
Unknown,2022-12-15 00:00:00,Asian,30,16,11,,,,,,
Unknown,2022-12-15 00:00:00,Black,34,21,13,0,,,,,
Unknown,2022-12-15 00:00:00,Hispanic,542,479,65,0,,,,,
Unknown,2022-12-15 00:00:00,Other,110,75,33,,,,,,
Unknown,2022-12-15 00:00:00,Unknown,145,120,24,,,,,,
Unknown,2022-12-15 00:00:00,White,124,78,43,,,,,,
Unknown,16-49,Asian,1470,820,637,106,,,,,
Unknown,16-49,Black,1609,916,719,68,,,,,
Unknown,16-49,Hispanic,13191,8120,6567,535,,,,,
Unknown,16-49,Other,10827,6606,4675,382,,,,,
Unknown,16-49,Unknown,5822,3595,2337,209,,,,,
Unknown,16-49,White,7559,4181,3463,261,,,,,
Unknown,50-64,Asian,635,331,269,60,,,,,
Unknown,50-64,Black,709,375,309,67,,,,,
Unknown,50-64,Hispanic,6459,3412,2981,428,,,,,
Unknown,50-64,Other,6739,3881,2933,346,,,,,
Unknown,50-64,Unknown,1930,1114,792,152,,,,,
Unknown,50-64,White,4184,2248,1909,178,,,,,
Unknown,65-79,Asian,461,222,183,61,,,,,
Unknown,65-79,Black,408,213,171,45,,,,,
Unknown,65-79,Hispanic,3179,1652,1377,262,,,,,
Unknown,65-79,Other,4054,2302,1660,267,,,,,
Unknown,65-79,Unknown,1207,665,462,101,,,,,
Unknown,65-79,White,3135,1672,1378,154,,,,,
Unknown,80+,Asian,107,56,43,8,,,,,
Unknown,80+,Black,97,56,37,10,,,,,
Unknown,80+,Hispanic,746,397,321,52,,,,,
Unknown,80+,Other,1001,628,363,45,,,,,
Unknown,80+,Unknown,384,240,130,19,,,,,
Unknown,80+,White,860,473,358,52,,,,,
Unknown,Unknown,Asian,1,1,0,0,,,,,
Unknown,Unknown,Hispanic,7,7,1,0,,,,,
Unknown,Unknown,Other,78,72,7,0,,,,,
Unknown,Unknown,Unknown,15,14,2,0,,,,,
Unknown,Unknown,White,18,17,1,0,,,,,
Grand Total,Total,Total,43517776,20760888,17496536,6626425,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
