Gender ,Age Group,Race/Ethnicity,Doses Administered,People Vaccinated with at least One Dose,People Fully Vaccinated ,People with Booster Doses,,,,,
Female,2022-05-11 00:00:00,Asian,46644,26898,19716,30,,,,,
Female,2022-05-11 00:00:00,Black,32957,20471,12476,13,,,,,
Female,2022-05-11 00:00:00,Hispanic,276639,178066,98453,146,,,,,
Female,2022-05-11 00:00:00,Other,127859,76812,50943,118,,,,,
Female,2022-05-11 00:00:00,Unknown,24560,16736,7818,7,,,,,
Female,2022-05-11 00:00:00,White,109549,64877,44611,75,,,,,
Female,2022-12-15 00:00:00,Asian,48853,24473,21437,2951,,,,,
Female,2022-12-15 00:00:00,Black,68445,36840,29813,1796,,,,,
Female,2022-12-15 00:00:00,Hispanic,487212,266367,207508,13414,,,,,
Female,2022-12-15 00:00:00,Other,227133,116951,99450,10747,,,,,
Female,2022-12-15 00:00:00,Unknown,21268,12975,7951,344,,,,,
Female,2022-12-15 00:00:00,White,187103,97696,81334,8099,,,,,
Female,16-49,Asian,690883,316995,275908,112193,,,,,
Female,16-49,Black,884040,446349,374397,85635,,,,,
Female,16-49,Hispanic,3994063,2038416,1700774,395355,,,,,
Female,16-49,Other,1649641,778531,680065,240593,,,,,
Female,16-49,Unknown,446869,249932,183917,28697,,,,,
Female,16-49,White,2930024,1435752,1241072,367555,,,,,
Female,50-64,Asian,229260,101076,88839,44773,,,,,
Female,50-64,Black,468665,209680,188118,83570,,,,,
Female,50-64,Hispanic,1474089,679568,587311,246950,,,,,
Female,50-64,Other,910187,383599,351368,196951,,,,,
Female,50-64,Unknown,200361,106723,79635,20956,,,,,
Female,50-64,White,1759965,799883,719171,310143,,,,,
Female,65-79,Asian,111388,47885,41111,24256,,,,,
Female,65-79,Black,259431,108284,98600,57985,,,,,
Female,65-79,Hispanic,770580,334616,288875,160907,,,,,
Female,65-79,Other,851992,331001,309100,221900,,,,,
Female,65-79,Unknown,126065,65950,48025,15294,,,,,
Female,65-79,White,1508523,634634,576723,333559,,,,,
Female,80+,Asian,20908,9105,7759,4479,,,,,
Female,80+,Black,56445,24087,21547,12292,,,,,
Female,80+,Hispanic,187701,82920,70620,37700,,,,,
Female,80+,Other,281204,110724,102280,70629,,,,,
Female,80+,Unknown,45877,24411,17420,4969,,,,,
