Gender ,Agegrp,Race/Ethnicity,Doses Administered,People Vaccinated with at least One Dose,People Fully Vaccinated ,People with Booster Doses,,,,,
Female,2022-05-11 00:00:00,Asian,54223,29591,24572,60,,,,,
Female,2022-05-11 00:00:00,Black,42584,24074,18470,41,,,,,
Female,2022-05-11 00:00:00,Hispanic,441062,274911,165665,506,,,,,
Female,2022-05-11 00:00:00,Other,159650,89317,70124,214,,,,,
Female,2022-05-11 00:00:00,Unknown,31064,19614,11437,16,,,,,
Female,2022-05-11 00:00:00,White,131649,73776,57727,152,,,,,
Female,2022-12-15 00:00:00,Asian,51843,24863,21959,5029,,,,,
Female,2022-12-15 00:00:00,Black,72951,38016,31530,3409,,,,,
Female,2022-12-15 00:00:00,Hispanic,562602,305457,229209,28067,,,,,
Female,2022-12-15 00:00:00,Other,242327,120532,104063,17748,,,,,
Female,2022-12-15 00:00:00,Unknown,22747,13727,8403,619,,,,,
Female,2022-12-15 00:00:00,White,196336,99509,83876,12980,,,,,
Female,16-49,Asian,711903,320857,278048,127303,,,,,
Female,16-49,Black,934077,460738,390331,105884,,,,,
Female,16-49,Hispanic,4265832,2148206,1767286,496842,,,,,
Female,16-49,Other,1737040,805960,704900,277410,,,,,
Female,16-49,Unknown,449244,251871,179669,33407,,,,,
Female,16-49,White,3022008,1459322,1264711,414140,,,,,
Female,50-64,Asian,235307,102346,89230,49152,,,,,
Female,50-64,Black,485070,211467,190738,95602,,,,,
Female,50-64,Hispanic,1556015,705789,601839,289219,,,,,
Female,50-64,Other,955129,395936,362956,218706,,,,,
Female,50-64,Unknown,196688,104579,75999,22957,,,,,
Female,50-64,White,1801009,805659,725501,339578,,,,,
Female,65-79,Asian,114327,48604,41415,26170,,,,,
Female,65-79,Black,266472,108586,99286,64033,,,,,
Female,65-79,Hispanic,807370,345055,295545,180928,,,,,
Female,65-79,Other,890047,340329,318952,241120,,,,,
Female,65-79,Unknown,120881,63246,45058,15664,,,,,
Female,65-79,White,1537906,637147,580175,357117,,,,,
Female,80+,Asian,21425,9207,7814,4837,,,,,
Female,80+,Black,57915,24216,21693,13489,,,,,
Female,80+,Hispanic,196765,85375,72322,42690,,,,,
Female,80+,Other,291055,112799,104628,76126,,,,,
Female,80+,Unknown,44569,23687,16649,5120,,,,,
Female,80+,White,457563,188811,171022,108088,,,,,
Female,Unknown,Asian,127,95,37,,,,,,
Female,Unknown,Black,191,153,44,6,,,,,
Female,Unknown,Hispanic,1443,1233,272,7,,,,,
Female,Unknown,Other,225,182,46,0,,,,,
Female,Unknown,Unknown,809,703,119,,,,,,
Female,Unknown,White,740,580,195,10,,,,,
Male,2022-05-11 00:00:00,Asian,56941,31126,25757,59,,,,,
Male,2022-05-11 00:00:00,Black,43063,24413,18613,37,,,,,
Male,2022-05-11 00:00:00,Hispanic,444083,277080,166527,500,,,,,
Male,2022-05-11 00:00:00,Other,162695,91102,71348,252,,,,,
Male,2022-05-11 00:00:00,Unknown,32320,20488,11806,28,,,,,
Male,2022-05-11 00:00:00,White,136945,76687,60114,151,,,,,
Male,2022-12-15 00:00:00,Asian,53009,25539,22552,4921,,,,,
Male,2022-12-15 00:00:00,Black,71821,37492,30933,3403,,,,,
Male,2022-12-15 00:00:00,Hispanic,557279,305719,224977,26692,,,,,
Male,2022-12-15 00:00:00,Other,242786,121185,104194,17433,,,,,
Male,2022-12-15 00:00:00,Unknown,23488,14310,8636,551,,,,,
Male,2022-12-15 00:00:00,White,197989,101081,84352,12587,,,,,
Male,16-49,Asian,693081,328955,283155,117052,,,,,
Male,16-49,Black,743788,378743,314840,78363,,,,,
Male,16-49,Hispanic,3778635,1988359,1594728,373155,,,,,
Male,16-49,Other,1545153,748287,639968,225264,,,,,
Male,16-49,Unknown,397613,237041,162096,23204,,,,,
Male,16-49,White,2747655,1369160,1174885,351619,,,,,
Male,50-64,Asian,217540,94913,84003,46472,,,,,
Male,50-64,Black,405110,183378,161736,75319,,,,,
Male,50-64,Hispanic,1403447,649710,555647,244097,,,,,
Male,50-64,Other,790566,336348,305156,173254,,,,,
Male,50-64,Unknown,173229,95855,68657,17440,,,,,
Male,50-64,White,1677367,769954,686213,301594,,,,,
Male,65-79,Asian,97370,41066,35003,22767,,,,,
Male,65-79,Black,183330,76612,68164,43363,,,,,
Male,65-79,Hispanic,640146,273167,235199,144967,,,,,
Male,65-79,Other,702092,270454,251425,189345,,,,,
