Gender ,Age Group,Race/Ethnicity,Doses Administered,People Vaccinated with at least One Dose,People Fully Vaccinated ,People with Booster Doses,,,,,
Female,2022-05-11 00:00:00,Asian,48543,27449,21058,36,,,,,
Female,2022-05-11 00:00:00,Black,35325,21259,14054,15,,,,,
Female,2022-05-11 00:00:00,Hispanic,301398,189855,111400,169,,,,,
Female,2022-05-11 00:00:00,Other,135680,79672,55899,125,,,,,
Female,2022-05-11 00:00:00,Unknown,25985,17358,8619,9,,,,,
Female,2022-05-11 00:00:00,White,114641,66689,47880,87,,,,,
Female,2022-12-15 00:00:00,Asian,49489,24537,21524,3436,,,,,
Female,2022-12-15 00:00:00,Black,69443,37090,30220,2137,,,,,
Female,2022-12-15 00:00:00,Hispanic,497503,269938,210947,16698,,,,,
Female,2022-12-15 00:00:00,Other,230874,117872,100515,12503,,,,,
Female,2022-12-15 00:00:00,Unknown,21390,13026,7975,391,,,,,
Female,2022-12-15 00:00:00,White,189125,97955,81828,9368,,,,,
Female,16-49,Asian,695114,317738,276198,115410,,,,,
Female,16-49,Black,892458,448584,376916,89367,,,,,
Female,16-49,Hispanic,4042308,2053859,1712386,417335,,,,,
Female,16-49,Other,1667359,783811,684985,248342,,,,,
Female,16-49,Unknown,446713,249692,183154,29508,,,,,
Female,16-49,White,2948004,1439623,1245228,377761,,,,,
Female,50-64,Asian,230339,101272,88877,45619,,,,,
Female,50-64,Black,471741,209965,188544,85936,,,,,
Female,50-64,Hispanic,1490097,684031,589817,256135,,,,,
Female,50-64,Other,918641,385931,353475,201070,,,,,
Female,50-64,Unknown,200010,106470,79068,21391,,,,,
Female,50-64,White,1768215,800860,720226,316422,,,,,
Female,65-79,Asian,111856,47997,41139,24581,,,,,
Female,65-79,Black,260573,108300,98644,59068,,,,,
Female,65-79,Hispanic,776897,336274,289798,164691,,,,,
Female,65-79,Other,857799,332544,310573,224760,,,,,
Female,65-79,Unknown,125533,65617,47603,15485,,,,,
Female,65-79,White,1513095,634872,576966,337670,,,,,
Female,80+,Asian,21006,9130,7772,4535,,,,,
Female,80+,Black,56698,24105,21562,12512,,,,,
Female,80+,Hispanic,189242,83303,70854,38633,,,,,
Female,80+,Other,282580,111016,102574,71429,,,,,
Female,80+,Unknown,45760,24334,17314,5027,,,,,
Female,80+,White,450299,188161,170172,102306,,,,,
Female,Unknown,Asian,123,92,36,,,,,,
Female,Unknown,Black,178,145,42,,,,,,
Female,Unknown,Hispanic,1078,901,239,,,,,,
Female,Unknown,Other,207,165,45,0,,,,,
Female,Unknown,Unknown,811,703,120,,,,,,
Female,Unknown,White,717,567,187,7,,,,,
Male,2022-05-11 00:00:00,Asian,51068,28911,22122,35,,,,,
Male,2022-05-11 00:00:00,Black,35623,21541,14063,24,,,,,
Male,2022-05-11 00:00:00,Hispanic,304720,192016,112561,170,,,,,
Male,2022-05-11 00:00:00,Other,138697,81650,56937,129,,,,,
Male,2022-05-11 00:00:00,Unknown,27027,18113,8905,11,,,,,
Male,2022-05-11 00:00:00,White,119280,69225,49975,100,,,,,
Male,2022-12-15 00:00:00,Asian,50843,25260,22146,3440,,,,,
Male,2022-12-15 00:00:00,Black,68402,36604,29712,2093,,,,,
Male,2022-12-15 00:00:00,Hispanic,492878,270140,206850,15960,,,,,
Male,2022-12-15 00:00:00,Other,231405,118584,100573,12273,,,,,
Male,2022-12-15 00:00:00,Unknown,22193,13640,8208,352,,,,,
Male,2022-12-15 00:00:00,White,190741,99468,82220,9080,,,,,
Male,16-49,Asian,674423,322617,279921,106293,,,,,
Male,16-49,Black,713300,369882,305131,65932,,,,,
Male,16-49,Hispanic,3597184,1908688,1546633,313295,,,,,
Male,16-49,Other,1484211,727554,622167,200722,,,,,
Male,16-49,Unknown,388857,230169,162208,20402,,,,,
Male,16-49,White,2683153,1350573,1157987,320311,,,,,
