Gender ,Agegrp,Race/Ethnicity,Doses Administered,People Vaccinated with at least One Dose,People Fully Vaccinated ,People with Booster Doses,,,,,
Female,2022-05-11 00:00:00,Asian,53644,29298,24290,56,,,,,
Female,2022-05-11 00:00:00,Black,41947,23735,18176,37,,,,,
Female,2022-05-11 00:00:00,Hispanic,419020,258718,159858,464,,,,,
Female,2022-05-11 00:00:00,Other,157525,88207,69123,201,,,,,
Female,2022-05-11 00:00:00,Unknown,30457,19276,11169,14,,,,,
Female,2022-05-11 00:00:00,White,129894,72806,56952,143,,,,,
Female,2022-12-15 00:00:00,Asian,51593,24820,21922,4859,,,,,
Female,2022-12-15 00:00:00,Black,72606,37897,31430,3283,,,,,
Female,2022-12-15 00:00:00,Hispanic,553130,299420,227060,26779,,,,,
Female,2022-12-15 00:00:00,Other,241008,120123,103738,17163,,,,,
Female,2022-12-15 00:00:00,Unknown,22435,13482,8362,593,,,,,
Female,2022-12-15 00:00:00,White,195497,99237,83661,12628,,,,,
Female,16-49,Asian,709970,320464,277861,125928,,,,,
Female,16-49,Black,929295,459005,388920,104181,,,,,
Female,16-49,Hispanic,4237441,2134351,1761502,487740,,,,,
Female,16-49,Other,1727700,802604,702410,273709,,,,,
Female,16-49,Unknown,447746,250150,180100,33150,,,,,
Female,16-49,White,3012836,1456333,1262646,409816,,,,,
Female,50-64,Asian,234493,102139,89151,48628,,,,,
Female,50-64,Black,483357,211313,190454,94324,,,,,
Female,50-64,Hispanic,1545619,702166,599855,284339,,,,,
Female,50-64,Other,947959,394015,361065,215245,,,,,
Female,50-64,Unknown,197723,104948,76587,23005,,,,,
Female,50-64,White,1795474,804788,724616,335749,,,,,
Female,65-79,Asian,113697,48428,41321,25808,,,,,
Female,65-79,Black,265569,108623,99209,63173,,,,,
Female,65-79,Hispanic,800640,343030,293948,177780,,,,,
Female,65-79,Other,879659,338039,316248,235679,,,,,
Female,65-79,Unknown,122492,63949,45761,15862,,,,,
Female,65-79,White,1531370,636504,579207,352191,,,,,
Female,80+,Asian,21276,9164,7788,4757,,,,,
Female,80+,Black,57776,24205,21692,13360,,,,,
