Gender,Age Group,Race/Ethnicity,Doses Administered,People Vaccinated with at least One Dose,People Fully Vaccinated,,,,,,,,,
Female,16-49 years,Asian,57661,36595,21066,,,,,,,,,
Female,16-49 years,Black,41890,27432,14458,,,,,,,,,
Female,16-49 years,Hispanic,142200,98206,43994,,,,,,,,,
Female,16-49 years,White,233499,149834,83665,,,,,,,,,
Female,16-49 years,Other,78127,52752,25375,,,,,,,,,
Female,16-49 years,Unknown,320006,209670,110336,,,,,,,,,
Female,50-64 years,Asian,28722,19593,9129,,,,,,,,,
Female,50-64 years,Black,36437,25492,10945,,,,,,,,,
Female,50-64 years,Hispanic,82242,61188,21054,,,,,,,,,
Female,50-64 years,White,171299,120171,51128,,,,,,,,,
Female,50-64 years,Other,49930,35225,14705,,,,,,,,,
Female,50-64 years,Unknown,206678,143300,63378,,,,,,,,,
Female,65-79 years,Asian,31950,23814,8136,,,,,,,,,
Female,65-79 years,Black,36701,29226,7475,,,,,,,,,
Female,65-79 years,Hispanic,75605,59473,16132,,,,,,,,,
Female,65-79 years,White,296204,226352,69852,,,,,,,,,
Female,65-79 years,Other,56190,41584,14606,,,,,,,,,
Female,65-79 years,Unknown,226725,169260,57465,,,,,,,,,
Female,80+ years,Asian,6788,5013,1775,,,,,,,,,
Female,80+ years,Black,7991,6348,1643,,,,,,,,,
Female,80+ years,Hispanic,18636,14850,3786,,,,,,,,,
Female,80+ years,White,89133,66566,22567,,,,,,,,,
Female,80+ years,Other,50329,34960,15369,,,,,,,,,
Female,80+ years,Unknown,81265,60126,21139,,,,,,,,,
Female,Unknown,Asian,24,21,3,,,,,,,,,
Female,Unknown,Black,33,26,7,,,,,,,,,
Female,Unknown,Hispanic,162,148,14,,,,,,,,,
Female,Unknown,White,218,196,22,,,,,,,,,
Female,Unknown,Other,30,26,4,,,,,,,,,
Female,Unknown,Unknown,918,824,94,,,,,,,,,
Male,16-49 years,Asian,39103,25458,13645,,,,,,,,,
Male,16-49 years,Black,19038,12896,6142,,,,,,,,,
Male,16-49 years,Hispanic,80742,58029,22713,,,,,,,,,
Male,16-49 years,White,127773,85363,42410,,,,,,,,,
Male,16-49 years,Other,39001,26679,12322,,,,,,,,,
Male,16-49 years,Unknown,195586,130451,65135,,,,,,,,,
Male,50-64 years,Asian,21603,15182,6421,,,,,,,,,
Male,50-64 years,Black,21158,15383,5775,,,,,,,,,
Male,50-64 years,Hispanic,55482,42263,13219,,,,,,,,,
Male,50-64 years,White,116612,84347,32265,,,,,,,,,
Male,50-64 years,Other,28413,20254,8159,,,,,,,,,
Male,50-64 years,Unknown,139941,98776,41165,,,,,,,,,
Male,65-79 years,Asian,28155,20928,7227,,,,,,,,,
Male,65-79 years,Black,23768,18882,4886,,,,,,,,,
Male,65-79 years,Hispanic,57562,45019,12543,,,,,,,,,
Male,65-79 years,White,254483,193823,60660,,,,,,,,,
Male,65-79 years,Other,41144,30581,10563,,,,,,,,,
Male,65-79 years,Unknown,187453,139372,48081,,,,,,,,,
Male,80+ years,Asian,5924,4276,1648,,,,,,,,,
Male,80+ years,Black,4025,3120,905,,,,,,,,,
Male,80+ years,Hispanic,11615,9188,2427,,,,,,,,,
Male,80+ years,White,70996,51758,19238,,,,,,,,,
Male,80+ years,Other,21434,15139,6295,,,,,,,,,
Male,80+ years,Unknown,52596,39110,13486,,,,,,,,,
Male,Unknown,Asian,30,22,8,,,,,,,,,
Male,Unknown,Black,22,20,2,,,,,,,,,
Male,Unknown,Hispanic,109,99,10,,,,,,,,,
Male,Unknown,White,186,168,18,,,,,,,,,
Male,Unknown,Other,35,32,3,,,,,,,,,
Male,Unknown,Unknown,618,566,52,,,,,,,,,
Unknown,16-49 years,Asian,984,672,312,,,,,,,,,
Unknown,16-49 years,Black,610,430,180,,,,,,,,,
Unknown,16-49 years,Hispanic,1396,978,418,,,,,,,,,
Unknown,16-49 years,White,2977,2011,966,,,,,,,,,
Unknown,16-49 years,Other,2304,1441,863,,,,,,,,,
Unknown,16-49 years,Unknown,10278,8399,1879,,,,,,,,,
Unknown,50-64 years,Asian,679,462,217,,,,,,,,,
Unknown,50-64 years,Black,625,452,173,,,,,,,,,
Unknown,50-64 years,Hispanic,673,516,157,,,,,,,,,
Unknown,50-64 years,White,2533,1761,772,,,,,,,,,
Unknown,50-64 years,Other,1410,929,481,,,,,,,,,
Unknown,50-64 years,Unknown,10558,8346,2212,,,,,,,,,
Unknown,65-79 years,Asian,2057,1382,675,,,,,,,,,
Unknown,65-79 years,Black,1290,960,330,,,,,,,,,
Unknown,65-79 years,Hispanic,1441,1091,350,,,,,,,,,
Unknown,65-79 years,White,12606,8939,3667,,,,,,,,,
Unknown,65-79 years,Other,5204,3563,1641,,,,,,,,,
Unknown,65-79 years,Unknown,18889,13094,5795,,,,,,,,,
Unknown,80+ years,Asian,336,236,100,,,,,,,,,
Unknown,80+ years,Black,184,145,39,,,,,,,,,
Unknown,80+ years,Hispanic,261,194,67,,,,,,,,,
Unknown,80+ years,White,2318,1682,636,,,,,,,,,
Unknown,80+ years,Other,887,631,256,,,,,,,,,
Unknown,80+ years,Unknown,3029,2201,828,,,,,,,,,
Unknown,Unknown,Asian,1,1,0,,,,,,,,,
Unknown,Unknown,Black,1,1,0,,,,,,,,,
Unknown,Unknown,Hispanic,5,5,0,,,,,,,,,
Unknown,Unknown,White,10,10,0,,,,,,,,,
Unknown,Unknown,Other,1,1,0,,,,,,,,,
Unknown,Unknown,Unknown,50,41,9,,,,,,,,,
Texas,Total,Total,4155797,2966029,1189768,,,,,,,,,
