Gender ,Age Group,Race/Ethnicity,Doses Administered,People Vaccinated with at least One Dose,People Fully Vaccinated ,People with Booster Doses,,,,,
Female,2022-05-11 00:00:00,Asian,50701,28086,22573,42,,,,,
Female,2022-05-11 00:00:00,Black,38266,22186,16059,22,,,,,
Female,2022-05-11 00:00:00,Hispanic,335803,206603,128979,250,,,,,
Female,2022-05-11 00:00:00,Other,145437,83101,62200,150,,,,,
Female,2022-05-11 00:00:00,Unknown,28031,18295,9725,12,,,,,
Female,2022-05-11 00:00:00,White,121395,69095,52205,109,,,,,
Female,2022-12-15 00:00:00,Asian,50252,24614,21683,3963,,,,,
Female,2022-12-15 00:00:00,Black,70747,37394,30767,2590,,,,,
Female,2022-12-15 00:00:00,Hispanic,513619,276870,216364,20493,,,,,
Female,2022-12-15 00:00:00,Other,234925,118800,101874,14267,,,,,
Female,2022-12-15 00:00:00,Unknown,21769,13177,8118,476,,,,,
Female,2022-12-15 00:00:00,White,191721,98461,82649,10639,,,,,
Female,16-49,Asian,700173,318624,276748,119050,,,,,
Female,16-49,Black,904883,451986,381136,94292,,,,,
Female,16-49,Hispanic,4110830,2079846,1731156,443407,,,,,
Female,16-49,Other,1687576,790038,690995,256742,,,,,
Female,16-49,Unknown,446548,249663,182096,30395,,,,,
Female,16-49,White,2972413,1445961,1251925,389590,,,,,
Female,50-64,Asian,231735,101569,88972,46619,,,,,
Female,50-64,Black,475877,210449,189258,88880,,,,,
Female,50-64,Hispanic,1511330,690938,593651,266977,,,,,
Female,50-64,Other,927719,388387,355711,205627,,,,,
Female,50-64,Unknown,199065,105991,78152,21786,,,,,
Female,50-64,White,1778900,802552,722080,323736,,,,,
Female,65-79,Asian,112520,48169,41221,24992,,,,,
Female,65-79,Black,262372,108420,98852,60540,,,,,
Female,65-79,Hispanic,785779,338795,291299,169617,,,,,
Female,65-79,Other,863396,333851,311854,227849,,,,,
Female,65-79,Unknown,124369,65000,46901,15601,,,,,
Female,65-79,White,1519748,635593,577769,342849,,,,,
Female,80+,Asian,21079,9134,7770,4606,,,,,
Female,80+,Black,57125,24157,21614,12841,,,,,
Female,80+,Hispanic,191467,83918,71245,39864,,,,,
Female,80+,Other,284324,111379,102960,72440,,,,,
Female,80+,Unknown,45508,24200,17141,5071,,,,,
Female,80+,White,452169,188286,170349,103885,,,,,
Female,Unknown,Asian,126,94,37,,,,,,
Female,Unknown,Black,179,146,42,,,,,,
Female,Unknown,Hispanic,1134,950,245,6,,,,,
Female,Unknown,Other,213,171,45,0,,,,,
Female,Unknown,Unknown,817,708,121,,,,,,
Female,Unknown,White,723,570,189,8,,,,,
