Gender ,Agegrp,Race/Ethnicity,Doses Administered,People Vaccinated with at least One Dose,People Fully Vaccinated ,People with Booster Doses,,,,,
Female,2022-05-11 00:00:00,Asian,53781,29362,24362,57,,,,,
Female,2022-05-11 00:00:00,Black,42158,23843,18279,37,,,,,
Female,2022-05-11 00:00:00,Hispanic,429974,267924,161592,478,,,,,
Female,2022-05-11 00:00:00,Other,158089,88489,69400,205,,,,,
Female,2022-05-11 00:00:00,Unknown,30607,19348,11247,14,,,,,
Female,2022-05-11 00:00:00,White,130280,72987,57153,147,,,,,
Female,2022-12-15 00:00:00,Asian,51623,24827,21923,4881,,,,,
Female,2022-12-15 00:00:00,Black,72694,37926,31462,3310,,,,,
Female,2022-12-15 00:00:00,Hispanic,555486,300887,227668,27060,,,,,
Female,2022-12-15 00:00:00,Other,241306,120215,103827,17280,,,,,
Female,2022-12-15 00:00:00,Unknown,22476,13504,8375,599,,,,,
Female,2022-12-15 00:00:00,White,195718,99298,83733,12716,,,,,
Female,16-49,Asian,710559,320583,277931,126336,,,,,
Female,16-49,Black,930876,459579,389390,104736,,,,,
Female,16-49,Hispanic,4245603,2137903,1763380,490552,,,,,
Female,16-49,Other,1730498,803546,703190,274861,,,,,
Female,16-49,Unknown,447632,250187,179897,33223,,,,,
Female,16-49,White,3015591,1457177,1263358,411099,,,,,
Female,50-64,Asian,234765,102209,89192,48790,,,,,
Female,50-64,Black,483909,211370,190518,94757,,,,,
Female,50-64,Hispanic,1548826,703219,600478,285903,,,,,
Female,50-64,Other,950027,394549,361623,216257,,,,,
Female,50-64,Unknown,197339,104767,76382,23016,,,,,
Female,50-64,White,1797165,805019,724893,336942,,,,,
Female,65-79,Asian,113855,48472,41333,25912,,,,,
Female,65-79,Black,265910,108614,99242,63487,,,,,
Female,65-79,Hispanic,802743,343631,294441,178805,,,,,
Female,65-79,Other,883016,338769,317124,237441,,,,,
Female,65-79,Unknown,121921,63685,45525,15789,,,,,
Female,65-79,White,1533643,636773,579552,353860,,,,,
Female,80+,Asian,21308,9172,7789,4780,,,,,
Female,80+,Black,57838,24215,21702,13405,,,,,
Female,80+,Hispanic,195721,85088,72075,42175,,,,,
Female,80+,Other,289101,112386,104136,75070,,,,,
Female,80+,Unknown,44800,23795,16745,5145,,,,,
Female,80+,White,456315,188687,170861,107125,,,,,
Female,Unknown,Asian,126,94,37,,,,,,
Female,Unknown,Black,191,153,45,6,,,,,
Female,Unknown,Hispanic,1404,1197,269,7,,,,,
Female,Unknown,Other,225,182,46,0,,,,,
Female,Unknown,Unknown,808,702,119,,,,,,
Female,Unknown,White,741,581,195,10,,,,,
Male,2022-05-11 00:00:00,Asian,56483,30902,25524,58,,,,,
Male,2022-05-11 00:00:00,Black,42647,24191,18419,37,,,,,
Male,2022-05-11 00:00:00,Hispanic,432762,269828,162489,469,,,,,
Male,2022-05-11 00:00:00,Other,161119,90330,70551,244,,,,,
Male,2022-05-11 00:00:00,Unknown,31819,20158,11643,20,,,,,
Male,2022-05-11 00:00:00,White,135611,75864,59611,143,,,,,
Male,2022-12-15 00:00:00,Asian,52798,25498,22516,4787,,,,,
Male,2022-12-15 00:00:00,Black,71572,37403,30856,3320,,,,,
Male,2022-12-15 00:00:00,Hispanic,550113,300990,223459,25772,,,,,
Male,2022-12-15 00:00:00,Other,241706,120825,103892,17015,,,,,
Male,2022-12-15 00:00:00,Unknown,23214,14073,8619,531,,,,,
Male,2022-12-15 00:00:00,White,197316,100826,84227,12294,,,,,
Male,16-49,Asian,691549,328356,282937,116214,,,,,
Male,16-49,Black,741436,377941,314158,77460,,,,,
Male,16-49,Hispanic,3762438,1979862,1591510,368357,,,,,
Male,16-49,Other,1539268,745965,638414,223102,,,,,
Male,16-49,Unknown,395066,234571,162136,22990,,,,,
