Gender,Age Group,Race/Ethnicity,Doses Administered,People Vaccinated with at least One Dose,People Fully Vaccinated,,,,,,
Female,16-49 years,Asian,156606,114226,46708,,,,,,
Female,16-49 years,Black,126006,93045,38137,,,,,,
Female,16-49 years,Hispanic,560478,416202,162837,,,,,,
Female,16-49 years,White,652704,469198,208104,,,,,,
Female,16-49 years,Other,166695,112530,57330,,,,,,
Female,16-49 years,Unknown,384638,233881,154225,,,,,,
Female,50-64 years,Asian,83340,59607,26046,,,,,,
Female,50-64 years,Black,128721,93665,39566,,,,,,
Female,50-64 years,Hispanic,369048,268906,111014,,,,,,
Female,50-64 years,White,603735,436088,188665,,,,,,
Female,50-64 years,Other,114042,74852,40971,,,,,,
Female,50-64 years,Unknown,253052,155240,100831,,,,,,
Female,65-79 years,Asian,70400,42657,28681,,,,,,
Female,65-79 years,Black,110365,72071,40652,,,,,,
Female,65-79 years,Hispanic,277430,180409,102108,,,,,,
Female,65-79 years,White,796269,495650,314242,,,,,,
Female,65-79 years,Other,119026,71820,48173,,,,,,
Female,65-79 years,Unknown,255458,151587,105980,,,,,,
Female,80+ years,Asian,14248,8538,5927,,,,,,
Female,80+ years,Black,23848,15669,8842,,,,,,
Female,80+ years,Hispanic,69260,44574,26003,,,,,,
Female,80+ years,White,227334,141925,89635,,,,,,
Female,80+ years,Other,69212,42593,26855,,,,,,
Female,80+ years,Unknown,89845,54769,35707,,,,,,
Female,Unknown,Asian,52,47,7,,,,,,
Female,Unknown,Black,97,84,19,,,,,,
Female,Unknown,Hispanic,466,402,85,,,,,,
Female,Unknown,White,465,404,78,,,,,,
Female,Unknown,Other,76,68,10,,,,,,
Female,Unknown,Unknown,932,814,126,,,,,,
Male,16-49 years,Asian,126724,95508,35360,,,,,,
Male,16-49 years,Black,73378,56496,20459,,,,,,
Male,16-49 years,Hispanic,386849,294032,106692,,,,,,
Male,16-49 years,White,447132,333966,130886,,,,,,
Male,16-49 years,Other,105890,74185,34248,,,,,,
Male,16-49 years,Unknown,242877,150189,95400,,,,,,
Male,50-64 years,Asian,71666,52351,21472,,,,,,
Male,50-64 years,Black,86793,64878,25814,,,,,,
Male,50-64 years,Hispanic,281979,209810,81519,,,,,,
Male,50-64 years,White,480661,355750,142318,,,,,,
Male,50-64 years,Other,78326,52689,27125,,,,,,
Male,50-64 years,Unknown,178046,111301,69248,,,,,,
Male,65-79 years,Asian,60714,36592,24851,,,,,,
Male,65-79 years,Black,71606,46744,26554,,,,,,
Male,65-79 years,Hispanic,208492,136068,76461,,,,,,
Male,65-79 years,White,678328,420605,268734,,,,,,
Male,65-79 years,Other,92123,55377,37502,,,,,,
Male,65-79 years,Unknown,212346,125354,88743,,,,,,
Male,80+ years,Asian,11915,6971,5127,,,,,,
Male,80+ years,Black,11288,7339,4238,,,,,,
Male,80+ years,Hispanic,41821,26821,15831,,,,,,
Male,80+ years,White,169962,103832,68925,,,,,,
Male,80+ years,Other,32820,20026,12946,,,,,,
Male,80+ years,Unknown,57495,34703,23229,,,,,,
Male,Unknown,Asian,77,62,16,,,,,,
Male,Unknown,Black,61,54,8,,,,,,
Male,Unknown,Hispanic,370,324,58,,,,,,
Male,Unknown,White,389,341,58,,,,,,
Male,Unknown,Other,77,66,14,,,,,,
Male,Unknown,Unknown,643,564,80,,,,,,
Unknown,16-49 years,Asian,1258,789,516,,,,,,
Unknown,16-49 years,Black,773,489,306,,,,,,
Unknown,16-49 years,Hispanic,2805,2105,1358,,,,,,
Unknown,16-49 years,White,7802,6260,1615,,,,,,
Unknown,16-49 years,Other,16985,15284,2514,,,,,,
Unknown,16-49 years,Unknown,4468,3553,1049,,,,,,
Unknown,50-64 years,Asian,790,473,332,,,,,,
Unknown,50-64 years,Black,849,527,349,,,,,,
Unknown,50-64 years,Hispanic,1658,1290,723,,,,,,
Unknown,50-64 years,White,8630,6902,1856,,,,,,
Unknown,50-64 years,Other,16908,14769,2724,,,,,,
Unknown,50-64 years,Unknown,4240,3712,607,,,,,,
Unknown,65-79 years,Asian,1903,1027,879,,,,,,
Unknown,65-79 years,Black,1455,835,643,,,,,,
Unknown,65-79 years,Hispanic,2180,1356,960,,,,,,
Unknown,65-79 years,White,14619,8487,6186,,,,,,
Unknown,65-79 years,Other,14349,9937,4625,,,,,,
Unknown,65-79 years,Unknown,4231,3474,772,,,,,,
Unknown,80+ years,Asian,323,180,144,,,,,,
Unknown,80+ years,Black,233,133,104,,,,,,
Unknown,80+ years,Hispanic,456,283,194,,,,,,
Unknown,80+ years,White,2900,1688,1230,,,,,,
Unknown,80+ years,Other,2699,1884,854,,,,,,
Unknown,80+ years,Unknown,1033,720,317,,,,,,
Unknown,Unknown,Asian,1,1,0,,,,,,
Unknown,Unknown,Hispanic,6,6,0,,,,,,
Unknown,Unknown,White,12,12,0,,,,,,
Unknown,Unknown,Other,21,16,5,,,,,,
Unknown,Unknown,Unknown,17,15,3,,,,,,
Grand Total,Total,Total,10048300,6810726,3482345,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
