Gender ,Age Group,Race/Ethnicity,Doses Administered,People Vaccinated with at least One Dose,People Fully Vaccinated ,People with Booster Doses,,,,,
Female,2022-05-11 00:00:00,Asian,49849,27825,21986,38,,,,,
Female,2022-05-11 00:00:00,Black,37076,21799,15258,22,,,,,
Female,2022-05-11 00:00:00,Hispanic,319744,198208,121348,213,,,,,
Female,2022-05-11 00:00:00,Other,141049,81440,59484,141,,,,,
Female,2022-05-11 00:00:00,Unknown,27050,17836,9204,11,,,,,
Female,2022-05-11 00:00:00,White,118412,67917,50414,96,,,,,
Female,2022-12-15 00:00:00,Asian,49887,24587,21619,3689,,,,,
Female,2022-12-15 00:00:00,Black,70206,37289,30543,2378,,,,,
Female,2022-12-15 00:00:00,Hispanic,505689,272996,213925,18848,,,,,
Female,2022-12-15 00:00:00,Other,233087,118378,101258,13467,,,,,
Female,2022-12-15 00:00:00,Unknown,21570,13090,8038,444,,,,,
Female,2022-12-15 00:00:00,White,190528,98196,82275,10084,,,,,
Female,16-49,Asian,697903,318238,276480,117428,,,,,
Female,16-49,Black,899134,450401,379206,92011,,,,,
Female,16-49,Hispanic,4079719,2067458,1721899,432026,,,,,
Female,16-49,Other,1677634,786986,687890,252719,,,,,
Female,16-49,Unknown,446003,249342,182330,29914,,,,,
Female,16-49,White,2960910,1442786,1248734,384201,,,,,
Female,50-64,Asian,231058,101433,88900,46153,,,,,
Female,50-64,Black,474001,210240,188932,87532,,,,,
Female,50-64,Hispanic,1502500,688179,592046,262289,,,,,
Female,50-64,Other,923309,387173,354605,203457,,,,,
Female,50-64,Unknown,199155,106085,78432,21509,,,,,
Female,50-64,White,1773773,801669,721155,320315,,,,,
Female,65-79,Asian,112193,48081,41181,24795,,,,,
Female,65-79,Black,261596,108389,98763,59880,,,,,
Female,65-79,Hispanic,782124,337773,290764,167467,,,,,
Female,65-79,Other,860681,333200,311209,226397,,,,,
Female,65-79,Unknown,124610,65166,47126,15464,,,,,
Female,65-79,White,1516790,635296,577402,340542,,,,,
Female,80+,Asian,21032,9126,7766,4571,,,,,
Female,80+,Black,56943,24140,21591,12696,,,,,
Female,80+,Hispanic,190438,83618,71055,39317,,,,,
Female,80+,Other,283447,111190,102757,71946,,,,,
Female,80+,Unknown,45576,24243,17205,5038,,,,,
Female,80+,White,451411,188270,170295,103196,,,,,
Female,Unknown,Asian,125,93,37,,,,,,
Female,Unknown,Black,178,145,42,,,,,,
Female,Unknown,Hispanic,1104,922,242,,,,,,
Female,Unknown,Other,213,170,46,0,,,,,
Female,Unknown,Unknown,815,707,120,,,,,,
Female,Unknown,White,720,570,187,7,,,,,
Male,2022-05-11 00:00:00,Asian,52355,29244,23068,43,,,,,
Male,2022-05-11 00:00:00,Black,37366,22089,15254,28,,,,,
Male,2022-05-11 00:00:00,Hispanic,323095,200285,122626,209,,,,,
Male,2022-05-11 00:00:00,Other,144172,83475,60559,157,,,,,
Male,2022-05-11 00:00:00,Unknown,28106,18576,9520,12,,,,,
Male,2022-05-11 00:00:00,White,123266,70591,52588,107,,,,,
Male,2022-12-15 00:00:00,Asian,51234,25300,22241,3696,,,,,
Male,2022-12-15 00:00:00,Black,69087,36756,30006,2332,,,,,
Male,2022-12-15 00:00:00,Hispanic,501042,273274,209729,18113,,,,,
Male,2022-12-15 00:00:00,Other,233591,119084,101325,13207,,,,,
Male,2022-12-15 00:00:00,Unknown,22311,13688,8238,392,,,,,
Male,2022-12-15 00:00:00,White,192176,99733,82681,9790,,,,,
Male,16-49,Asian,677645,323662,280503,108210,,,,,
Male,16-49,Black,718707,371287,307045,68083,,,,,
Male,16-49,Hispanic,3629072,1920758,1555517,324934,,,,,
Male,16-49,Other,1494046,730772,625035,204753,,,,,
Male,16-49,Unknown,389253,230507,162037,20726,,,,,
Male,16-49,White,2694533,1353535,1161214,325837,,,,,
