Gender,Age Group,Race/Ethnicity,Doses Administered,People Vaccinated with at least One Dose,People Fully Vaccinated,,,,,,,,,
Female,16-49 years,Asian,61490,38638,22852,,,,,,,,,
Female,16-49 years,Black,45330,29317,16013,,,,,,,,,
Female,16-49 years,Hispanic,164908,111177,53731,,,,,,,,,
Female,16-49 years,White,252875,160733,92142,,,,,,,,,
Female,16-49 years,Other,83398,55130,28268,,,,,,,,,
Female,16-49 years,Unknown,327458,208755,118703,,,,,,,,,
Female,50-64 years,Asian,31540,20903,10637,,,,,,,,,
Female,50-64 years,Black,40394,27736,12658,,,,,,,,,
Female,50-64 years,Hispanic,98179,70674,27505,,,,,,,,,
Female,50-64 years,White,191648,131694,59954,,,,,,,,,
Female,50-64 years,Other,53608,36886,16722,,,,,,,,,
Female,50-64 years,Unknown,214185,142763,71422,,,,,,,,,
Female,65-79 years,Asian,36428,25642,10786,,,,,,,,,
Female,65-79 years,Black,42953,32214,10739,,,,,,,,,
Female,65-79 years,Hispanic,93532,69909,23623,,,,,,,,,
Female,65-79 years,White,340260,246528,93732,,,,,,,,,
Female,65-79 years,Other,62902,44357,18545,,,,,,,,,
Female,65-79 years,Unknown,236999,167855,69144,,,,,,,,,
Female,80+ years,Asian,7869,5380,2489,,,,,,,,,
Female,80+ years,Black,9447,7075,2372,,,,,,,,,
Female,80+ years,Hispanic,23579,17862,5717,,,,,,,,,
Female,80+ years,White,101554,72185,29369,,,,,,,,,
Female,80+ years,Other,53077,35603,17474,,,,,,,,,
Female,80+ years,Unknown,83728,59192,24536,,,,,,,,,
Female,Unknown,Asian,23,20,3,,,,,,,,,
Female,Unknown,Black,35,27,8,,,,,,,,,
Female,Unknown,Hispanic,180,164,16,,,,,,,,,
Female,Unknown,White,239,212,27,,,,,,,,,
Female,Unknown,Other,31,26,5,,,,,,,,,
Female,Unknown,Unknown,934,832,102,,,,,,,,,
Male,16-49 years,Asian,42139,27188,14951,,,,,,,,,
Male,16-49 years,Black,21252,14174,7078,,,,,,,,,
Male,16-49 years,Hispanic,97197,68050,29147,,,,,,,,,
Male,16-49 years,White,141699,93590,48109,,,,,,,,,
Male,16-49 years,Other,42527,28556,13971,,,,,,,,,
Male,16-49 years,Unknown,201228,130304,70924,,,,,,,,,
Male,50-64 years,Asian,23924,16268,7656,,,,,,,,,
Male,50-64 years,Black,23922,17031,6891,,,,,,,,,
Male,50-64 years,Hispanic,67543,49631,17912,,,,,,,,,
Male,50-64 years,White,133116,93839,39277,,,,,,,,,
Male,50-64 years,Other,30906,21509,9397,,,,,,,,,
Male,50-64 years,Unknown,146120,98940,47180,,,,,,,,,
Male,65-79 years,Asian,32128,22530,9598,,,,,,,,,
Male,65-79 years,Black,27953,20993,6960,,,,,,,,,
Male,65-79 years,Hispanic,71021,52835,18186,,,,,,,,,
Male,65-79 years,White,293086,211561,81525,,,,,,,,,
Male,65-79 years,Other,46690,32938,13752,,,,,,,,,
Male,65-79 years,Unknown,196398,138642,57756,,,,,,,,,
Male,80+ years,Asian,6871,4601,2270,,,,,,,,,
Male,80+ years,Black,4800,3506,1294,,,,,,,,,
Male,80+ years,Hispanic,14536,10927,3609,,,,,,,,,
Male,80+ years,White,80752,55988,24764,,,,,,,,,
Male,80+ years,Other,23020,15610,7410,,,,,,,,,
Male,80+ years,Unknown,54195,38288,15907,,,,,,,,,
Male,Unknown,Asian,30,22,8,,,,,,,,,
Male,Unknown,Black,25,23,2,,,,,,,,,
Male,Unknown,Hispanic,131,118,13,,,,,,,,,
Male,Unknown,White,206,185,21,,,,,,,,,
Male,Unknown,Other,38,34,4,,,,,,,,,
Male,Unknown,Unknown,630,571,59,,,,,,,,,
Unknown,16-49 years,Asian,949,632,317,,,,,,,,,
Unknown,16-49 years,Black,587,394,193,,,,,,,,,
Unknown,16-49 years,Hispanic,1362,908,454,,,,,,,,,
Unknown,16-49 years,White,2829,1814,1015,,,,,,,,,
Unknown,16-49 years,Other,2169,1289,880,,,,,,,,,
Unknown,16-49 years,Unknown,11752,9430,2322,,,,,,,,,
Unknown,50-64 years,Asian,652,426,226,,,,,,,,,
Unknown,50-64 years,Black,611,415,196,,,,,,,,,
Unknown,50-64 years,Hispanic,671,493,178,,,,,,,,,
Unknown,50-64 years,White,2400,1553,847,,,,,,,,,
Unknown,50-64 years,Other,1335,814,521,,,,,,,,,
Unknown,50-64 years,Unknown,11825,9073,2752,,,,,,,,,
Unknown,65-79 years,Asian,1956,1189,767,,,,,,,,,
Unknown,65-79 years,Black,1258,817,441,,,,,,,,,
Unknown,65-79 years,Hispanic,1464,981,483,,,,,,,,,
Unknown,65-79 years,White,11961,7375,4586,,,,,,,,,
Unknown,65-79 years,Other,5006,2927,2079,,,,,,,,,
Unknown,65-79 years,Unknown,20207,13614,6593,,,,,,,,,
Unknown,80+ years,Asian,324,202,122,,,,,,,,,
Unknown,80+ years,Black,190,126,64,,,,,,,,,
Unknown,80+ years,Hispanic,278,182,96,,,,,,,,,
Unknown,80+ years,White,2266,1423,843,,,,,,,,,
Unknown,80+ years,Other,888,529,359,,,,,,,,,
Unknown,80+ years,Unknown,3235,2334,901,,,,,,,,,
Unknown,Unknown,Asian,1,1,0,,,,,,,,,
Unknown,Unknown,Black,1,1,0,,,,,,,,,
Unknown,Unknown,Hispanic,5,5,0,,,,,,,,,
Unknown,Unknown,White,10,10,0,,,,,,,,,
Unknown,Unknown,Other,1,1,0,,,,,,,,,
Unknown,Unknown,Unknown,50,41,9,,,,,,,,,
Texas,Total,Total,4569109,3146940,1422169,,,,,,,,,
