Gender ,Age Group,Race/Ethnicity,Doses Administered,People Vaccinated with at least One Dose,People Fully Vaccinated ,People with Booster Doses,,,,,
Female,2022-05-11 00:00:00,Asian,52165,28620,23499,46,,,,,
Female,2022-05-11 00:00:00,Black,40080,22857,17197,27,,,,,
Female,2022-05-11 00:00:00,Hispanic,387145,239624,147176,363,,,,,
Female,2022-05-11 00:00:00,Other,151570,85463,65939,174,,,,,
Female,2022-05-11 00:00:00,Unknown,29603,18969,10622,14,,,,,
Female,2022-05-11 00:00:00,White,126331,71198,55025,115,,,,,
Female,2022-12-15 00:00:00,Asian,50965,24722,21835,4416,,,,,
Female,2022-12-15 00:00:00,Black,71723,37633,31162,2932,,,,,
Female,2022-12-15 00:00:00,Hispanic,536968,290374,223039,23681,,,,,
Female,2022-12-15 00:00:00,Other,238049,119385,102936,15744,,,,,
Female,2022-12-15 00:00:00,Unknown,22268,13384,8346,540,,,,,
Female,2022-12-15 00:00:00,White,193932,98895,83310,11756,,,,,
Female,16-49,Asian,704865,319514,277335,122286,,,,,
Female,16-49,Black,917156,455573,385164,99083,,,,,
Female,16-49,Hispanic,4179142,2110241,1748014,466227,,,,,
Female,16-49,Other,1707116,796055,696755,264942,,,,,
Female,16-49,Unknown,446971,249975,181427,31221,,,,,
Female,16-49,White,2993549,1451438,1257683,399973,,,,,
Female,50-64,Asian,232974,101832,89044,47523,,,,,
Female,50-64,Black,479563,210883,189889,91527,,,,,
Female,50-64,Hispanic,1529635,697423,597003,275745,,,,,
Female,50-64,Other,936638,390905,358040,209866,,,,,
Female,50-64,Unknown,198565,105625,77558,22229,,,,,
Female,50-64,White,1787143,803787,723443,329513,,,,,
Female,65-79,Asian,113065,48296,41259,25374,,,,,
Female,65-79,Black,263930,108568,99057,61747,,,,,
Female,65-79,Hispanic,793717,341273,292753,173763,,,,,
Female,65-79,Other,869378,335410,313381,230796,,,,,
Female,65-79,Unknown,123880,64665,46497,15830,,,,,
Female,65-79,White,1524481,635896,578203,346892,,,,,
Female,80+,Asian,21159,9147,7768,4675,,,,,
Female,80+,Black,57462,24190,21662,13093,,,,,
Female,80+,Hispanic,193422,84500,71615,40894,,,,,
Female,80+,Other,285806,111684,103275,73317,,,,,
Female,80+,Unknown,45298,24070,16985,5143,,,,,
Female,80+,White,453841,188448,170548,105196,,,,,
Female,Unknown,Asian,125,93,37,,,,,,
Female,Unknown,Black,182,147,43,,,,,,
Female,Unknown,Hispanic,1270,1074,258,6,,,,,
Female,Unknown,Other,222,180,45,0,,,,,
Female,Unknown,Unknown,810,703,119,,,,,,
Female,Unknown,White,739,581,194,10,,,,,
Male,2022-05-11 00:00:00,Asian,54642,30035,24556,51,,,,,
Male,2022-05-11 00:00:00,Black,40506,23167,17310,29,,,,,
Male,2022-05-11 00:00:00,Hispanic,389516,241240,147957,341,,,,,
Male,2022-05-11 00:00:00,Other,154816,87455,67176,190,,,,,
Male,2022-05-11 00:00:00,Unknown,30756,19745,10997,16,,,,,
Male,2022-05-11 00:00:00,White,131407,73956,57338,120,,,,,
Male,2022-12-15 00:00:00,Asian,52221,25435,22436,4353,,,,,
Male,2022-12-15 00:00:00,Black,70548,37115,30560,2880,,,,,
Male,2022-12-15 00:00:00,Hispanic,531659,290509,218728,22531,,,,,
Male,2022-12-15 00:00:00,Other,238536,120051,103044,15466,,,,,
Male,2022-12-15 00:00:00,Unknown,22965,13950,8540,483,,,,,
Male,2022-12-15 00:00:00,White,195574,100454,83798,11351,,,,,
Male,16-49,Asian,685510,326374,282036,112596,,,,,
Male,16-49,Black,731790,374962,311381,73388,,,,,
Male,16-49,Hispanic,3709774,1956083,1578837,350560,,,,,
Male,16-49,Other,1520181,739453,633148,215191,,,,,
Male,16-49,Unknown,392870,232762,162664,21937,,,,,
Male,16-49,White,2722685,1361363,1168895,339479,,,,,
Male,50-64,Asian,215365,94485,83845,44842,,,,,
Male,50-64,Black,400536,182857,161019,71985,,,,,
Male,50-64,Hispanic,1380659,642958,551267,232062,,,,,
Male,50-64,Other,775372,332222,301101,165987,,,,,
Male,50-64,Unknown,174510,96478,69720,17051,,,,,
Male,50-64,White,1663723,767682,683830,292364,,,,,
Male,65-79,Asian,96290,40812,34869,22078,,,,,
Male,65-79,Black,181337,76513,67786,41847,,,,,
Male,65-79,Hispanic,628592,270105,232541,139056,,,,,
Male,65-79,Other,685274,266514,246573,181203,,,,,
Male,65-79,Unknown,111287,58550,41673,14232,,,,,
Male,65-79,White,1330150,561871,504554,299213,,,,,
Male,80+,Asian,16850,7084,6129,3941,,,,,
Male,80+,Black,26427,11352,9750,6038,,,,,
Male,80+,Hispanic,116764,50648,42764,25667,,,,,
Male,80+,Other,171523,66499,60837,45800,,,,,
