Gender ,Age Group,Race/Ethnicity,Doses Administered,People Vaccinated with at least One Dose,People Fully Vaccinated ,People with Booster Doses,,,,,
Female,2022-05-11 00:00:00,Asian,52750,28884,23813,53,,,,,
Female,2022-05-11 00:00:00,Black,40854,23203,17619,33,,,,,
Female,2022-05-11 00:00:00,Hispanic,402789,248594,153800,415,,,,,
Female,2022-05-11 00:00:00,Other,154189,86634,67377,184,,,,,
Female,2022-05-11 00:00:00,Unknown,30069,19133,10924,14,,,,,
Female,2022-05-11 00:00:00,White,127885,71896,55869,127,,,,,
Female,2022-12-15 00:00:00,Asian,51339,24765,21881,4701,,,,,
Female,2022-12-15 00:00:00,Black,72176,37761,31291,3128,,,,,
Female,2022-12-15 00:00:00,Hispanic,545394,294541,225480,25502,,,,,
Female,2022-12-15 00:00:00,Other,239667,119754,103379,16550,,,,,
Female,2022-12-15 00:00:00,Unknown,22401,13467,8365,571,,,,,
Female,2022-12-15 00:00:00,White,194766,99062,83517,12216,,,,,
Female,16-49,Asian,707107,319961,277563,123852,,,,,
Female,16-49,Black,922432,457032,386962,101157,,,,,
Female,16-49,Hispanic,4208469,2123426,1754794,476075,,,,,
Female,16-49,Other,1716767,799269,699564,268764,,,,,
Female,16-49,Unknown,446287,249823,180725,31390,,,,,
Female,16-49,White,3002447,1453707,1260260,404226,,,,,
Female,50-64,Asian,233558,101962,89094,47930,,,,,
Female,50-64,Black,481022,211028,190094,92632,,,,,
Female,50-64,Hispanic,1536731,699835,598192,279361,,,,,
Female,50-64,Other,942033,392572,359627,212109,,,,,
Female,50-64,Unknown,197836,105308,77105,22255,,,,,
Female,50-64,White,1790354,804150,723918,331911,,,,,
Female,65-79,Asian,113245,48325,41270,25510,,,,,
Female,65-79,Black,264507,108565,99127,62259,,,,,
Female,65-79,Hispanic,795912,341849,292972,175183,,,,,
Female,65-79,Other,874034,336797,314835,232663,,,,,
Female,65-79,Unknown,123350,64405,46223,15819,,,,,
Female,65-79,White,1527034,636080,578691,348788,,,,,
Female,80+,Asian,21186,9150,7773,4695,,,,,
Female,80+,Black,57574,24198,21674,13185,,,,,
Female,80+,Hispanic,194072,84662,71721,41293,,,,,
Female,80+,Other,286879,111953,103568,73837,,,,,
Female,80+,Unknown,45170,24004,16910,5147,,,,,
Female,80+,White,454493,188486,170653,105709,,,,,
Female,Unknown,Asian,125,93,37,,,,,,
Female,Unknown,Black,186,149,44,6,,,,,
Female,Unknown,Hispanic,1294,1093,264,6,,,,,
Female,Unknown,Other,222,180,45,0,,,,,
Female,Unknown,Unknown,806,701,117,,,,,,
Female,Unknown,White,737,579,194,10,,,,,
Male,2022-05-11 00:00:00,Asian,55265,30312,24899,54,,,,,
Male,2022-05-11 00:00:00,Black,41318,23550,17735,33,,,,,
Male,2022-05-11 00:00:00,Hispanic,405242,250249,154613,404,,,,,
Male,2022-05-11 00:00:00,Other,157328,88534,68581,219,,,,,
Male,2022-05-11 00:00:00,Unknown,31271,19950,11306,17,,,,,
Male,2022-05-11 00:00:00,White,133103,74689,58289,132,,,,,
Male,2022-12-15 00:00:00,Asian,52530,25461,22463,4609,,,,,
Male,2022-12-15 00:00:00,Black,71059,37248,30695,3123,,,,,
Male,2022-12-15 00:00:00,Hispanic,540039,294717,221218,24213,,,,,
Male,2022-12-15 00:00:00,Other,240154,120429,103479,16272,,,,,
Male,2022-12-15 00:00:00,Unknown,23089,14008,8578,511,,,,,
Male,2022-12-15 00:00:00,White,196335,100597,83979,11788,,,,,
Male,16-49,Asian,688042,327290,282467,114007,,,,,
Male,16-49,Black,735382,376061,312476,74849,,,,,
Male,16-49,Hispanic,3733194,1967197,1584795,357984,,,,,
Male,16-49,Other,1527823,742021,635351,218291,,,,,
Male,16-49,Unknown,393280,233271,162496,22103,,,,,
Male,16-49,White,2730077,1363571,1170781,343092,,,,,
Male,50-64,Asian,215942,94626,83887,45256,,,,,
Male,50-64,Black,401642,182960,161172,72831,,,,,
Male,50-64,Hispanic,1386751,644866,552381,235261,,,,,
Male,50-64,Other,779352,333434,302226,167721,,,,,
Male,50-64,Unknown,174199,96328,69486,17121,,,,,
Male,50-64,White,1666720,768167,684305,294493,,,,,
Male,65-79,Asian,96456,40845,34882,22198,,,,,
Male,65-79,Black,181775,76545,67853,42187,,,,,
Male,65-79,Hispanic,630528,270572,232850,140236,,,,,
Male,65-79,Other,688452,267392,247528,182575,,,,,
Male,65-79,Unknown,110888,58367,41456,14223,,,,,
Male,65-79,White,1332479,562152,505067,300767,,,,,
Male,80+,Asian,16898,7098,6137,3967,,,,,
