Gender ,Age Group,Race/Ethnicity,Doses Administered,People Vaccinated with at least One Dose,People Fully Vaccinated ,People with Booster Doses,,,,,
Female,2022-05-11 00:00:00,Asian,44775,26301,18452,22,,,,,
Female,2022-05-11 00:00:00,Black,30451,19541,10900,11,,,,,
Female,2022-05-11 00:00:00,Hispanic,257739,168420,89226,118,,,,,
Female,2022-05-11 00:00:00,Other,120957,73919,46947,104,,,,,
Female,2022-05-11 00:00:00,Unknown,23360,16114,7241,6,,,,,
Female,2022-05-11 00:00:00,White,105153,63067,42032,68,,,,,
Female,2022-12-15 00:00:00,Asian,47966,24385,21337,2252,,,,,
Female,2022-12-15 00:00:00,Black,67396,36556,29489,1355,,,,,
Female,2022-12-15 00:00:00,Hispanic,477682,262963,204808,9987,,,,,
Female,2022-12-15 00:00:00,Other,223276,116145,98574,8572,,,,,
Female,2022-12-15 00:00:00,Unknown,21191,12923,7993,276,,,,,
Female,2022-12-15 00:00:00,White,184686,97292,80925,6495,,,,,
Female,16-49,Asian,685780,316157,275774,108066,,,,,
Female,16-49,Black,875661,444138,372361,81457,,,,,
Female,16-49,Hispanic,3948845,2024471,1691696,372625,,,,,
Female,16-49,Other,1631389,773083,675475,232106,,,,,
Female,16-49,Unknown,447656,250310,185164,27881,,,,,
Female,16-49,White,2910555,1431464,1237955,355284,,,,,
Female,50-64,Asian,227911,100836,88827,43679,,,,,
Female,50-64,Black,465552,209441,187811,81007,,,,,
Female,50-64,Hispanic,1458165,675364,584992,237461,,,,,
Female,50-64,Other,902140,381462,349537,192760,,,,,
Female,50-64,Unknown,200971,107093,80366,20519,,,,,
Female,50-64,White,1750498,798821,718199,302624,,,,,
Female,65-79,Asian,110952,47788,41116,23909,,,,,
Female,65-79,Black,258260,108271,98567,56872,,,,,
Female,65-79,Hispanic,764482,333087,287981,157208,,,,,
Female,65-79,Other,847436,329926,308069,219387,,,,,
Female,65-79,Unknown,126618,66277,48453,15129,,,,,
Female,65-79,White,1502456,634008,576281,328536,,,,,
Female,80+,Asian,20836,9094,7761,4416,,,,,
Female,80+,Black,56140,24067,21533,12026,,,,,
Female,80+,Hispanic,186328,82549,70406,36906,,,,,
Female,80+,Other,279997,110497,102042,69865,,,,,
Female,80+,Unknown,46022,24490,17549,4916,,,,,
Female,80+,White,446995,187850,169945,99514,,,,,
Female,Unknown,Asian,111,86,31,0,,,,,
Female,Unknown,Black,175,142,42,,,,,,
Female,Unknown,Hispanic,1054,878,237,,,,,,
Female,Unknown,Other,200,159,44,0,,,,,
Female,Unknown,Unknown,806,700,118,,,,,,
Female,Unknown,White,704,560,182,6,,,,,
Male,2022-05-11 00:00:00,Asian,47193,27761,19406,26,,,,,
Male,2022-05-11 00:00:00,Black,30678,19770,10895,18,,,,,
Male,2022-05-11 00:00:00,Hispanic,260907,170587,90238,109,,,,,
Male,2022-05-11 00:00:00,Other,123421,75546,47793,97,,,,,
Male,2022-05-11 00:00:00,Unknown,24275,16855,7415,8,,,,,
Male,2022-05-11 00:00:00,White,109674,65620,43996,81,,,,,
Male,2022-12-15 00:00:00,Asian,49309,25105,21984,2223,,,,,
Male,2022-12-15 00:00:00,Black,66555,36181,29015,1367,,,,,
Male,2022-12-15 00:00:00,Hispanic,472941,262680,200748,9581,,,,,
