Gender,Age Group,Race/Ethnicity,Doses Administered,People Vaccinated with at least One Dose,People Fully Vaccinated,,,,,,,,,
Female,16-49 years,Asian,60349,38179,22170,,,,,,,,,
Female,16-49 years,Black,44023,28687,15336,,,,,,,,,
Female,16-49 years,Hispanic,156497,106772,49725,,,,,,,,,
Female,16-49 years,White,244899,156495,88404,,,,,,,,,
Female,16-49 years,Other,81262,54381,26881,,,,,,,,,
Female,16-49 years,Unknown,324819,210287,114532,,,,,,,,,
Female,50-64 years,Asian,30531,20543,9988,,,,,,,,,
Female,50-64 years,Black,38858,26958,11900,,,,,,,,,
Female,50-64 years,Hispanic,91471,67145,24326,,,,,,,,,
Female,50-64 years,White,183072,127470,55602,,,,,,,,,
Female,50-64 years,Other,52022,36402,15620,,,,,,,,,
Female,50-64 years,Unknown,210735,143600,67135,,,,,,,,,
Female,65-79 years,Asian,34802,25062,9740,,,,,,,,,
Female,65-79 years,Black,40291,30979,9312,,,,,,,,,
Female,65-79 years,Hispanic,85889,65806,20083,,,,,,,,,
Female,65-79 years,White,322545,238792,83753,,,,,,,,,
Female,65-79 years,Other,60433,43370,17063,,,,,,,,,
Female,65-79 years,Unknown,231110,168712,62398,,,,,,,,,
Female,80+ years,Asian,7469,5242,2227,,,,,,,,,
Female,80+ years,Black,8868,6760,2108,,,,,,,,,
Female,80+ years,Hispanic,21379,16611,4768,,,,,,,,,
Female,80+ years,White,96442,70080,26362,,,,,,,,,
Female,80+ years,Other,51559,35381,16178,,,,,,,,,
Female,80+ years,Unknown,82409,59707,22702,,,,,,,,,
Female,Unknown,Asian,24,21,3,,,,,,,,,
Female,Unknown,Black,34,26,8,,,,,,,,,
Female,Unknown,Hispanic,171,156,15,,,,,,,,,
Female,Unknown,White,234,207,27,,,,,,,,,
Female,Unknown,Other,31,26,5,,,,,,,,,
Female,Unknown,Unknown,923,826,97,,,,,,,,,
Male,16-49 years,Asian,41228,26801,14427,,,,,,,,,
Male,16-49 years,Black,20453,13773,6680,,,,,,,,,
Male,16-49 years,Hispanic,91218,64869,26349,,,,,,,,,
Male,16-49 years,White,136223,90751,45472,,,,,,,,,
Male,16-49 years,Other,41154,27942,13212,,,,,,,,,
Male,16-49 years,Unknown,198980,131106,67874,,,,,,,,,
Male,50-64 years,Asian,23051,15962,7089,,,,,,,,,
Male,50-64 years,Black,22863,16488,6375,,,,,,,,,
Male,50-64 years,Hispanic,62702,47049,15653,,,,,,,,,
Male,50-64 years,White,126581,90630,35951,,,,,,,,,
Male,50-64 years,Other,29875,21139,8736,,,,,,,,,
Male,50-64 years,Unknown,143222,99243,43979,,,,,,,,,
Male,65-79 years,Asian,30768,22078,8690,,,,,,,,,
Male,65-79 years,Black,26209,20113,6096,,,,,,,,,
Male,65-79 years,Hispanic,65162,49693,15469,,,,,,,,,
Male,65-79 years,White,277690,204831,72859,,,,,,,,,
Male,65-79 years,Other,44858,32115,12743,,,,,,,,,
Male,65-79 years,Unknown,191394,139191,52203,,,,,,,,,
Male,80+ years,Asian,6497,4462,2035,,,,,,,,,
Male,80+ years,Black,4449,3322,1127,,,,,,,,,
Male,80+ years,Hispanic,13227,10201,3026,,,,,,,,,
Male,80+ years,White,76807,54331,22476,,,,,,,,,
Male,80+ years,Other,22255,15435,6820,,,,,,,,,
Male,80+ years,Unknown,53290,38709,14581,,,,,,,,,
Male,Unknown,Asian,30,22,8,,,,,,,,,
Male,Unknown,Black,24,22,2,,,,,,,,,
Male,Unknown,Hispanic,118,108,10,,,,,,,,,
Male,Unknown,White,195,175,20,,,,,,,,,
Male,Unknown,Other,35,32,3,,,,,,,,,
Male,Unknown,Unknown,620,567,53,,,,,,,,,
Unknown,16-49 years,Asian,948,632,316,,,,,,,,,
Unknown,16-49 years,Black,585,399,186,,,,,,,,,
Unknown,16-49 years,Hispanic,1345,915,430,,,,,,,,,
Unknown,16-49 years,White,2808,1814,994,,,,,,,,,
Unknown,16-49 years,Other,2179,1303,876,,,,,,,,,
Unknown,16-49 years,Unknown,10297,8402,1895,,,,,,,,,
Unknown,50-64 years,Asian,660,436,224,,,,,,,,,
Unknown,50-64 years,Black,602,418,184,,,,,,,,,
Unknown,50-64 years,Hispanic,653,493,160,,,,,,,,,
Unknown,50-64 years,White,2391,1569,822,,,,,,,,,
Unknown,50-64 years,Other,1323,817,506,,,,,,,,,
Unknown,50-64 years,Unknown,10559,8338,2221,,,,,,,,,
Unknown,65-79 years,Asian,1963,1223,740,,,,,,,,,
Unknown,65-79 years,Black,1228,831,397,,,,,,,,,
Unknown,65-79 years,Hispanic,1416,988,428,,,,,,,,,
Unknown,65-79 years,White,11720,7486,4234,,,,,,,,,
Unknown,65-79 years,Other,4877,2948,1929,,,,,,,,,
Unknown,65-79 years,Unknown,18874,13070,5804,,,,,,,,,
Unknown,80+ years,Asian,335,217,118,,,,,,,,,
Unknown,80+ years,Black,183,129,54,,,,,,,,,
Unknown,80+ years,Hispanic,267,179,88,,,,,,,,,
Unknown,80+ years,White,2193,1434,759,,,,,,,,,
Unknown,80+ years,Other,867,532,335,,,,,,,,,
Unknown,80+ years,Unknown,3035,2201,834,,,,,,,,,
Unknown,Unknown,Asian,1,1,0,,,,,,,,,
Unknown,Unknown,Black,1,1,0,,,,,,,,,
Unknown,Unknown,Hispanic,5,5,0,,,,,,,,,
Unknown,Unknown,White,10,10,0,,,,,,,,,
Unknown,Unknown,Other,1,1,0,,,,,,,,,
Unknown,Unknown,Unknown,50,41,9,,,,,,,,,
Texas,Total,Total,4395705,3082676,1313029,,,,,,,,,
