Gender ,Age Group,Race/Ethnicity,Doses Administered,People Vaccinated with at least One Dose,People Fully Vaccinated ,,,,,,
Female,12-15 years,Asian,45026,24052,20956,,,,,,
Female,12-15 years,Black,58911,32813,26066,,,,,,
Female,12-15 years,Hispanic,388989,217554,171202,,,,,,
Female,12-15 years,Other,181691,99110,82433,,,,,,
Female,12-15 years,Unknown,17772,10628,7142,,,,,,
Female,12-15 years,White,167996,92250,75633,,,,,,
Female,16-49 years,Asian,578123,307401,277710,,,,,,
Female,16-49 years,Black,715635,398945,330873,,,,,,
Female,16-49 years,Hispanic,3264194,1822083,1539202,,,,,,
Female,16-49 years,Other,1066666,583667,498703,,,,,,
Female,16-49 years,Unknown,511426,288326,232537,,,,,,
Female,16-49 years,White,2450840,1349157,1176423,,,,,,
Female,50-64 years,Asian,191176,100117,91669,,,,,,
Female,50-64 years,Black,376192,200992,178570,,,,,,
Female,50-64 years,Hispanic,1166259,622049,552585,,,,,,
Female,50-64 years,Other,512720,263699,237476,,,,,,
Female,50-64 years,Unknown,255702,140618,118036,,,,,,
Female,50-64 years,White,1457782,781874,705134,,,,,,
Female,65-79 years,Asian,94045,47171,42874,,,,,,
Female,65-79 years,Black,209397,107138,97089,,,,,,
Female,65-79 years,Hispanic,598998,304810,275109,,,,,,
Female,65-79 years,Other,490025,231914,213326,,,,,,
Female,65-79 years,Unknown,186513,100619,85737,,,,,,
Female,65-79 years,White,1243939,629078,577314,,,,,,
Female,80+ years,Asian,17646,8991,8037,,,,,,
Female,80+ years,Black,44998,23475,20977,,,,,,
Female,80+ years,Hispanic,144913,75054,65947,,,,,,
Female,80+ years,Other,177078,86009,77139,,,,,,
Female,80+ years,Unknown,73192,40087,33060,,,,,,
Female,80+ years,White,354481,180750,164649,,,,,,
Female,Unknown,Asian,133,100,39,,,,,,
Female,Unknown,Black,217,169,60,,,,,,
Female,Unknown,Hispanic,1286,998,342,,,,,,
Female,Unknown,Other,439,305,139,,,,,,
