Gender ,Age Group,Race/Ethnicity,Doses Administered,People Vaccinated with at least One Dose,People Fully Vaccinated ,People with Booster Doses,,,,,
Female,2021-05-11 00:00:00,Asian,31957,20216,11728,13,,,,,
Female,2021-05-11 00:00:00,Black,17761,11754,6008,,,,,,
Female,2021-05-11 00:00:00,Hispanic,159574,108972,50580,37,,,,,
Female,2021-05-11 00:00:00,Other,80361,50940,29401,28,,,,,
Female,2021-05-11 00:00:00,Unknown,15504,11339,4163,,,,,,
Female,2021-05-11 00:00:00,White,77480,47881,29582,26,,,,,
Female,2021-12-15 00:00:00,Asian,45205,24039,21117,57,,,,,
Female,2021-12-15 00:00:00,Black,63523,34820,28621,86,,,,,
Female,2021-12-15 00:00:00,Hispanic,444259,248052,195617,666,,,,,
Female,2021-12-15 00:00:00,Other,205050,110424,94280,360,,,,,
Female,2021-12-15 00:00:00,Unknown,20077,12264,7799,16,,,,,
Female,2021-12-15 00:00:00,White,174511,94913,79359,262,,,,,
Female,16-49,Asian,639493,309656,274828,69228,,,,,
Female,16-49,Black,820063,430463,362441,49108,,,,,
Female,16-49,Hispanic,3693691,1954285,1650457,225983,,,,,
Female,16-49,Other,1482163,732148,642289,154866,,,,,
Female,16-49,Unknown,458198,255977,196258,22148,,,,,
Female,16-49,White,2740721,1397854,1218608,236794,,,,,
Female,50-64,Asian,215102,98938,88724,32881,,,,,
Female,50-64,Black,440054,207086,185607,60044,,,,,
Female,50-64,Hispanic,1360234,652784,573701,172596,,,,,
Female,50-64,Other,834101,364964,335077,154684,,,,,
Female,50-64,Unknown,206292,110256,86364,17033,,,,,
Female,50-64,White,1662986,788245,711287,231986,,,,,
Female,65-79,Asian,106672,46769,41033,20727,,,,,
Female,65-79,Black,248099,107627,98035,47894,,,,,
Female,65-79,Hispanic,724523,323167,283620,131380,,,,,
Female,65-79,Other,811451,321822,300837,198292,,,,,
Female,65-79,Unknown,129880,68076,51686,13485,,,,,
Female,65-79,White,1451542,628520,572868,286344,,,,,
