Gender ,Agegrp,Race/Ethnicity,Doses Administered,People Vaccinated with at least One Dose,People Fully Vaccinated ,People with Booster Doses,,,,,
Female,2022-05-11 00:00:00,Asian,53944,29438,24449,57,,,,,
Female,2022-05-11 00:00:00,Black,42300,23911,18353,37,,,,,
Female,2022-05-11 00:00:00,Hispanic,433021,269912,162643,486,,,,,
Female,2022-05-11 00:00:00,Other,158553,88724,69628,206,,,,,
Female,2022-05-11 00:00:00,Unknown,30723,19405,11307,14,,,,,
Female,2022-05-11 00:00:00,White,130645,73162,57340,150,,,,,
Female,2022-12-15 00:00:00,Asian,51680,24837,21939,4912,,,,,
Female,2022-12-15 00:00:00,Black,72770,37944,31488,3342,,,,,
Female,2022-12-15 00:00:00,Hispanic,558420,303082,228138,27329,,,,,
Female,2022-12-15 00:00:00,Other,241576,120291,103890,17411,,,,,
Female,2022-12-15 00:00:00,Unknown,22474,13499,8374,603,,,,,
Female,2022-12-15 00:00:00,White,195836,99321,83763,12781,,,,,
Female,16-49,Asian,710990,320666,277976,126639,,,,,
Female,16-49,Black,931823,459921,389641,105097,,,,,
Female,16-49,Hispanic,4251491,2140743,1764561,492494,,,,,
Female,16-49,Other,1732139,804097,703619,275543,,,,,
Female,16-49,Unknown,447815,250433,179787,33265,,,,,
Female,16-49,White,3017339,1457714,1263713,411962,,,,,
Female,50-64,Asian,234917,102244,89203,48897,,,,,
Female,50-64,Black,484169,211365,190558,94982,,,,,
Female,50-64,Hispanic,1550808,703929,600802,286861,,,,,
Female,50-64,Other,951674,394998,362075,217024,,,,,
Female,50-64,Unknown,197118,104688,76251,23000,,,,,
Female,50-64,White,1798340,805212,725086,337735,,,,,
Female,65-79,Asian,113969,48501,41352,25979,,,,,
Female,65-79,Black,266078,108604,99258,63650,,,,,
Female,65-79,Hispanic,804010,344030,294716,179403,,,,,
Female,65-79,Other,885137,339240,317681,238540,,,,,
Female,65-79,Unknown,121529,63515,45353,15737,,,,,
Female,65-79,White,1534949,636888,579744,354854,,,,,
Female,80+,Asian,21339,9184,7797,4791,,,,,
