Gender,Age Group,Race/Ethnicity,Doses Administered,People Vaccinated with at least One Dose,People Fully Vaccinated,,,,,,,,,
Female,16-49 years,Asian,46571,29686,16885,,,,,,,,,
Female,16-49 years,Black,33044,21916,11128,,,,,,,,,
Female,16-49 years,Hispanic,102221,71976,30245,,,,,,,,,
Female,16-49 years,White,187104,121258,65846,,,,,,,,,
Female,16-49 years,Other,62988,44088,18900,,,,,,,,,
Female,16-49 years,Unknown,293961,203712,90249,,,,,,,,,
Female,50-64 years,Asian,21978,15364,6614,,,,,,,,,
Female,50-64 years,Black,26929,19085,7844,,,,,,,,,
Female,50-64 years,Hispanic,52748,41058,11690,,,,,,,,,
Female,50-64 years,White,125494,89718,35776,,,,,,,,,
Female,50-64 years,Other,38753,28403,10350,,,,,,,,,
Female,50-64 years,Unknown,186714,139018,47696,,,,,,,,,
Female,65-79 years,Asian,21289,17563,3726,,,,,,,,,
Female,65-79 years,Black,22476,19590,2886,,,,,,,,,
Female,65-79 years,Hispanic,40716,35119,5597,,,,,,,,,
Female,65-79 years,White,187055,156384,30671,,,,,,,,,
Female,65-79 years,Other,40764,32167,8597,,,,,,,,,
Female,65-79 years,Unknown,203400,168609,34791,,,,,,,,,
Female,80+ years,Asian,4599,3821,778,,,,,,,,,
Female,80+ years,Black,4814,4294,520,,,,,,,,,
Female,80+ years,Hispanic,9310,8126,1184,,,,,,,,,
Female,80+ years,White,56543,46708,9835,,,,,,,,,
Female,80+ years,Other,41232,29725,11507,,,,,,,,,
Female,80+ years,Unknown,72360,59245,13115,,,,,,,,,
Female,Unknown,Asian,21,19,2,,,,,,,,,
Female,Unknown,Black,21,18,3,,,,,,,,,
Female,Unknown,Hispanic,105,96,9,,,,,,,,,
Female,Unknown,White,156,140,16,,,,,,,,,
Female,Unknown,Other,27,23,4,,,,,,,,,
Female,Unknown,Unknown,903,827,76,,,,,,,,,
Male,16-49 years,Asian,30692,20077,10615,,,,,,,,,
Male,16-49 years,Black,14384,9848,4536,,,,,,,,,
Male,16-49 years,Hispanic,55542,40610,14932,,,,,,,,,
Male,16-49 years,White,96893,65425,31468,,,,,,,,,
Male,16-49 years,Other,30576,21552,9024,,,,,,,,,
Male,16-49 years,Unknown,178976,125735,53241,,,,,,,,,
Male,50-64 years,Asian,15803,11504,4299,,,,,,,,,
Male,50-64 years,Black,14676,10898,3778,,,,,,,,,
Male,50-64 years,Hispanic,34556,27608,6948,,,,,,,,,
Male,50-64 years,White,81173,60698,20475,,,,,,,,,
Male,50-64 years,Other,21509,15898,5611,,,,,,,,,
Male,50-64 years,Unknown,126209,95613,30596,,,,,,,,,
Male,65-79 years,Asian,18912,15582,3330,,,,,,,,,
Male,65-79 years,Black,14470,12566,1904,,,,,,,,,
Male,65-79 years,Hispanic,31075,26637,4438,,,,,,,,,
Male,65-79 years,White,160394,134020,26374,,,,,,,,,
Male,65-79 years,Other,29436,23481,5955,,,,,,,,,
Male,65-79 years,Unknown,168318,139046,29272,,,,,,,,,
Male,80+ years,Asian,3970,3279,691,,,,,,,,,
Male,80+ years,Black,2515,2185,330,,,,,,,,,
Male,80+ years,Hispanic,5972,5148,824,,,,,,,,,
Male,80+ years,White,45823,37165,8658,,,,,,,,,
Male,80+ years,Other,17063,12633,4430,,,,,,,,,
Male,80+ years,Unknown,47630,39278,8352,,,,,,,,,
Male,Unknown,Asian,22,18,4,,,,,,,,,
Male,Unknown,Black,10,10,0,,,,,,,,,
Male,Unknown,Hispanic,60,57,3,,,,,,,,,
Male,Unknown,White,132,117,15,,,,,,,,,
Male,Unknown,Other,21,19,2,,,,,,,,,
Male,Unknown,Unknown,608,561,47,,,,,,,,,
Unknown,16-49 years,Asian,921,628,293,,,,,,,,,
Unknown,16-49 years,Black,568,419,149,,,,,,,,,
Unknown,16-49 years,Hispanic,1370,1012,358,,,,,,,,,
Unknown,16-49 years,White,2862,2009,853,,,,,,,,,
Unknown,16-49 years,Other,2261,1494,767,,,,,,,,,
Unknown,16-49 years,Unknown,8343,7616,727,,,,,,,,,
Unknown,50-64 years,Asian,637,456,181,,,,,,,,,
Unknown,50-64 years,Black,557,450,107,,,,,,,,,
Unknown,50-64 years,Hispanic,638,538,100,,,,,,,,,
Unknown,50-64 years,White,2433,1829,604,,,,,,,,,
Unknown,50-64 years,Other,1315,931,384,,,,,,,,,
Unknown,50-64 years,Unknown,8279,7557,722,,,,,,,,,
Unknown,65-79 years,Asian,1926,1466,460,,,,,,,,,
Unknown,65-79 years,Black,1091,950,141,,,,,,,,,
Unknown,65-79 years,Hispanic,1225,1066,159,,,,,,,,,
Unknown,65-79 years,White,11355,9190,2165,,,,,,,,,
Unknown,65-79 years,Other,4603,3669,934,,,,,,,,,
Unknown,65-79 years,Unknown,14067,12078,1989,,,,,,,,,
Unknown,80+ years,Asian,327,256,71,,,,,,,,,
Unknown,80+ years,Black,156,141,15,,,,,,,,,
Unknown,80+ years,Hispanic,217,189,28,,,,,,,,,
Unknown,80+ years,White,2084,1713,371,,,,,,,,,
Unknown,80+ years,Other,778,652,126,,,,,,,,,
Unknown,80+ years,Unknown,2271,1890,381,,,,,,,,,
Unknown,Unknown,Asian,1,1,0,,,,,,,,,
Unknown,Unknown,Hispanic,5,5,0,,,,,,,,,
Unknown,Unknown,White,8,8,0,,,,,,,,,
Unknown,Unknown,Other,1,1,0,,,,,,,,,
Unknown,Unknown,Unknown,47,40,7,,,,,,,,,
Texas,Total,Total,3202062,2423278,778784,,,,,,,,,
