Gender ,Age Group,Race/Ethnicity,Doses Administered,People Vaccinated with at least One Dose,People Fully Vaccinated ,,,,,,
Female,16-49 years,Asian,390650,241048,160992,,,,,,
Female,16-49 years,Black,318394,203192,128964,,,,,,
Female,16-49 years,Hispanic,1546396,997123,611843,,,,,,
Female,16-49 years,Other,376993,233721,155938,,,,,,
Female,16-49 years,Unknown,452179,270299,192051,,,,,,
Female,16-49 years,White,1458161,895973,625212,,,,,,
Female,50-64 years,Asian,153205,88971,68959,,,,,,
Female,50-64 years,Black,252822,149702,112515,,,,,,
Female,50-64 years,Hispanic,781480,466613,342571,,,,,,
Female,50-64 years,Other,207470,119389,94178,,,,,,
Female,50-64 years,Unknown,272248,157681,120443,,,,,,
Female,50-64 years,White,1104374,641186,508161,,,,,,
Female,65-79 years,Asian,82479,45601,38516,,,,,,
Female,65-79 years,Black,165745,93951,76189,,,,,,
Female,65-79 years,Hispanic,442157,250452,202455,,,,,,
Female,65-79 years,Other,191686,106758,87511,,,,,,
Female,65-79 years,Unknown,250146,139384,114244,,,,,,
Female,65-79 years,White,1064155,586849,503405,,,,,,
Female,80+ years,Asian,15059,8439,7007,,,,,,
Female,80+ years,Black,35316,20237,16264,,,,,,
Female,80+ years,Hispanic,107881,61679,49029,,,,,,
Female,80+ years,Other,96723,54790,42584,,,,,,
Female,80+ years,Unknown,89795,51131,39661,,,,,,
Female,80+ years,White,300644,166570,141801,,,,,,
Female,Unknown,Asian,120,100,29,,,,,,
Female,Unknown,Black,147,119,39,,,,,,
Female,Unknown,Hispanic,898,731,211,,,,,,
Female,Unknown,Other,195,147,52,,,,,,
Female,Unknown,Unknown,881,761,132,,,,,,
Female,Unknown,White,707,582,164,,,,,,
Male,16-49 years,Asian,358477,225871,144439,,,,,,
Male,16-49 years,Black,228171,153843,85865,,,,,,
Male,16-49 years,Hispanic,1220820,815326,462387,,,,,,
Male,16-49 years,Other,304569,198675,118649,,,,,,
Male,16-49 years,Unknown,312788,194687,127827,,,,,,
Male,16-49 years,White,1223056,780684,501000,,,,,,
Male,50-64 years,Asian,138909,81181,62223,,,,,,
Male,50-64 years,Black,189911,117118,81632,,,,,,
Male,50-64 years,Hispanic,650286,398992,278111,,,,,,
Male,50-64 years,Other,161396,95925,71140,,,,,,
Male,50-64 years,Unknown,202448,120466,87408,,,,,,
Male,50-64 years,White,964798,570380,436305,,,,,,
Male,65-79 years,Asian,69921,38624,32584,,,,,,
Male,65-79 years,Black,107977,61747,49491,,,,,,
Male,65-79 years,Hispanic,338554,193306,154322,,,,,,
Male,65-79 years,Other,151570,84541,69160,,,,,,
Male,65-79 years,Unknown,209119,116526,95592,,,,,,
Male,65-79 years,White,907405,500580,429211,,,,,,
Male,80+ years,Asian,12184,6735,5730,,,,,,
Male,80+ years,Black,16266,9339,7460,,,,,,
Male,80+ years,Hispanic,64774,36931,29529,,,,,,
Male,80+ years,Other,49909,28254,22054,,,,,,
Male,80+ years,Unknown,56675,32149,25199,,,,,,
Male,80+ years,White,217405,119595,102920,,,,,,
Male,Unknown,Asian,135,98,38,,,,,,
Male,Unknown,Black,99,80,27,,,,,,
Male,Unknown,Hispanic,807,680,176,,,,,,
Male,Unknown,Other,172,135,43,,,,,,
Male,Unknown,Unknown,613,524,98,,,,,,
Male,Unknown,White,614,513,137,,,,,,
Unknown,16-49 years,Asian,1971,1161,892,,,,,,
Unknown,16-49 years,Black,1390,832,617,,,,,,
Unknown,16-49 years,Hispanic,15617,8767,7629,,,,,,
Unknown,16-49 years,Other,21161,12369,9848,,,,,,
Unknown,16-49 years,Unknown,6263,4206,2316,,,,,,
Unknown,16-49 years,White,13389,7302,6308,,,,,,
Unknown,50-64 years,Asian,1041,590,475,,,,,,
Unknown,50-64 years,Black,1177,682,541,,,,,,
Unknown,50-64 years,Hispanic,13691,7402,6691,,,,,,
Unknown,50-64 years,Other,19890,11133,9561,,,,,,
Unknown,50-64 years,Unknown,3546,2180,1483,,,,,,
Unknown,50-64 years,White,13306,7049,6450,,,,,,
Unknown,65-79 years,Asian,1945,1019,932,,,,,,
Unknown,65-79 years,Black,1594,870,753,,,,,,
Unknown,65-79 years,Hispanic,7904,4311,3746,,,,,,
Unknown,65-79 years,Other,15518,8536,7348,,,,,,
Unknown,65-79 years,Unknown,3421,2037,1414,,,,,,
Unknown,65-79 years,White,16321,8547,7870,,,,,,
Unknown,80+ years,Asian,332,179,154,,,,,,
Unknown,80+ years,Black,266,150,124,,,,,,
Unknown,80+ years,Hispanic,1487,820,697,,,,,,
Unknown,80+ years,Other,3134,1783,1418,,,,,,
Unknown,80+ years,Unknown,724,443,290,,,,,,
Unknown,80+ years,White,3217,1700,1548,,,,,,
Unknown,Unknown,Asian,3,2,1,,,,,,
Unknown,Unknown,Hispanic,6,6,0,,,,,,
Unknown,Unknown,Other,79,73,7,,,,,,
Unknown,Unknown,Unknown,18,15,4,,,,,,
Unknown,Unknown,White,15,15,1,,,,,,
Grand Total,Total,Total,18487360,11130863,8000995,,,,,,
