Gender ,Age Group,Race/Ethnicity,Doses Administered,People Vaccinated with at least One Dose,People Fully Vaccinated ,,,,,,
Female,12-15 years,Asian,45063,24091,20956,,,,,,
Female,12-15 years,Black,58025,32558,25440,,,,,,
Female,12-15 years,Hispanic,380971,214122,166645,,,,,,
Female,12-15 years,Other,177591,97403,80052,,,,,,
Female,12-15 years,Unknown,17630,10604,7025,,,,,,
Female,12-15 years,White,166846,91979,74760,,,,,,
Female,16-49 years,Asian,578125,308424,278422,,,,,,
Female,16-49 years,Black,705012,395045,325595,,,,,,
Female,16-49 years,Hispanic,3221036,1805482,1518531,,,,,,
Female,16-49 years,Other,1019652,563401,476875,,,,,,
Female,16-49 years,Unknown,518284,293196,236080,,,,,,
Female,16-49 years,White,2434070,1346922,1169023,,,,,,
Female,50-64 years,Asian,191603,100873,92349,,,,,,
Female,50-64 years,Black,373338,200904,178042,,,,,,
Female,50-64 years,Hispanic,1152449,618483,548424,,,,,,
Female,50-64 years,Other,477114,248943,223010,,,,,,
Female,50-64 years,Unknown,262467,144852,121614,,,,,,
Female,50-64 years,White,1454438,785313,706374,,,,,,
Female,65-79 years,Asian,93948,47753,43522,,,,,,
Female,65-79 years,Black,208073,107908,97719,,,,,,
Female,65-79 years,Hispanic,587179,302573,273050,,,,,,
Female,65-79 years,Other,442137,214206,196328,,,,,,
Female,65-79 years,Unknown,196984,106388,91134,,,,,,
Female,65-79 years,White,1239067,634875,582592,,,,,,
Female,80+ years,Asian,17656,9092,8157,,,,,,
Female,80+ years,Black,44633,23594,21059,,,,,,
Female,80+ years,Hispanic,141617,74345,65281,,,,,,
Female,80+ years,Other,162937,81316,72459,,,,,,
Female,80+ years,Unknown,76900,42150,35017,,,,,,
Female,80+ years,White,352260,182025,165952,,,,,,
Female,Unknown,Asian,130,98,38,,,,,,
Female,Unknown,Black,210,165,56,,,,,,
Female,Unknown,Hispanic,1254,975,333,,,,,,
Female,Unknown,Other,398,282,121,,,,,,
Female,Unknown,Unknown,882,752,142,,,,,,
Female,Unknown,White,898,685,256,,,,,,
Male,12-15 years,Asian,46354,24795,21546,,,,,,
Male,12-15 years,Black,57020,32105,24882,,,,,,
Male,12-15 years,Hispanic,375215,212660,162360,,,,,,
Male,12-15 years,Other,178811,98300,80359,,,,,,
Male,12-15 years,Unknown,18383,11173,7207,,,,,,
Male,12-15 years,White,168824,93576,75133,,,,,,
Male,16-49 years,Asian,558770,307547,276984,,,,,,
Male,16-49 years,Black,568178,326142,263846,,,,,,
Male,16-49 years,Hispanic,2877226,1658269,1352671,,,,,,
Male,16-49 years,Other,943983,537291,444780,,,,,,
Male,16-49 years,Unknown,411122,242675,188414,,,,,,
Male,16-49 years,White,2211419,1250694,1076055,,,,,,
Male,50-64 years,Asian,175787,93745,85949,,,,,,
Male,50-64 years,Black,311218,171710,149680,,,,,,
Male,50-64 years,Hispanic,1046062,570251,501104,,,,,,
Male,50-64 years,Other,407213,216575,192271,,,,,,
Male,50-64 years,Unknown,212982,120513,99247,,,,,,
Male,50-64 years,White,1342244,735904,658959,,,,,,
Male,65-79 years,Asian,79877,40222,36700,,,,,,
Male,65-79 years,Black,140792,73916,66140,,,,,,
Male,65-79 years,Hispanic,461052,238733,214994,,,,,,
Male,65-79 years,Other,351179,170044,155300,,,,,,
Male,65-79 years,Unknown,168460,91373,77947,,,,,,
Male,65-79 years,White,1070782,550656,504508,,,,,,
Male,80+ years,Asian,13964,7018,6353,,,,,,
Male,80+ years,Black,20469,10857,9521,,,,,,
Male,80+ years,Hispanic,85497,44650,39287,,,,,,
Male,80+ years,Other,94594,46139,41179,,,,,,
Male,80+ years,Unknown,46571,25615,20992,,,,,,
Male,80+ years,White,252860,129259,117610,,,,,,
Male,Unknown,Asian,122,92,33,,,,,,
Male,Unknown,Black,165,130,47,,,,,,
Male,Unknown,Hispanic,1277,994,363,,,,,,
Male,Unknown,Other,347,256,104,,,,,,
Male,Unknown,Unknown,642,543,111,,,,,,
Male,Unknown,White,776,610,206,,,,,,
Unknown,12-15 years,Asian,65,35,30,,,,,,
Unknown,12-15 years,Black,31,20,11,,,,,,
Unknown,12-15 years,Hispanic,147,102,47,,,,,,
Unknown,12-15 years,Other,84,57,27,,,,,,
Unknown,12-15 years,Unknown,86,56,30,,,,,,
Unknown,12-15 years,White,144,88,57,,,,,,
Unknown,16-49 years,Asian,2259,1260,1094,,,,,,
Unknown,16-49 years,Black,1945,1131,931,,,,,,
Unknown,16-49 years,Hispanic,18683,10935,9867,,,,,,
Unknown,16-49 years,Other,20369,11685,9815,,,,,,
Unknown,16-49 years,Unknown,7201,4453,3138,,,,,,
Unknown,16-49 years,White,13588,7329,6644,,,,,,
Unknown,50-64 years,Asian,1022,557,479,,,,,,
Unknown,50-64 years,Black,1204,680,580,,,,,,
Unknown,50-64 years,Hispanic,12723,6854,6313,,,,,,
Unknown,50-64 years,Other,16690,9252,8163,,,,,,
Unknown,50-64 years,Unknown,3025,1799,1352,,,,,,
Unknown,50-64 years,White,10842,5746,5313,,,,,,
Unknown,65-79 years,Asian,1204,610,560,,,,,,
Unknown,65-79 years,Black,1201,654,572,,,,,,
Unknown,65-79 years,Hispanic,6746,3640,3220,,,,,,
Unknown,65-79 years,Other,11053,6088,5247,,,,,,
Unknown,65-79 years,Unknown,2220,1286,950,,,,,,
Unknown,65-79 years,White,10694,5613,5137,,,,,,
Unknown,80+ years,Asian,236,120,106,,,,,,
Unknown,80+ years,Black,207,119,96,,,,,,
Unknown,80+ years,Hispanic,1287,702,609,,,,,,
Unknown,80+ years,Other,2366,1349,1064,,,,,,
Unknown,80+ years,Unknown,597,364,233,,,,,,
Unknown,80+ years,White,2270,1200,1091,,,,,,
Unknown,Unknown,Asian,1,1,0,,,,,,
Unknown,Unknown,Hispanic,10,9,2,,,,,,
Unknown,Unknown,Other,79,74,7,,,,,,
Unknown,Unknown,Unknown,12,11,2,,,,,,
Unknown,Unknown,White,15,14,1,,,,,,
Grand Total,Total,Total,31651420,17330702,14928063,,,,,,
