Gender,Age Group,Race/Ethnicity,Doses Administered,People Vaccinated with at least One Dose,People Fully Vaccinated
Female,16-49 years,Asian,80481,50466,30015
Female,16-49 years,Black,59773,38082,21691
Female,16-49 years,Hispanic,245364,162368,82996
Female,16-49 years,White,335111,211548,123563
Female,16-49 years,Other,102612,64971,37641
Female,16-49 years,Unknown,343641,203166,140475
Female,50-64 years,Asian,45207,29556,15651
Female,50-64 years,Black,58836,39303,19533
Female,50-64 years,Hispanic,161595,110759,50836
Female,50-64 years,White,285491,190178,95313
Female,50-64 years,Other,68398,44440,23958
Female,50-64 years,Unknown,225681,135501,90180
Female,65-79 years,Asian,53387,33190,20197
Female,65-79 years,Black,66313,43359,22954
Female,65-79 years,Hispanic,157971,106479,51492
Female,65-79 years,White,513598,331652,181946
Female,65-79 years,Other,82263,52947,29316
Female,65-79 years,Unknown,246329,150979,95350
Female,80+ years,Asian,11217,6907,4310
Female,80+ years,Black,14212,9373,4839
Female,80+ years,Hispanic,40283,27675,12608
Female,80+ years,White,147296,95230,52066
Female,80+ years,Other,59814,38069,21745
Female,80+ years,Unknown,87973,55471,32502
Female,Unknown,Asian,32,27,5
Female,Unknown,Black,40,31,9
Female,Unknown,Hispanic,252,216,36
Female,Unknown,White,289,251,38
Female,Unknown,Other,40,35,5
Female,Unknown,Unknown,946,816,130
Male,16-49 years,Asian,58470,37721,20749
Male,16-49 years,Black,29794,19721,10073
Male,16-49 years,Hispanic,153868,105072,48796
Male,16-49 years,White,201085,132033,69052
Male,16-49 years,Other,55063,35838,19225
Male,16-49 years,Unknown,211623,126446,85177
Male,50-64 years,Asian,36146,24057,12089
Male,50-64 years,Black,36505,25131,11374
Male,50-64 years,Hispanic,114916,80415,34501
Male,50-64 years,White,207679,141640,66039
Male,50-64 years,Other,41233,27262,13971
Male,50-64 years,Unknown,154869,94138,60731
Male,65-79 years,Asian,46867,29150,17717
Male,65-79 years,Black,43218,28436,14782
Male,65-79 years,Hispanic,118409,79702,38707
Male,65-79 years,White,440183,283585,156598
Male,65-79 years,Other,62176,39975,22201
Male,65-79 years,Unknown,204984,125204,79780
Male,80+ years,Asian,9534,5751,3783
Male,80+ years,Black,7099,4603,2496
Male,80+ years,Hispanic,24683,16855,7828
Male,80+ years,White,114165,72533,41632
Male,80+ years,Other,26775,17076,9699
Male,80+ years,Unknown,56746,35543,21203
Male,Unknown,Asian,44,35,9
Male,Unknown,Black,34,31,3
Male,Unknown,Hispanic,190,161,29
Male,Unknown,White,237,210,27
Male,Unknown,Other,49,42,7
Male,Unknown,Unknown,640,561,79
Unknown,16-49 years,Asian,1066,650,416
Unknown,16-49 years,Black,627,382,245
Unknown,16-49 years,Hispanic,1578,975,603
Unknown,16-49 years,White,3011,1828,1183
Unknown,16-49 years,Other,2280,1309,971
Unknown,16-49 years,Unknown,16818,12052,4766
Unknown,50-64 years,Asian,687,397,290
Unknown,50-64 years,Black,696,419,277
Unknown,50-64 years,Hispanic,811,530,281
Unknown,50-64 years,White,2580,1543,1037
Unknown,50-64 years,Other,1498,875,623
Unknown,50-64 years,Unknown,17333,12427,4906
Unknown,65-79 years,Asian,1936,1043,893
Unknown,65-79 years,Black,1348,763,585
Unknown,65-79 years,Hispanic,1752,1061,691
Unknown,65-79 years,White,12596,6832,5764
Unknown,65-79 years,Other,5331,2830,2501
Unknown,65-79 years,Unknown,27602,19134,8468
Unknown,80+ years,Asian,327,181,146
Unknown,80+ years,Black,208,117,91
Unknown,80+ years,Hispanic,353,227,126
Unknown,80+ years,White,2450,1344,1106
Unknown,80+ years,Other,944,505,439
Unknown,80+ years,Unknown,5637,4417,1220
Unknown,Unknown,Asian,1,1,0
Unknown,Unknown,Black,1,1,0
Unknown,Unknown,Hispanic,5,5,0
Unknown,Unknown,White,10,10,0
Unknown,Unknown,Other,2,2,0
Unknown,Unknown,Unknown,60,49,11
Texas,Total,Total,6061277,3893881,2167396
