Gender,Age Group,Race/Ethnicity,Doses Administered,People Vaccinated with at least One Dose,People Fully Vaccinated,,,,,,,,,
Female,16-49 years,Asian,59782,37937,21845,,,,,,,,,
Female,16-49 years,Black,43434,28383,15051,,,,,,,,,
Female,16-49 years,Hispanic,152094,103707,48387,,,,,,,,,
Female,16-49 years,White,241897,154937,86960,,,,,,,,,
Female,16-49 years,Other,80531,54035,26496,,,,,,,,,
Female,16-49 years,Unknown,322926,209617,113309,,,,,,,,,
Female,50-64 years,Asian,30152,20391,9761,,,,,,,,,
Female,50-64 years,Black,38143,26546,11597,,,,,,,,,
Female,50-64 years,Hispanic,88569,65141,23428,,,,,,,,,
Female,50-64 years,White,179943,125875,54068,,,,,,,,,
Female,50-64 years,Other,51472,36139,15333,,,,,,,,,
Female,50-64 years,Unknown,209013,143088,65925,,,,,,,,,
Female,65-79 years,Asian,34234,24901,9333,,,,,,,,,
Female,65-79 years,Black,39369,30468,8901,,,,,,,,,
Female,65-79 years,Hispanic,82992,63987,19005,,,,,,,,,
Female,65-79 years,White,315480,235636,79844,,,,,,,,,
Female,65-79 years,Other,59602,42997,16605,,,,,,,,,
Female,65-79 years,Unknown,228970,168125,60845,,,,,,,,,
Female,80+ years,Asian,7308,5212,2096,,,,,,,,,
Female,80+ years,Black,8664,6644,2020,,,,,,,,,
Female,80+ years,Hispanic,20651,16123,4528,,,,,,,,,
Female,80+ years,White,94383,69157,25226,,,,,,,,,
Female,80+ years,Other,51301,35307,15994,,,,,,,,,
Female,80+ years,Unknown,81826,59626,22200,,,,,,,,,
Female,Unknown,Asian,24,21,3,,,,,,,,,
Female,Unknown,Black,33,26,7,,,,,,,,,
Female,Unknown,Hispanic,168,153,15,,,,,,,,,
Female,Unknown,White,232,207,25,,,,,,,,,
Female,Unknown,Other,31,26,5,,,,,,,,,
Female,Unknown,Unknown,917,822,95,,,,,,,,,
Male,16-49 years,Asian,40785,26584,14201,,,,,,,,,
Male,16-49 years,Black,20059,13524,6535,,,,,,,,,
Male,16-49 years,Hispanic,87746,62338,25408,,,,,,,,,
Male,16-49 years,White,133924,89438,44486,,,,,,,,,
Male,16-49 years,Other,40593,27658,12935,,,,,,,,,
Male,16-49 years,Unknown,197603,130561,67042,,,,,,,,,
Male,50-64 years,Asian,22721,15833,6888,,,,,,,,,
Male,50-64 years,Black,22367,16177,6190,,,,,,,,,
Male,50-64 years,Hispanic,60357,45429,14928,,,,,,,,,
Male,50-64 years,White,124004,89297,34707,,,,,,,,,
Male,50-64 years,Other,29474,20933,8541,,,,,,,,,
Male,50-64 years,Unknown,141778,98773,43005,,,,,,,,,
Male,65-79 years,Asian,30275,21935,8340,,,,,,,,,
Male,65-79 years,Black,25584,19755,5829,,,,,,,,,
Male,65-79 years,Hispanic,63086,48413,14673,,,,,,,,,
Male,65-79 years,White,271285,201901,69384,,,,,,,,,
Male,65-79 years,Other,44221,31803,12418,,,,,,,,,
Male,65-79 years,Unknown,189439,138588,50851,,,,,,,,,
Male,80+ years,Asian,6366,4440,1926,,,,,,,,,
Male,80+ years,Black,4336,3262,1074,,,,,,,,,
Male,80+ years,Hispanic,12792,9922,2870,,,,,,,,,
Male,80+ years,White,75102,53626,21476,,,,,,,,,
Male,80+ years,Other,22099,15373,6726,,,,,,,,,
Male,80+ years,Unknown,52910,38710,14200,,,,,,,,,
Male,Unknown,Asian,30,22,8,,,,,,,,,
Male,Unknown,Black,23,21,2,,,,,,,,,
Male,Unknown,Hispanic,114,104,10,,,,,,,,,
Male,Unknown,White,194,174,20,,,,,,,,,
Male,Unknown,Other,35,32,3,,,,,,,,,
Male,Unknown,Unknown,617,565,52,,,,,,,,,
Unknown,16-49 years,Asian,947,631,316,,,,,,,,,
Unknown,16-49 years,Black,580,398,182,,,,,,,,,
Unknown,16-49 years,Hispanic,1332,907,425,,,,,,,,,
Unknown,16-49 years,White,2792,1812,980,,,,,,,,,
Unknown,16-49 years,Other,2178,1303,875,,,,,,,,,
Unknown,16-49 years,Unknown,10287,8395,1892,,,,,,,,,
Unknown,50-64 years,Asian,657,435,222,,,,,,,,,
Unknown,50-64 years,Black,598,418,180,,,,,,,,,
Unknown,50-64 years,Hispanic,654,494,160,,,,,,,,,
Unknown,50-64 years,White,2374,1569,805,,,,,,,,,
Unknown,50-64 years,Other,1316,812,504,,,,,,,,,
Unknown,50-64 years,Unknown,10554,8337,2217,,,,,,,,,
Unknown,65-79 years,Asian,1967,1228,739,,,,,,,,,
Unknown,65-79 years,Black,1230,833,397,,,,,,,,,
Unknown,65-79 years,Hispanic,1411,984,427,,,,,,,,,
Unknown,65-79 years,White,11715,7488,4227,,,,,,,,,
Unknown,65-79 years,Other,4879,2953,1926,,,,,,,,,
Unknown,65-79 years,Unknown,18879,13076,5803,,,,,,,,,
Unknown,80+ years,Asian,335,217,118,,,,,,,,,
Unknown,80+ years,Black,182,128,54,,,,,,,,,
Unknown,80+ years,Hispanic,268,180,88,,,,,,,,,
Unknown,80+ years,White,2190,1435,755,,,,,,,,,
Unknown,80+ years,Other,866,532,334,,,,,,,,,
Unknown,80+ years,Unknown,3033,2202,831,,,,,,,,,
Unknown,Unknown,Asian,1,1,0,,,,,,,,,
Unknown,Unknown,Black,1,1,0,,,,,,,,,
Unknown,Unknown,Hispanic,5,5,0,,,,,,,,,
Unknown,Unknown,White,10,10,0,,,,,,,,,
Unknown,Unknown,Other,1,1,0,,,,,,,,,
Unknown,Unknown,Unknown,50,41,9,,,,,,,,,
Texas,Total,Total,4325352,3047251,1278101,,,,,,,,,
