Gender ,Age Group,Race/Ethnicity,Doses Administered,People Vaccinated with at least One Dose,People Fully Vaccinated ,People with Booster Doses,,,,,
Female,2022-05-11 00:00:00,Asian,42920,25466,17435,19,,,,,
Female,2022-05-11 00:00:00,Black,28194,18371,9814,10,,,,,
Female,2022-05-11 00:00:00,Hispanic,239263,157475,81714,98,,,,,
Female,2022-05-11 00:00:00,Other,113445,69961,43408,88,,,,,
Female,2022-05-11 00:00:00,Unknown,21788,15215,6568,6,,,,,
Female,2022-05-11 00:00:00,White,100610,60718,39846,61,,,,,
Female,2022-12-15 00:00:00,Asian,46641,24288,21276,1085,,,,,
Female,2022-12-15 00:00:00,Black,66260,36261,29274,729,,,,,
Female,2022-12-15 00:00:00,Hispanic,468295,259786,202716,5870,,,,,
Female,2022-12-15 00:00:00,Other,217114,114885,97419,4825,,,,,
Female,2022-12-15 00:00:00,Unknown,21158,12887,8056,216,,,,,
Female,2022-12-15 00:00:00,White,181637,97002,80698,3963,,,,,
Female,16-49,Asian,679272,315105,275514,102865,,,,,
Female,16-49,Black,867259,441884,370685,76921,,,,,
Female,16-49,Hispanic,3906389,2011905,1684737,349315,,,,,
Female,16-49,Other,1611178,767377,670872,221913,,,,,
Female,16-49,Unknown,449006,250911,186738,27115,,,,,
Female,16-49,White,2888223,1426671,1235123,340337,,,,,
Female,50-64,Asian,226212,100519,88770,42348,,,,,
Female,50-64,Black,462117,209071,187406,78335,,,,,
Female,50-64,Hispanic,1443646,671659,583218,228323,,,,,
Female,50-64,Other,893370,379222,347650,188008,,,,,
Female,50-64,Unknown,201652,107485,81122,20107,,,,,
Female,50-64,White,1739979,797424,717217,294381,,,,,
Female,65-79,Asian,110323,47585,41076,23525,,,,,
Female,65-79,Black,256937,108160,98467,55758,,,,,
Female,65-79,Hispanic,759015,331791,287381,153607,,,,,
Female,65-79,Other,842878,328814,307097,216855,,,,,
Female,65-79,Unknown,126983,66499,48821,14922,,,,,
Female,65-79,White,1496389,633287,575872,323589,,,,,
Female,80+,Asian,20740,9074,7757,4342,,,,,
Female,80+,Black,55855,24044,21520,11778,,,,,
Female,80+,Hispanic,185034,82218,70253,36094,,,,,
Female,80+,Other,278716,110237,101785,69089,,,,,
Female,80+,Unknown,46127,24568,17655,4842,,,,,
Female,80+,White,445086,187632,169785,97977,,,,,
Female,Unknown,Asian,111,86,31,0,,,,,
Female,Unknown,Black,174,141,42,,,,,,
Female,Unknown,Hispanic,1036,860,237,,,,,,
Female,Unknown,Other,196,155,44,0,,,,,
Female,Unknown,Unknown,803,697,118,,,,,,
Female,Unknown,White,699,557,180,6,,,,,
Male,2022-05-11 00:00:00,Asian,45240,26840,18375,25,,,,,
Male,2022-05-11 00:00:00,Black,28419,18605,9802,17,,,,,
Male,2022-05-11 00:00:00,Hispanic,242289,159591,82624,99,,,,,
Male,2022-05-11 00:00:00,Other,115923,71482,44378,75,,,,,
Male,2022-05-11 00:00:00,Unknown,22716,15956,6754,9,,,,,
Male,2022-05-11 00:00:00,White,104814,63098,41660,78,,,,,
Male,2022-12-15 00:00:00,Asian,48017,25010,21929,1081,,,,,
Male,2022-12-15 00:00:00,Black,65406,35863,28780,770,,,,,
Male,2022-12-15 00:00:00,Hispanic,463634,259455,198565,5681,,,,,
Male,2022-12-15 00:00:00,Other,218145,115586,97705,4878,,,,,
Male,2022-12-15 00:00:00,Unknown,22010,13534,8296,186,,,,,
Male,2022-12-15 00:00:00,White,183174,98382,81050,3769,,,,,
Male,16-49,Asian,658629,319178,278637,94660,,,,,
Male,16-49,Black,693595,364491,300127,56424,,,,,
Male,16-49,Hispanic,3479811,1868584,1520840,259588,,,,,
Male,16-49,Other,1434159,711686,609004,178344,,,,,
Male,16-49,Unknown,386513,228493,163661,18275,,,,,
Male,16-49,White,2629842,1338119,1148462,287839,,,,,
Male,50-64,Asian,209341,93365,83392,40163,,,,,
Male,50-64,Black,385211,180976,158756,60756,,,,,
Male,50-64,Hispanic,1302768,621393,538038,187910,,,,,
Male,50-64,Other,737338,321549,291705,147238,,,,,
Male,50-64,Unknown,175272,97290,71964,14888,,,,,
Male,50-64,White,1619997,761210,677787,260483,,,,,
Male,65-79,Asian,94149,40224,34765,20637,,,,,
Male,65-79,Black,176507,76085,67292,37924,,,,,
Male,65-79,Hispanic,601015,263204,228056,122631,,,,,
Male,65-79,Other,665245,261448,241831,170698,,,,,
Male,65-79,Unknown,113924,60125,43660,13407,,,,,
Male,65-79,White,1306208,558939,502169,280408,,,,,
Male,80+,Asian,16542,7041,6104,3704,,,,,
Male,80+,Black,25770,11280,9692,5510,,,,,
Male,80+,Hispanic,111836,49351,41959,22811,,,,,
Male,80+,Other,167566,65611,59953,43567,,,,,
Male,80+,Unknown,30750,16540,11403,3404,,,,,
Male,80+,White,317697,133658,118824,72299,,,,,
Male,Unknown,Asian,116,89,31,0,,,,,
Male,Unknown,Black,127,103,32,,,,,,
Male,Unknown,Hispanic,979,818,232,,,,,,
Male,Unknown,Other,183,145,51,,,,,,
Male,Unknown,Unknown,560,486,83,0,,,,,
Male,Unknown,White,638,508,168,,,,,,
Unknown,2022-05-11 00:00:00,Asian,30,21,9,0,,,,,
Unknown,2022-05-11 00:00:00,Black,7,5,2,0,,,,,
Unknown,2022-05-11 00:00:00,Hispanic,102,74,29,0,,,,,
Unknown,2022-05-11 00:00:00,Other,65,52,13,0,,,,,
Unknown,2022-05-11 00:00:00,Unknown,112,86,25,,,,,,
Unknown,2022-05-11 00:00:00,White,39,30,9,0,,,,,
Unknown,2022-12-15 00:00:00,Asian,43,25,18,0,,,,,
Unknown,2022-12-15 00:00:00,Black,34,21,13,0,,,,,
Unknown,2022-12-15 00:00:00,Hispanic,181,131,52,0,,,,,
Unknown,2022-12-15 00:00:00,Other,96,65,31,0,,,,,
Unknown,2022-12-15 00:00:00,Unknown,85,59,26,0,,,,,
Unknown,2022-12-15 00:00:00,White,123,78,46,0,,,,,
Unknown,16-49,Asian,1552,873,687,89,,,,,
Unknown,16-49,Black,1668,955,761,53,,,,,
Unknown,16-49,Hispanic,13396,8051,7010,384,,,,,
Unknown,16-49,Other,11731,7082,5193,337,,,,,
Unknown,16-49,Unknown,6072,3756,2482,162,,,,,
Unknown,16-49,White,8159,4513,3792,220,,,,,
Unknown,50-64,Asian,675,354,293,54,,,,,
Unknown,50-64,Black,764,409,340,59,,,,,
Unknown,50-64,Hispanic,7091,3782,3357,335,,,,,
Unknown,50-64,Other,7615,4359,3387,321,,,,,
Unknown,50-64,Unknown,2072,1210,868,122,,,,,
Unknown,50-64,White,4678,2519,2163,162,,,,,
Unknown,65-79,Asian,528,255,216,62,,,,,
Unknown,65-79,Black,504,265,219,42,,,,,
Unknown,65-79,Hispanic,3544,1882,1578,204,,,,,
Unknown,65-79,Other,4558,2583,1913,253,,,,,
Unknown,65-79,Unknown,1320,740,514,91,,,,,
Unknown,65-79,White,3633,1937,1628,143,,,,,
Unknown,80+,Asian,115,60,48,7,,,,,
Unknown,80+,Black,111,63,42,13,,,,,
Unknown,80+,Hispanic,789,420,347,47,,,,,
Unknown,80+,Other,1108,684,414,46,,,,,
Unknown,80+,Unknown,405,250,139,21,,,,,
Unknown,80+,White,973,533,414,51,,,,,
Unknown,Unknown,Asian,1,1,0,0,,,,,
Unknown,Unknown,Hispanic,7,7,1,0,,,,,
Unknown,Unknown,Other,75,70,6,0,,,,,
Unknown,Unknown,Unknown,15,14,2,0,,,,,
Unknown,Unknown,White,18,17,1,0,,,,,
Grand Total,Total,Total,40528899,19731635,16702081,5422856,,,,,
