Gender ,Agegrp,Race/Ethnicity,Doses Administered,People Vaccinated with at least One Dose,People Fully Vaccinated ,People with Booster Doses,,,,,
Female,2022-05-11 00:00:00,Asian,54277,29620,24597,60,,,,,
Female,2022-05-11 00:00:00,Black,42677,24110,18527,41,,,,,
Female,2022-05-11 00:00:00,Hispanic,443700,276573,166635,512,,,,,
Female,2022-05-11 00:00:00,Other,159939,89480,70247,217,,,,,
Female,2022-05-11 00:00:00,Unknown,31115,19634,11468,16,,,,,
Female,2022-05-11 00:00:00,White,131868,73898,57821,155,,,,,
Female,2022-12-15 00:00:00,Asian,51896,24877,21967,5060,,,,,
Female,2022-12-15 00:00:00,Black,72978,38021,31540,3421,,,,,
Female,2022-12-15 00:00:00,Hispanic,564008,306362,229538,28239,,,,,
Female,2022-12-15 00:00:00,Other,242505,120593,104109,17819,,,,,
Female,2022-12-15 00:00:00,Unknown,22794,13764,8409,623,,,,,
Female,2022-12-15 00:00:00,White,196446,99548,83904,13023,,,,,
Female,16-49,Asian,712085,320886,278064,127446,,,,,
Female,16-49,Black,934628,460929,390511,106077,,,,,
Female,16-49,Hispanic,4270190,2150799,1768042,497943,,,,,
Female,16-49,Other,1738537,806580,705332,277895,,,,,
Female,16-49,Unknown,449411,252071,179591,33448,,,,,
Female,16-49,White,3023231,1459721,1265025,414706,,,,,
Female,50-64,Asian,235418,102373,89241,49223,,,,,
Female,50-64,Black,485257,211466,190777,95751,,,,,
Female,50-64,Hispanic,1557493,706422,602124,289795,,,,,
Female,50-64,Other,956252,396281,363277,219179,,,,,
Female,50-64,Unknown,196521,104517,75906,22940,,,,,
Female,50-64,White,1801547,805691,725557,340031,,,,,
Female,65-79,Asian,114407,48630,41420,26217,,,,,
Female,65-79,Black,266580,108571,99288,64156,,,,,
Female,65-79,Hispanic,808217,345305,295742,181332,,,,,
Female,65-79,Other,891540,340696,319384,241820,,,,,
Female,65-79,Unknown,120708,63138,44989,15664,,,,,
Female,65-79,White,1538595,637175,580277,357676,,,,,
Female,80+,Asian,21441,9212,7813,4849,,,,,
Female,80+,Black,57949,24219,21698,13515,,,,,
Female,80+,Hispanic,196953,85440,72362,42772,,,,,
Female,80+,Other,291439,112886,104729,76329,,,,,
Female,80+,Unknown,44507,23651,16619,5124,,,,,
Female,80+,White,457784,188830,171060,108250,,,,,
Female,Unknown,Asian,127,95,37,,,,,,
Female,Unknown,Black,189,152,43,6,,,,,
Female,Unknown,Hispanic,1457,1244,274,8,,,,,
Female,Unknown,Other,225,182,46,0,,,,,
Female,Unknown,Unknown,810,704,119,,,,,,
Female,Unknown,White,740,580,194,10,,,,,
Male,2022-05-11 00:00:00,Asian,57016,31170,25788,59,,,,,
Male,2022-05-11 00:00:00,Black,43125,24442,18646,37,,,,,
Male,2022-05-11 00:00:00,Hispanic,446783,278811,167484,512,,,,,
Male,2022-05-11 00:00:00,Other,163020,91270,71504,253,,,,,
Male,2022-05-11 00:00:00,Unknown,32384,20521,11836,29,,,,,
Male,2022-05-11 00:00:00,White,137160,76804,60212,151,,,,,
Male,2022-12-15 00:00:00,Asian,53044,25551,22552,4944,,,,,
Male,2022-12-15 00:00:00,Black,71868,37505,30945,3425,,,,,
Male,2022-12-15 00:00:00,Hispanic,558666,306630,225294,26852,,,,,
Male,2022-12-15 00:00:00,Other,242992,121242,104262,17514,,,,,
Male,2022-12-15 00:00:00,Unknown,23519,14331,8645,552,,,,,
Male,2022-12-15 00:00:00,White,198086,101116,84367,12634,,,,,
Male,16-49,Asian,693338,329057,283195,117194,,,,,
Male,16-49,Black,744209,378897,314949,78536,,,,,
