Gender ,Age Group,Race/Ethnicity,Doses Administered,People Vaccinated with at least One Dose,People Fully Vaccinated ,People with Booster Doses,,,,,
Female,2022-05-11 00:00:00,Asian,37926,23120,14793,13,,,,,
Female,2022-05-11 00:00:00,Black,22704,15012,7690,,,,,,
Female,2022-05-11 00:00:00,Hispanic,195634,131082,64514,56,,,,,
Female,2022-05-11 00:00:00,Other,96474,60218,36216,50,,,,,
Female,2022-05-11 00:00:00,Unknown,18431,13166,5262,,,,,,
Female,2022-05-11 00:00:00,White,88896,54296,34575,36,,,,,
Female,2022-12-15 00:00:00,Asian,45421,24157,21187,85,,,,,
Female,2022-12-15 00:00:00,Black,64532,35470,28938,128,,,,,
Female,2022-12-15 00:00:00,Hispanic,453095,253522,198794,856,,,,,
Female,2022-12-15 00:00:00,Other,208527,112425,95631,486,,,,,
Female,2022-12-15 00:00:00,Unknown,20481,12524,7935,23,,,,,
Female,2022-12-15 00:00:00,White,176124,95852,79917,380,,,,,
Female,16-49,Asian,661141,312541,275100,87721,,,,,
Female,16-49,Black,844212,435615,366455,64200,,,,,
Female,16-49,Hispanic,3792064,1979206,1665835,284848,,,,,
Female,16-49,Other,1553844,751435,658184,192359,,,,,
Female,16-49,Unknown,452577,252941,191156,24396,,,,,
Female,16-49,White,2818503,1411905,1226694,293097,,,,,
Female,50-64,Asian,221036,99647,88690,38128,,,,,
Female,50-64,Black,452136,207986,186516,70330,,,,,
Female,50-64,Hispanic,1402305,661920,578224,201282,,,,,
Female,50-64,Other,868587,373363,342413,173940,,,,,
Female,50-64,Unknown,203519,108692,83489,18530,,,,,
Female,50-64,White,1704692,792751,714189,266489,,,,,
Female,65-79,Asian,108580,47167,41033,22238,,,,,
Female,65-79,Black,252764,107875,98245,52105,,,,,
Female,65-79,Hispanic,742658,327847,285544,142975,,,,,
Female,65-79,Other,828914,325742,304297,208594,,,,,
Female,65-79,Unknown,128148,67147,50071,14241,,,,,
Female,65-79,White,1475814,631073,574390,306613,,,,,
Female,80+,Asian,20411,9019,7760,4069,,,,,
Female,80+,Black,54910,23959,21441,10993,,,,,
Female,80+,Hispanic,181299,81357,69832,33630,,,,,
Female,80+,Other,274894,109549,101080,66633,,,,,
Female,80+,Unknown,46400,24739,17995,4613,,,,,
Female,80+,White,439300,187065,169445,93078,,,,,
Female,Unknown,Asian,107,82,31,0,,,,,
Female,Unknown,Black,172,140,42,,,,,,
Female,Unknown,Hispanic,986,819,230,,,,,,
Female,Unknown,Other,178,142,39,0,,,,,
Female,Unknown,Unknown,795,690,117,,,,,,
Female,Unknown,White,681,540,178,7,,,,,
Male,2022-05-11 00:00:00,Asian,39897,24379,15500,18,,,,,
Male,2022-05-11 00:00:00,Black,22794,15093,7695,11,,,,,
Male,2022-05-11 00:00:00,Hispanic,198123,132742,65343,60,,,,,
Male,2022-05-11 00:00:00,Other,98587,61573,36974,49,,,,,
Male,2022-05-11 00:00:00,Unknown,18922,13611,5308,6,,,,,
Male,2022-05-11 00:00:00,White,92411,56377,36013,41,,,,,
Male,2022-12-15 00:00:00,Asian,46876,24935,21864,80,,,,,
Male,2022-12-15 00:00:00,Black,63575,35068,28346,169,,,,,
Male,2022-12-15 00:00:00,Hispanic,448321,253018,194533,836,,,,,
Male,2022-12-15 00:00:00,Other,209640,113217,95912,533,,,,,
Male,2022-12-15 00:00:00,Unknown,21343,13166,8162,21,,,,,
Male,2022-12-15 00:00:00,White,177892,97308,80258,353,,,,,
Male,16-49,Asian,640568,315937,277705,80308,,,,,
Male,16-49,Black,676047,359105,297005,47136,,,,,
Male,16-49,Hispanic,3384973,1837965,1504234,210065,,,,,
Male,16-49,Other,1384024,696556,597085,154105,,,,,
Male,16-49,Unknown,386144,227794,166327,16021,,,,,
Male,16-49,White,2569071,1323793,1140794,247821,,,,,
Male,50-64,Asian,204745,92788,83290,36216,,,,,
Male,50-64,Black,376959,179809,158022,54393,,,,,
Male,50-64,Hispanic,1266186,612746,533381,164123,,,,,
Male,50-64,Other,716194,316014,286984,135944,,,,,
Male,50-64,Unknown,176157,97930,73684,13522,,,,,
Male,50-64,White,1588338,756180,674829,236318,,,,,
Male,65-79,Asian,92560,39776,34700,19564,,,,,
Male,65-79,Black,173849,75864,67144,35639,,,,,
Male,65-79,Hispanic,587703,260240,226395,113874,,,,,
Male,65-79,Other,654511,258966,239642,164493,,,,,
Male,65-79,Unknown,114732,60650,44628,12760,,,,,
Male,65-79,White,1289125,556876,500963,266481,,,,,
Male,80+,Asian,16292,6989,6086,3525,,,,,
Male,80+,Black,25462,11251,9677,5244,,,,,
Male,80+,Hispanic,109612,48813,41683,21376,,,,,
Male,80+,Other,165427,65168,59541,42264,,,,,
Male,80+,Unknown,30868,16617,11595,3266,,,,,
Male,80+,White,313965,133227,118575,69239,,,,,
Male,Unknown,Asian,105,81,27,0,,,,,
Male,Unknown,Black,124,100,32,,,,,,
Male,Unknown,Hispanic,919,771,219,,,,,,
Male,Unknown,Other,165,133,45,,,,,,
Male,Unknown,Unknown,551,481,79,0,,,,,
Male,Unknown,White,618,494,162,,,,,,
Unknown,2022-05-11 00:00:00,Asian,27,20,7,0,,,,,
Unknown,2022-05-11 00:00:00,Black,6,4,2,0,,,,,
Unknown,2022-05-11 00:00:00,Hispanic,94,67,28,0,,,,,
Unknown,2022-05-11 00:00:00,Other,58,45,13,0,,,,,
Unknown,2022-05-11 00:00:00,Unknown,83,63,19,,,,,,
Unknown,2022-05-11 00:00:00,White,40,30,10,0,,,,,
Unknown,2022-12-15 00:00:00,Asian,49,28,21,0,,,,,
Unknown,2022-12-15 00:00:00,Black,35,22,13,0,,,,,
Unknown,2022-12-15 00:00:00,Hispanic,174,124,52,0,,,,,
Unknown,2022-12-15 00:00:00,Other,94,64,30,0,,,,,
Unknown,2022-12-15 00:00:00,Unknown,82,55,27,0,,,,,
Unknown,2022-12-15 00:00:00,White,130,81,50,0,,,,,
Unknown,16-49,Asian,1579,888,711,80,,,,,
Unknown,16-49,Black,1704,975,786,47,,,,,
Unknown,16-49,Hispanic,13797,8299,7249,314,,,,,
Unknown,16-49,Other,12307,7380,5537,293,,,,,
Unknown,16-49,Unknown,6234,3858,2564,147,,,,,
Unknown,16-49,White,8572,4726,4022,195,,,,,
Unknown,50-64,Asian,710,372,311,53,,,,,
Unknown,50-64,Black,792,429,359,50,,,,,
Unknown,50-64,Hispanic,7450,3989,3554,300,,,,,
Unknown,50-64,Other,8099,4627,3655,290,,,,,
Unknown,50-64,Unknown,2152,1254,913,113,,,,,
Unknown,50-64,White,4936,2658,2302,151,,,,,
Unknown,65-79,Asian,557,269,230,63,,,,,
Unknown,65-79,Black,529,280,233,39,,,,,
Unknown,65-79,Hispanic,3706,1977,1666,186,,,,,
Unknown,65-79,Other,4749,2689,2009,248,,,,,
Unknown,65-79,Unknown,1342,756,531,80,,,,,
Unknown,65-79,White,3807,2031,1714,137,,,,,
Unknown,80+,Asian,119,62,50,7,,,,,
Unknown,80+,Black,112,65,43,11,,,,,
Unknown,80+,Hispanic,823,438,365,46,,,,,
Unknown,80+,Other,1151,706,437,45,,,,,
Unknown,80+,Unknown,413,253,142,23,,,,,
Unknown,80+,White,996,546,429,47,,,,,
Unknown,Unknown,Asian,1,1,0,0,,,,,
Unknown,Unknown,Hispanic,7,7,1,0,,,,,
Unknown,Unknown,Other,75,70,6,0,,,,,
Unknown,Unknown,Unknown,15,14,2,0,,,,,
Unknown,Unknown,White,17,16,1,0,,,,,
Grand Total,Total,Total,39431870,19407637,16504702,4836084,,,,,
