Gender ,Age Group,Race/Ethnicity,Doses Administered,People Vaccinated with at least One Dose,People Fully Vaccinated ,People with Booster Doses,,,,,
Female,2022-05-11 00:00:00,Asian,47862,27275,20553,34,,,,,
Female,2022-05-11 00:00:00,Black,34473,21025,13438,13,,,,,
Female,2022-05-11 00:00:00,Hispanic,291022,185205,105684,159,,,,,
Female,2022-05-11 00:00:00,Other,132739,78699,53934,121,,,,,
Female,2022-05-11 00:00:00,Unknown,25392,17099,8286,8,,,,,
Female,2022-05-11 00:00:00,White,112737,66062,46610,79,,,,,
Female,2022-12-15 00:00:00,Asian,49338,24547,21509,3290,,,,,
Female,2022-12-15 00:00:00,Black,69114,37015,30056,2047,,,,,
Female,2022-12-15 00:00:00,Hispanic,493212,268357,209473,15459,,,,,
Female,2022-12-15 00:00:00,Other,229461,117479,100070,11928,,,,,
Female,2022-12-15 00:00:00,Unknown,21282,12992,7927,365,,,,,
Female,2022-12-15 00:00:00,White,188461,97888,81656,8943,,,,,
Female,16-49,Asian,693700,317516,276076,114331,,,,,
Female,16-49,Black,889292,447784,375856,88047,,,,,
Female,16-49,Hispanic,4021668,2047110,1706816,408492,,,,,
Female,16-49,Other,1660673,781820,683005,245562,,,,,
Female,16-49,Unknown,446767,249769,183403,29225,,,,,
Female,16-49,White,2941401,1438257,1243517,374155,,,,,
Female,50-64,Asian,229926,101215,88851,45291,,,,,
Female,50-64,Black,470532,209855,188344,85036,,,,,
Female,50-64,Hispanic,1483292,681988,588616,252483,,,,,
Female,50-64,Other,915433,385048,352661,199509,,,,,
Female,50-64,Unknown,200115,106559,79284,21201,,,,,
Female,50-64,White,1765194,800550,719789,314124,,,,,
Female,65-79,Asian,111666,47960,41117,24451,,,,,
Female,65-79,Black,260125,108304,98626,58634,,,,,
Female,65-79,Hispanic,774074,335508,289327,163076,,,,,
Female,65-79,Other,855610,331976,310025,223668,,,,,
Female,65-79,Unknown,125803,65782,47799,15400,,,,,
Female,65-79,White,1511395,634798,576843,336165,,,,,
Female,80+,Asian,20969,9121,7768,4514,,,,,
Female,80+,Black,56614,24108,21557,12430,,,,,
Female,80+,Hispanic,188569,83149,70739,38227,,,,,
Female,80+,Other,282079,110898,102463,71155,,,,,
Female,80+,Unknown,45802,24362,17355,5005,,,,,
Female,80+,White,449786,188125,170146,101846,,,,,
Female,Unknown,Asian,120,91,35,0,,,,,
Female,Unknown,Black,177,144,42,,,,,,
Female,Unknown,Hispanic,1074,897,239,,,,,,
Female,Unknown,Other,206,164,45,0,,,,,
Female,Unknown,Unknown,811,703,120,,,,,,
Female,Unknown,White,711,564,185,6,,,,,
Male,2022-05-11 00:00:00,Asian,50395,28750,21611,34,,,,,
Male,2022-05-11 00:00:00,Black,34786,21279,13491,21,,,,,
Male,2022-05-11 00:00:00,Hispanic,294235,187336,106780,147,,,,,
Male,2022-05-11 00:00:00,Other,135804,80633,55062,128,,,,,
Male,2022-05-11 00:00:00,Unknown,26401,17865,8529,10,,,,,
Male,2022-05-11 00:00:00,White,117377,68618,48684,97,,,,,
Male,2022-12-15 00:00:00,Asian,50655,25254,22107,3297,,,,,
Male,2022-12-15 00:00:00,Black,68122,36533,29581,2015,,,,,
Male,2022-12-15 00:00:00,Hispanic,488580,268529,205323,14798,,,,,
Male,2022-12-15 00:00:00,Other,230008,118181,100120,11732,,,,,
Male,2022-12-15 00:00:00,Unknown,22108,13613,8171,330,,,,,
Male,2022-12-15 00:00:00,White,190015,99354,82011,8677,,,,,
Male,16-49,Asian,672656,322100,279614,105210,,,,,
Male,16-49,Black,710505,369182,304182,64746,,,,,
Male,16-49,Hispanic,3579258,1902629,1541523,306080,,,,,
Male,16-49,Other,1478244,725608,620376,198330,,,,,
Male,16-49,Unknown,388107,229712,162147,20113,,,,,
Male,16-49,White,2676763,1349115,1156280,316932,,,,,
Male,50-64,Asian,212684,93879,83540,42899,,,,,
Male,50-64,Black,392369,181892,159499,66267,,,,,
Male,50-64,Hispanic,1339588,630615,543250,210646,,,,,
Male,50-64,Other,757096,327116,296392,157137,,,,,
Male,50-64,Unknown,174859,96953,70714,15976,,,,,
Male,50-64,White,1643112,764382,680331,278108,,,,,
Male,65-79,Asian,95222,40533,34781,21382,,,,,
Male,65-79,Black,178756,76282,67438,39841,,,,,
Male,65-79,Hispanic,612893,265882,229686,130247,,,,,
Male,65-79,Other,674606,263793,243978,175704,,,,,
Male,65-79,Unknown,113032,59549,42826,13869,,,,,
Male,65-79,White,1318614,560517,503214,290288,,,,,
Male,80+,Asian,16678,7065,6105,3812,,,,,
Male,80+,Black,26057,11303,9711,5754,,,,,
Male,80+,Hispanic,113981,49886,42263,24118,,,,,
Male,80+,Other,169366,65996,60343,44619,,,,,
Male,80+,Unknown,30559,16432,11230,3484,,,,,
Male,80+,White,320517,133991,119041,74583,,,,,
Male,Unknown,Asian,124,92,36,0,,,,,
Male,Unknown,Black,132,107,33,,,,,,
Male,Unknown,Hispanic,1020,850,241,,,,,,
Male,Unknown,Other,198,156,55,,,,,,
Male,Unknown,Unknown,571,495,85,0,,,,,
Male,Unknown,White,646,510,174,,,,,,
Unknown,2022-05-11 00:00:00,Asian,31,22,9,0,,,,,
Unknown,2022-05-11 00:00:00,Black,7,5,2,0,,,,,
Unknown,2022-05-11 00:00:00,Hispanic,111,76,35,0,,,,,
Unknown,2022-05-11 00:00:00,Other,67,51,16,0,,,,,
Unknown,2022-05-11 00:00:00,Unknown,123,89,34,0,,,,,
Unknown,2022-05-11 00:00:00,White,40,32,8,0,,,,,
Unknown,2022-12-15 00:00:00,Asian,34,18,13,,,,,,
Unknown,2022-12-15 00:00:00,Black,32,20,12,0,,,,,
Unknown,2022-12-15 00:00:00,Hispanic,240,191,51,0,,,,,
Unknown,2022-12-15 00:00:00,Other,99,67,31,,,,,,
Unknown,2022-12-15 00:00:00,Unknown,84,59,24,,,,,,
Unknown,2022-12-15 00:00:00,White,122,77,45,,,,,,
Unknown,16-49,Asian,1522,854,668,96,,,,,
Unknown,16-49,Black,1645,941,742,60,,,,,
Unknown,16-49,Hispanic,13170,7934,6804,457,,,,,
Unknown,16-49,Other,11365,6892,4966,362,,,,,
Unknown,16-49,Unknown,5955,3670,2423,184,,,,,
Unknown,16-49,White,7955,4405,3666,246,,,,,
Unknown,50-64,Asian,652,342,281,55,,,,,
Unknown,50-64,Black,738,394,326,60,,,,,
Unknown,50-64,Hispanic,6874,3627,3234,387,,,,,
Unknown,50-64,Other,7270,4171,3205,335,,,,,
Unknown,50-64,Unknown,2023,1172,841,140,,,,,
Unknown,50-64,White,4521,2428,2080,172,,,,,
Unknown,65-79,Asian,516,249,210,62,,,,,
Unknown,65-79,Black,485,252,207,46,,,,,
Unknown,65-79,Hispanic,3481,1813,1546,241,,,,,
Unknown,65-79,Other,4440,2513,1846,266,,,,,
Unknown,65-79,Unknown,1298,713,506,102,,,,,
Unknown,65-79,White,3519,1873,1567,152,,,,,
Unknown,80+,Asian,115,60,48,7,,,,,
Unknown,80+,Black,105,60,41,11,,,,,
Unknown,80+,Hispanic,770,409,337,48,,,,,
Unknown,80+,Other,1077,667,400,45,,,,,
Unknown,80+,Unknown,400,245,138,22,,,,,
Unknown,80+,White,930,511,394,50,,,,,
Unknown,Unknown,Asian,1,1,0,0,,,,,
Unknown,Unknown,Hispanic,7,7,1,0,,,,,
Unknown,Unknown,Other,75,70,6,0,,,,,
Unknown,Unknown,Unknown,15,14,2,0,,,,,
Unknown,Unknown,White,18,17,1,0,,,,,
Grand Total,Total,Total,41587308,20047346,16947169,5929542,,,,,
