Gender,Age Group,Race/Ethnicity,Doses Administered,People Vaccinated with at least One Dose,People Fully Vaccinated,,,,,,,,,
Female,16-49 years,Asian,31746,22670,9076,,,,,,,,,
Female,16-49 years,Black,20581,15659,4922,,,,,,,,,
Female,16-49 years,Hispanic,56227,41390,14837,,,,,,,,,
Female,16-49 years,White,119164,87605,31559,,,,,,,,,
Female,16-49 years,Other,36146,30208,5938,,,,,,,,,
Female,16-49 years,Unknown,198818,158393,40425,,,,,,,,,
Female,50-64 years,Asian,13207,10027,3180,,,,,,,,,
Female,50-64 years,Black,15169,11856,3313,,,,,,,,,
Female,50-64 years,Hispanic,23427,18563,4864,,,,,,,,,
Female,50-64 years,White,68175,54125,14050,,,,,,,,,
Female,50-64 years,Other,19908,17473,2435,,,,,,,,,
Female,50-64 years,Unknown,115249,97603,17646,,,,,,,,,
Female,65-79 years,Asian,9065,8531,534,,,,,,,,,
Female,65-79 years,Black,8866,8351,515,,,,,,,,,
Female,65-79 years,Hispanic,13459,12475,984,,,,,,,,,
Female,65-79 years,White,79706,76002,3704,,,,,,,,,
Female,65-79 years,Other,19439,18149,1290,,,,,,,,,
Female,65-79 years,Unknown,110346,104433,5913,,,,,,,,,
Female,80+ years,Asian,1785,1756,29,,,,,,,,,
Female,80+ years,Black,1822,1807,15,,,,,,,,,
Female,80+ years,Hispanic,2808,2704,104,,,,,,,,,
Female,80+ years,White,22849,22386,463,,,,,,,,,
Female,80+ years,Other,21696,19562,2134,,,,,,,,,
Female,80+ years,Unknown,40653,38541,2112,,,,,,,,,
Female,Unknown,Asian,12,12,0,,,,,,,,,
Female,Unknown,Black,14,11,3,,,,,,,,,
Female,Unknown,Hispanic,31,27,4,,,,,,,,,
Female,Unknown,White,103,99,4,,,,,,,,,
Female,Unknown,Other,14,13,1,,,,,,,,,
Female,Unknown,Unknown,675,645,30,,,,,,,,,
Male,16-49 years,Asian,20571,14780,5791,,,,,,,,,
Male,16-49 years,Black,8693,6711,1982,,,,,,,,,
Male,16-49 years,Hispanic,28629,21368,7261,,,,,,,,,
Male,16-49 years,White,58687,44531,14156,,,,,,,,,
Male,16-49 years,Other,17296,14248,3048,,,,,,,,,
Male,16-49 years,Unknown,116312,93939,22373,,,,,,,,,
Male,50-64 years,Asian,9130,7096,2034,,,,,,,,,
Male,50-64 years,Black,7584,6207,1377,,,,,,,,,
Male,50-64 years,Hispanic,14545,11725,2820,,,,,,,,,
Male,50-64 years,White,41845,34184,7661,,,,,,,,,
Male,50-64 years,Other,10776,9406,1370,,,,,,,,,
Male,50-64 years,Unknown,75455,64751,10704,,,,,,,,,
Male,65-79 years,Asian,8180,7710,470,,,,,,,,,
Male,65-79 years,Black,5743,5462,281,,,,,,,,,
Male,65-79 years,Hispanic,10381,9609,772,,,,,,,,,
Male,65-79 years,White,68871,65337,3534,,,,,,,,,
Male,65-79 years,Other,13863,12992,871,,,,,,,,,
Male,65-79 years,Unknown,91852,86710,5142,,,,,,,,,
Male,80+ years,Asian,1626,1577,49,,,,,,,,,
Male,80+ years,Black,1002,985,17,,,,,,,,,
Male,80+ years,Hispanic,1876,1792,84,,,,,,,,,
Male,80+ years,White,19345,18889,456,,,,,,,,,
Male,80+ years,Other,8759,8006,753,,,,,,,,,
Male,80+ years,Unknown,26650,25332,1318,,,,,,,,,
Male,Unknown,Asian,15,13,2,,,,,,,,,
Male,Unknown,Black,7,7,0,,,,,,,,,
Male,Unknown,Hispanic,19,19,0,,,,,,,,,
Male,Unknown,White,88,84,4,,,,,,,,,
Male,Unknown,Other,7,6,1,,,,,,,,,
Male,Unknown,Unknown,424,404,20,,,,,,,,,
Unknown,16-49 years,Asian,605,514,91,,,,,,,,,
Unknown,16-49 years,Black,319,293,26,,,,,,,,,
Unknown,16-49 years,Hispanic,922,829,93,,,,,,,,,
Unknown,16-49 years,White,1845,1639,206,,,,,,,,,
Unknown,16-49 years,Other,1354,1131,223,,,,,,,,,
Unknown,16-49 years,Unknown,2955,2804,151,,,,,,,,,
Unknown,50-64 years,Asian,363,322,41,,,,,,,,,
Unknown,50-64 years,Black,300,280,20,,,,,,,,,
Unknown,50-64 years,Hispanic,371,348,23,,,,,,,,,
Unknown,50-64 years,White,1433,1316,117,,,,,,,,,
Unknown,50-64 years,Other,709,625,84,,,,,,,,,
Unknown,50-64 years,Unknown,3136,3058,78,,,,,,,,,
Unknown,65-79 years,Asian,1022,1006,16,,,,,,,,,
Unknown,65-79 years,Black,533,529,4,,,,,,,,,
Unknown,65-79 years,Hispanic,629,623,6,,,,,,,,,
Unknown,65-79 years,White,6161,6084,77,,,,,,,,,
Unknown,65-79 years,Other,2427,2391,36,,,,,,,,,
Unknown,65-79 years,Unknown,7180,7136,44,,,,,,,,,
Unknown,80+ years,Asian,178,176,2,,,,,,,,,
Unknown,80+ years,Black,74,74,0,,,,,,,,,
Unknown,80+ years,Hispanic,121,121,0,,,,,,,,,
Unknown,80+ years,White,1103,1095,8,,,,,,,,,
Unknown,80+ years,Other,420,419,1,,,,,,,,,
Unknown,80+ years,Unknown,986,982,4,,,,,,,,,
Unknown,Unknown,Asian,1,1,0,,,,,,,,,
Unknown,Unknown,Hispanic,5,5,0,,,,,,,,,
Unknown,Unknown,White,6,6,0,,,,,,,,,
Unknown,Unknown,Other,1,1,0,,,,,,,,,
Unknown,Unknown,Unknown,19,19,0,,,,,,,,,
Texas,Total,Total,1754569,1488783,265786,,,,,,,,,
