Gender,Age Group,Race/Ethnicity,Doses Administered,People Vaccinated with at least One Dose,People Fully Vaccinated,,,,,,
Female,16-49 years,Asian,143471,104111,43411,,,,,,
Female,16-49 years,Black,114788,85059,34577,,,,,,
Female,16-49 years,Hispanic,502356,375052,144648,,,,,,
Female,16-49 years,White,605567,436599,192180,,,,,,
Female,16-49 years,Other,154240,104607,52572,,,,,,
Female,16-49 years,Unknown,381038,230749,153535,,,,,,
Female,50-64 years,Asian,76648,55049,23772,,,,,,
Female,50-64 years,Black,116509,86499,34181,,,,,,
Female,50-64 years,Hispanic,332066,244863,97317,,,,,,
Female,50-64 years,White,550013,402117,167098,,,,,,
Female,50-64 years,Other,106090,70345,37375,,,,,,
Female,50-64 years,Unknown,250833,153235,100381,,,,,,
Female,65-79 years,Asian,68279,41921,27240,,,,,,
Female,65-79 years,Black,103680,68719,37108,,,,,,
Female,65-79 years,Hispanic,259511,171654,92572,,,,,,
Female,65-79 years,White,757183,479538,289976,,,,,,
Female,65-79 years,Other,112965,69144,44736,,,,,,
Female,65-79 years,Unknown,258667,154276,106340,,,,,,
Female,80+ years,Asian,13859,8371,5684,,,,,,
Female,80+ years,Black,22373,14888,8072,,,,,,
Female,80+ years,Hispanic,64821,42524,23489,,,,,,
Female,80+ years,White,215906,137217,82522,,,,,,
Female,80+ years,Other,67772,41949,26045,,,,,,
Female,80+ years,Unknown,91191,55834,35941,,,,,,
Female,Unknown,Asian,49,44,7,,,,,,
Female,Unknown,Black,76,66,14,,,,,,
Female,Unknown,Hispanic,428,370,77,,,,,,
Female,Unknown,White,440,382,72,,,,,,
Female,Unknown,Other,67,61,8,,,,,,
Female,Unknown,Unknown,939,816,128,,,,,,
Male,16-49 years,Asian,114313,85760,32400,,,,,,
Male,16-49 years,Black,65377,50683,17975,,,,,,
Male,16-49 years,Hispanic,341893,261307,93363,,,,,,
Male,16-49 years,White,406936,304950,118411,,,,,,
Male,16-49 years,Other,95124,67199,30253,,,,,,
Male,16-49 years,Unknown,239339,147194,94650,,,,,,
Male,50-64 years,Asian,65686,48220,19484,,,,,,
Male,50-64 years,Black,77572,58954,22135,,,,,,
Male,50-64 years,Hispanic,250497,188272,70787,,,,,,
Male,50-64 years,White,430704,322671,123678,,,,,,
Male,50-64 years,Other,71252,48620,23966,,,,,,
Male,50-64 years,Unknown,175577,109065,68804,,,,,,
Male,65-79 years,Asian,58959,35972,23670,,,,,,
Male,65-79 years,Black,67162,44475,24204,,,,,,
Male,65-79 years,Hispanic,194820,129103,69476,,,,,,
Male,65-79 years,White,644798,406769,247994,,,,,,
Male,65-79 years,Other,87111,53091,34722,,,,,,
Male,65-79 years,Unknown,215385,127741,89260,,,,,,
Male,80+ years,Asian,11628,6882,4918,,,,,,
Male,80+ years,Black,10631,6989,3900,,,,,,
Male,80+ years,Hispanic,39332,25619,14469,,,,,,
Male,80+ years,White,161940,100658,63855,,,,,,
Male,80+ years,Other,31831,19611,12363,,,,,,
Male,80+ years,Unknown,58552,35542,23417,,,,,,
Male,Unknown,Asian,69,55,15,,,,,,
Male,Unknown,Black,53,48,5,,,,,,
Male,Unknown,Hispanic,338,293,58,,,,,,
Male,Unknown,White,353,312,49,,,,,,
Male,Unknown,Other,70,60,13,,,,,,
Male,Unknown,Unknown,631,556,75,,,,,,
Unknown,16-49 years,Asian,1236,774,507,,,,,,
Unknown,16-49 years,Black,747,473,293,,,,,,
Unknown,16-49 years,Hispanic,2690,2007,1340,,,,,,
Unknown,16-49 years,White,7521,6195,1391,,,,,,
Unknown,16-49 years,Other,16349,15117,2049,,,,,,
Unknown,16-49 years,Unknown,4247,3389,992,,,,,,
Unknown,50-64 years,Asian,783,474,324,,,,,,
Unknown,50-64 years,Black,822,510,331,,,,,,
Unknown,50-64 years,Hispanic,1591,1238,707,,,,,,
Unknown,50-64 years,White,8145,6936,1328,,,,,,
Unknown,50-64 years,Other,15874,14734,1721,,,,,,
Unknown,50-64 years,Unknown,3905,3456,526,,,,,,
Unknown,65-79 years,Asian,1912,1034,881,,,,,,
Unknown,65-79 years,Black,1434,822,626,,,,,,
Unknown,65-79 years,Hispanic,2168,1353,951,,,,,,
Unknown,65-79 years,White,14421,8584,5879,,,,,,
Unknown,65-79 years,Other,12905,9860,3252,,,,,,
Unknown,65-79 years,Unknown,3998,3391,622,,,,,,
Unknown,80+ years,Asian,321,179,143,,,,,,
Unknown,80+ years,Black,230,131,101,,,,,,
Unknown,80+ years,Hispanic,447,277,189,,,,,,
Unknown,80+ years,White,2854,1700,1162,,,,,,
Unknown,80+ years,Other,2349,1838,541,,,,,,
Unknown,80+ years,Unknown,974,736,242,,,,,,
Unknown,Unknown,Asian,1,1,0,,,,,,
Unknown,Unknown,Hispanic,6,6,0,,,,,,
Unknown,Unknown,White,9,9,0,,,,,,
Unknown,Unknown,Other,11,10,1,,,,,,
Unknown,Unknown,Unknown,16,14,3,,,,,,
Grand Total,Total,Total,9397724,6407978,3215549,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
Grand Total,,,,,,,,,,,
