Gender ,Age Group,Race/Ethnicity,Doses Administered,People Vaccinated with at least One Dose,People Fully Vaccinated ,,,,,,
Female,12-15 years,Asian,3345,3328,21,,,,,,
Female,12-15 years,Black,1998,1988,10,,,,,,
Female,12-15 years,Hispanic,16776,16673,114,,,,,,
Female,12-15 years,Other,7212,7174,41,,,,,,
Female,12-15 years,Unknown,1411,1392,20,,,,,,
Female,12-15 years,White,11569,11521,50,,,,,,
Female,16-49 years,Asian,458504,261358,209861,,,,,,
Female,16-49 years,Black,383131,228441,170312,,,,,,
Female,16-49 years,Hispanic,1887572,1124102,836268,,,,,,
Female,16-49 years,Other,451001,265068,203107,,,,,,
Female,16-49 years,Unknown,465125,268853,207898,,,,,,
Female,16-49 years,White,1667454,963662,776696,,,,,,
Female,50-64 years,Asian,167288,93486,78973,,,,,,
Female,50-64 years,Black,279279,159798,130002,,,,,,
Female,50-64 years,Hispanic,874232,500155,404678,,,,,,
Female,50-64 years,Other,227753,128499,106787,,,,,,
Female,50-64 years,Unknown,275207,156259,125514,,,,,,
Female,50-64 years,White,1188856,671645,568609,,,,,,
Female,65-79 years,Asian,86298,46908,41186,,,,,,
Female,65-79 years,Black,176099,97766,83206,,,,,,
Female,65-79 years,Hispanic,473333,261752,223021,,,,,,
Female,65-79 years,Other,201830,111045,93863,,,,,,
Female,65-79 years,Unknown,247583,136740,114559,,,,,,
Female,65-79 years,White,1105056,602948,531736,,,,,,
Female,80+ years,Asian,15745,8691,7475,,,,,,
Female,80+ years,Black,37626,21154,17771,,,,,,
Female,80+ years,Hispanic,114710,64222,53458,,,,,,
Female,80+ years,Other,99946,55974,44735,,,,,,
Female,80+ years,Unknown,89482,50480,40049,,,,,,
Female,80+ years,White,312753,171374,150069,,,,,,
Female,Unknown,Asian,80,67,18,,,,,,
Female,Unknown,Black,125,104,32,,,,,,
Female,Unknown,Hispanic,697,584,148,,,,,,
Female,Unknown,Other,131,105,28,,,,,,
Female,Unknown,Unknown,823,716,117,,,,,,
Female,Unknown,White,557,454,141,,,,,,
Male,12-15 years,Asian,3333,3306,27,,,,,,
Male,12-15 years,Black,2044,2035,11,,,,,,
