Gender ,Agegrp,Race/Ethnicity,Doses Administered,People Vaccinated with at least One Dose,People Fully Vaccinated ,People with Booster Doses,,,,,
Female,2022-05-11 00:00:00,Asian,53843,29391,24395,57,,,,,
Female,2022-05-11 00:00:00,Black,42218,23874,18308,37,,,,,
Female,2022-05-11 00:00:00,Hispanic,431509,268966,162079,484,,,,,
Female,2022-05-11 00:00:00,Other,158251,88574,69477,205,,,,,
Female,2022-05-11 00:00:00,Unknown,30666,19384,11271,14,,,,,
Female,2022-05-11 00:00:00,White,130422,73057,57224,148,,,,,
Female,2022-12-15 00:00:00,Asian,51627,24826,21923,4886,,,,,
Female,2022-12-15 00:00:00,Black,72714,37927,31468,3323,,,,,
Female,2022-12-15 00:00:00,Hispanic,556348,301457,227872,27148,,,,,
Female,2022-12-15 00:00:00,Other,241400,120249,103846,17321,,,,,
Female,2022-12-15 00:00:00,Unknown,22456,13495,8364,599,,,,,
Female,2022-12-15 00:00:00,White,195721,99286,83733,12731,,,,,
Female,16-49,Asian,710735,320620,277947,126460,,,,,
Female,16-49,Black,931262,459725,389484,104887,,,,,
Female,16-49,Hispanic,4248336,2139219,1763968,491427,,,,,
Female,16-49,Other,1731128,803774,703355,275105,,,,,
Female,16-49,Unknown,447721,250291,179856,33246,,,,,
Female,16-49,White,3016252,1457415,1263460,411423,,,,,
Female,50-64,Asian,234821,102226,89194,48827,,,,,
Female,50-64,Black,484008,211371,190528,94847,,,,,
Female,50-64,Hispanic,1549852,703609,600656,286365,,,,,
Female,50-64,Other,950623,394702,361783,216552,,,,,
Female,50-64,Unknown,197216,104715,76320,23007,,,,,
Female,50-64,White,1797651,805107,724975,337262,,,,,
Female,65-79,Asian,113919,48494,41350,25937,,,,,
Female,65-79,Black,266027,108613,99265,63581,,,,,
Female,65-79,Hispanic,803485,343869,294622,179131,,,,,
Female,65-79,Other,883906,338950,317347,237930,,,,,
Female,65-79,Unknown,121749,63609,45447,15773,,,,,
Female,65-79,White,1534223,636808,579629,354324,,,,,
Female,80+,Asian,21324,9178,7794,4785,,,,,
Female,80+,Black,57841,24213,21696,13416,,,,,
Female,80+,Hispanic,195901,85142,72122,42256,,,,,
Female,80+,Other,289321,112430,104193,75191,,,,,
Female,80+,Unknown,44750,23771,16727,5137,,,,,
Female,80+,White,456544,188712,170888,107301,,,,,
Female,Unknown,Asian,126,94,37,,,,,,
Female,Unknown,Black,191,153,45,6,,,,,
Female,Unknown,Hispanic,1413,1206,269,7,,,,,
Female,Unknown,Other,225,182,46,0,,,,,
Female,Unknown,Unknown,808,702,119,,,,,,
Female,Unknown,White,741,581,195,10,,,,,
Male,2022-05-11 00:00:00,Asian,56528,30920,25551,58,,,,,
Male,2022-05-11 00:00:00,Black,42700,24214,18449,37,,,,,
Male,2022-05-11 00:00:00,Hispanic,434375,270940,162987,472,,,,,
Male,2022-05-11 00:00:00,Other,161321,90439,70644,245,,,,,
Male,2022-05-11 00:00:00,Unknown,31869,20185,11665,21,,,,,
Male,2022-05-11 00:00:00,White,135762,75937,59686,146,,,,,
Male,2022-12-15 00:00:00,Asian,52815,25500,22521,4797,,,,,
Male,2022-12-15 00:00:00,Black,71606,37412,30874,3327,,,,,
Male,2022-12-15 00:00:00,Hispanic,551021,301601,223663,25865,,,,,
Male,2022-12-15 00:00:00,Other,241778,120842,103911,17051,,,,,
Male,2022-12-15 00:00:00,Unknown,23210,14076,8612,531,,,,,
Male,2022-12-15 00:00:00,White,197365,100842,84238,12316,,,,,
Male,16-49,Asian,691800,328477,282986,116334,,,,,
Male,16-49,Black,741690,378041,314231,77549,,,,,
Male,16-49,Hispanic,3764599,1980970,1592011,368976,,,,,
Male,16-49,Other,1539759,746152,638538,223282,,,,,
Male,16-49,Unknown,395223,234748,162108,23004,,,,,
Male,16-49,White,2742725,1367399,1173752,349417,,,,,
Male,50-64,Asian,217054,94828,83964,46107,,,,,
Male,50-64,Black,404151,183219,161561,74694,,,,,
Male,50-64,Hispanic,1398199,647972,554674,241487,,,,,
Male,50-64,Other,786576,335245,304096,171363,,,,,
Male,50-64,Unknown,173627,95931,68950,17469,,,,,
Male,50-64,White,1673935,769288,685550,299464,,,,,
Male,65-79,Asian,97042,40983,34939,22588,,,,,
Male,65-79,Black,182864,76596,68061,43017,,,,,
Male,65-79,Hispanic,637009,272262,234383,143531,,,,,
Male,65-79,Other,696806,269230,249852,186821,,,,,
Male,65-79,Unknown,109637,57705,40890,14195,,,,,
Male,65-79,White,1339707,563090,506506,305630,,,,,
Male,80+,Asian,17011,7130,6150,4036,,,,,
Male,80+,Black,26595,11359,9791,6157,,,,,
Male,80+,Hispanic,118387,51112,43127,26486,,,,,
Male,80+,Other,174315,67098,61631,47208,,,,,
Male,80+,Unknown,29738,16008,10801,3511,,,,,
Male,80+,White,325682,134628,119888,78280,,,,,
Male,Unknown,Asian,146,103,46,,,,,,
Male,Unknown,Black,143,115,36,,,,,,
Male,Unknown,Hispanic,1361,1166,264,10,,,,,
Male,Unknown,Other,214,168,59,,,,,,
Male,Unknown,Unknown,586,508,89,0,,,,,
Male,Unknown,White,673,527,182,6,,,,,
Unknown,2022-05-11 00:00:00,Asian,38,25,13,0,,,,,
Unknown,2022-05-11 00:00:00,Black,11,7,4,0,,,,,
Unknown,2022-05-11 00:00:00,Hispanic,749,677,72,0,,,,,
Unknown,2022-05-11 00:00:00,Other,83,63,20,0,,,,,
Unknown,2022-05-11 00:00:00,Unknown,137,92,45,0,,,,,
Unknown,2022-05-11 00:00:00,White,45,35,10,0,,,,,
Unknown,2022-12-15 00:00:00,Asian,30,16,11,,,,,,
Unknown,2022-12-15 00:00:00,Black,34,21,13,0,,,,,
Unknown,2022-12-15 00:00:00,Hispanic,542,479,65,0,,,,,
Unknown,2022-12-15 00:00:00,Other,107,73,32,,,,,,
Unknown,2022-12-15 00:00:00,Unknown,145,120,24,,,,,,
Unknown,2022-12-15 00:00:00,White,123,77,43,,,,,,
Unknown,16-49,Asian,1471,821,638,105,,,,,
Unknown,16-49,Black,1609,917,718,68,,,,,
Unknown,16-49,Hispanic,13200,8129,6573,531,,,,,
Unknown,16-49,Other,10841,6611,4682,384,,,,,
Unknown,16-49,Unknown,5824,3594,2341,208,,,,,
Unknown,16-49,White,7564,4184,3466,260,,,,,
