Gender ,Age Group,Race/Ethnicity,Doses Administered,People Vaccinated with at least One Dose,People Fully Vaccinated ,,,,,,
Female,12-15 years,Asian,35075,19606,15476,,,,,,
Female,12-15 years,Black,26684,15841,10845,,,,,,
Female,12-15 years,Hispanic,183363,108009,75396,,,,,,
Female,12-15 years,Other,83305,48169,35146,,,,,,
Female,12-15 years,Unknown,10710,6676,4036,,,,,,
Female,12-15 years,White,96628,55254,41379,,,,,,
Female,16-49 years,Asian,538725,291813,260924,,,,,,
Female,16-49 years,Black,513505,289166,242904,,,,,,
Female,16-49 years,Hispanic,2494838,1410450,1184753,,,,,,
Female,16-49 years,Other,634172,358943,303303,,,,,,
Female,16-49 years,Unknown,503433,286340,232549,,,,,,
Female,16-49 years,White,1997878,1112621,978493,,,,,,
Female,50-64 years,Asian,184463,99538,90484,,,,,,
Female,50-64 years,Black,325248,178952,158203,,,,,,
Female,50-64 years,Hispanic,1013069,557587,490650,,,,,,
Female,50-64 years,Other,295020,162047,143085,,,,,,
Female,50-64 years,Unknown,280129,156410,131667,,,,,,
Female,50-64 years,White,1314446,723539,651713,,,,,,
Female,65-79 years,Asian,91082,48587,44430,,,,,,
Female,65-79 years,Black,193620,104643,94370,,,,,,
Female,65-79 years,Hispanic,519402,280196,251909,,,,,,
Female,65-79 years,Other,243405,130630,116754,,,,,,
Female,65-79 years,Unknown,239970,130805,113354,,,,,,
Female,65-79 years,White,1171661,628378,577486,,,,,,
Female,80+ years,Asian,16684,9039,8095,,,,,,
Female,80+ years,Black,41258,22602,20117,,,,,,
Female,80+ years,Hispanic,125417,68644,60046,,,,,,
Female,80+ years,Other,115778,62551,54168,,,,,,
Female,80+ years,Unknown,89073,49108,41167,,,,,,
Female,80+ years,White,332237,178979,163264,,,,,,
Female,Unknown,Asian,102,80,28,,,,,,
Female,Unknown,Black,155,123,42,,,,,,
Female,Unknown,Hispanic,888,705,229,,,,,,
Female,Unknown,Other,192,143,52,,,,,,
Female,Unknown,Unknown,845,727,129,,,,,,
Female,Unknown,White,639,510,168,,,,,,
Male,12-15 years,Asian,35675,20014,15662,,,,,,
Male,12-15 years,Black,25864,15365,10507,,,,,,
Male,12-15 years,Hispanic,174047,103448,70627,,,,,,
Male,12-15 years,Other,81050,46869,34190,,,,,,
Male,12-15 years,Unknown,11157,7001,4161,,,,,,
Male,12-15 years,White,94790,54388,40413,,,,,,
Male,16-49 years,Asian,516221,284706,254223,,,,,,
Male,16-49 years,Black,405275,232828,192691,,,,,,
Male,16-49 years,Hispanic,2127449,1229167,1010160,,,,,,
Male,16-49 years,Other,571563,330938,277428,,,,,,
Male,16-49 years,Unknown,373878,219680,173410,,,,,,
Male,16-49 years,White,1798836,1017193,889535,,,,,,
Male,50-64 years,Asian,168951,91797,83549,,,,,,
Male,50-64 years,Black,263004,147386,129064,,,,,,
Male,50-64 years,Hispanic,896420,499154,435341,,,,,,
Male,50-64 years,Other,247431,137977,121077,,,,,,
Male,50-64 years,Unknown,217646,124068,102277,,,,,,
Male,50-64 years,White,1194151,663651,596293,,,,,,
Male,65-79 years,Asian,76883,40958,37455,,,,,,
Male,65-79 years,Black,128502,70053,63014,,,,,,
Male,65-79 years,Hispanic,403894,218806,196605,,,,,,
Male,65-79 years,Other,192946,103826,92902,,,,,,
Male,65-79 years,Unknown,202524,110805,95749,,,,,,
Male,65-79 years,White,1003495,539281,496316,,,,,,
Male,80+ years,Asian,13316,7142,6493,,,,,,
Male,80+ years,Black,18925,10424,9194,,,,,,
Male,80+ years,Hispanic,75200,41127,36124,,,,,,
Male,80+ years,Other,59681,32302,28012,,,,,,
