Gender ,Age Group,Race/Ethnicity,Doses Administered,People Vaccinated with at least One Dose,People Fully Vaccinated ,People with Booster Doses,,,,,
Female,2022-05-11 00:00:00,Asian,41025,24652,16356,17,,,,,
Female,2022-05-11 00:00:00,Black,25959,17154,8798,8,,,,,
Female,2022-05-11 00:00:00,Hispanic,220288,146288,73949,74,,,,,
Female,2022-05-11 00:00:00,Other,106335,66105,40169,71,,,,,
Female,2022-05-11 00:00:00,Unknown,20374,14376,5994,,,,,,
Female,2022-05-11 00:00:00,White,95663,58101,37526,47,,,,,
Female,2022-12-15 00:00:00,Asian,45857,24208,21230,427,,,,,
Female,2022-12-15 00:00:00,Black,65359,35941,29095,327,,,,,
Female,2022-12-15 00:00:00,Hispanic,460169,256989,200848,2409,,,,,
Female,2022-12-15 00:00:00,Other,212343,113749,96566,2043,,,,,
Female,2022-12-15 00:00:00,Unknown,20824,12757,7996,72,,,,,
Female,2022-12-15 00:00:00,White,178419,96445,80317,1683,,,,,
Female,16-49,Asian,671698,313968,275301,96640,,,,,
Female,16-49,Black,857446,439123,368867,71598,,,,,
Female,16-49,Hispanic,3857635,1997781,1676970,321882,,,,,
Female,16-49,Other,1587276,760534,665489,209881,,,,,
Female,16-49,Unknown,450405,251717,188565,25943,,,,,
Female,16-49,White,2859019,1419953,1231339,321263,,,,,
Female,50-64,Asian,224005,100122,88705,40601,,,,,
Female,50-64,Black,457847,208606,187026,74895,,,,,
Female,50-64,Hispanic,1426324,667626,581200,216895,,,,,
Female,50-64,Other,883078,376724,345418,182275,,,,,
Female,50-64,Unknown,202381,107976,82089,19426,,,,,
Female,50-64,White,1725315,795348,715887,282987,,,,,
Female,65-79,Asian,109455,47381,41027,22906,,,,,
Female,65-79,Black,254966,108035,98356,54028,,,,,
Female,65-79,Hispanic,752051,330202,286645,148968,,,,,
Female,65-79,Other,836691,327473,305875,213161,,,,,
Female,65-79,Unknown,127461,66800,49332,14614,,,,,
Female,65-79,White,1487484,632335,575228,316217,,,,,
Female,80+,Asian,20599,9055,7764,4215,,,,,
Female,80+,Black,55402,24000,21483,11406,,,,,
Female,80+,Hispanic,183511,81900,70112,35034,,,,,
Female,80+,Other,277036,109934,101462,68018,,,,,
Female,80+,Unknown,46238,24630,17800,4752,,,,,
Female,80+,White,442391,187348,169584,95754,,,,,
Female,Unknown,Asian,109,84,31,0,,,,,
Female,Unknown,Black,173,141,42,,,,,,
Female,Unknown,Hispanic,1018,847,234,,,,,,
Female,Unknown,Other,184,148,39,0,,,,,
Female,Unknown,Unknown,799,693,118,,,,,,
Female,Unknown,White,691,550,179,6,,,,,
Male,2022-05-11 00:00:00,Asian,43191,25986,17181,24,,,,,
Male,2022-05-11 00:00:00,Black,26241,17356,8877,13,,,,,
Male,2022-05-11 00:00:00,Hispanic,223107,148084,74972,77,,,,,
Male,2022-05-11 00:00:00,Other,108637,67607,40978,61,,,,,
Male,2022-05-11 00:00:00,Unknown,20973,14893,6077,6,,,,,
Male,2022-05-11 00:00:00,White,99723,60469,39217,57,,,,,
Male,2022-12-15 00:00:00,Asian,47258,24965,21890,406,,,,,
Male,2022-12-15 00:00:00,Black,64462,35557,28562,350,,,,,
Male,2022-12-15 00:00:00,Hispanic,455505,256583,196634,2354,,,,,
Male,2022-12-15 00:00:00,Other,213372,114475,96811,2110,,,,,
Male,2022-12-15 00:00:00,Unknown,21672,13375,8239,64,,,,,
Male,2022-12-15 00:00:00,White,180056,97885,80666,1532,,,,,
Male,16-49,Asian,650823,317623,278055,88776,,,,,
Male,16-49,Black,686076,362098,298685,52639,,,,,
Male,16-49,Hispanic,3439343,1855397,1514121,238449,,,,,
Male,16-49,Other,1413077,705087,603771,168510,,,,,
Male,16-49,Unknown,386300,228143,164851,17247,,,,,
Male,16-49,White,2604011,1331464,1144855,271656,,,,,
Male,50-64,Asian,207452,93084,83308,38614,,,,,
Male,50-64,Black,381671,180423,158405,58115,,,,,
Male,50-64,Hispanic,1287653,617873,536233,177961,,,,,
Male,50-64,Other,728386,319175,289658,142514,,,,,
Male,50-64,Unknown,175655,97609,72662,14294,,,,,
Male,50-64,White,1606647,758928,676413,250554,,,,,
Male,65-79,Asian,93431,40019,34728,20161,,,,,
Male,65-79,Black,175267,75991,67217,36848,,,,,
Male,65-79,Hispanic,595373,261998,227416,118811,,,,,
Male,65-79,Other,660399,260338,240825,167907,,,,,
Male,65-79,Unknown,114251,60361,44061,13110,,,,,
Male,65-79,White,1298800,558100,501658,274306,,,,,
Male,80+,Asian,16413,7018,6092,3613,,,,,
Male,80+,Black,25612,11264,9680,5379,,,,,
Male,80+,Hispanic,110924,49122,41846,22231,,,,,
Male,80+,Other,166646,65430,59784,42990,,,,,
Male,80+,Unknown,30799,16578,11488,3331,,,,,
Male,80+,White,316006,133487,118702,70901,,,,,
Male,Unknown,Asian,110,86,27,0,,,,,
Male,Unknown,Black,127,103,32,,,,,,
Male,Unknown,Hispanic,957,802,226,,,,,,
Male,Unknown,Other,179,141,51,,,,,,
Male,Unknown,Unknown,556,482,83,0,,,,,
Male,Unknown,White,633,506,165,,,,,,
Unknown,2022-05-11 00:00:00,Asian,29,21,8,0,,,,,
Unknown,2022-05-11 00:00:00,Black,7,5,2,0,,,,,
Unknown,2022-05-11 00:00:00,Hispanic,97,70,28,0,,,,,
Unknown,2022-05-11 00:00:00,Other,60,47,13,0,,,,,
Unknown,2022-05-11 00:00:00,Unknown,101,77,23,,,,,,
Unknown,2022-05-11 00:00:00,White,41,31,10,0,,,,,
Unknown,2022-12-15 00:00:00,Asian,47,27,20,0,,,,,
Unknown,2022-12-15 00:00:00,Black,34,21,13,0,,,,,
Unknown,2022-12-15 00:00:00,Hispanic,177,127,52,0,,,,,
Unknown,2022-12-15 00:00:00,Other,94,64,30,0,,,,,
Unknown,2022-12-15 00:00:00,Unknown,86,59,27,0,,,,,
Unknown,2022-12-15 00:00:00,White,126,78,49,0,,,,,
Unknown,16-49,Asian,1560,879,698,83,,,,,
Unknown,16-49,Black,1675,960,767,51,,,,,
Unknown,16-49,Hispanic,13544,8147,7105,347,,,,,
Unknown,16-49,Other,11966,7209,5337,319,,,,,
Unknown,16-49,Unknown,6165,3808,2530,158,,,,,
Unknown,16-49,White,8306,4589,3875,210,,,,,
Unknown,50-64,Asian,696,364,304,54,,,,,
Unknown,50-64,Black,774,417,347,54,,,,,
Unknown,50-64,Hispanic,7235,3868,3439,314,,,,,
Unknown,50-64,Other,7761,4446,3470,304,,,,,
Unknown,50-64,Unknown,2097,1221,884,119,,,,,
Unknown,50-64,White,4762,2567,2211,154,,,,,
Unknown,65-79,Asian,539,261,221,62,,,,,
Unknown,65-79,Black,515,272,226,40,,,,,
Unknown,65-79,Hispanic,3598,1913,1613,193,,,,,
Unknown,65-79,Other,4625,2621,1946,252,,,,,
Unknown,65-79,Unknown,1333,746,525,87,,,,,
Unknown,65-79,White,3707,1976,1666,139,,,,,
Unknown,80+,Asian,117,61,49,7,,,,,
Unknown,80+,Black,115,65,44,13,,,,,
Unknown,80+,Hispanic,800,426,353,47,,,,,
Unknown,80+,Other,1128,694,424,46,,,,,
Unknown,80+,Unknown,407,251,140,21,,,,,
Unknown,80+,White,986,540,422,49,,,,,
Unknown,Unknown,Asian,1,1,0,0,,,,,
Unknown,Unknown,Hispanic,7,7,1,0,,,,,
Unknown,Unknown,Other,75,70,6,0,,,,,
Unknown,Unknown,Unknown,15,14,2,0,,,,,
Unknown,Unknown,White,18,17,1,0,,,,,
Grand Total,Total,Total,40054503,19592801,16615094,5169659,,,,,
