Gender ,Age Group,Race/Ethnicity,Doses Administered,People Vaccinated with at least One Dose,People Fully Vaccinated ,People with Booster Doses,,,,,
Female,2022-05-11 00:00:00,Asian,38355,23294,15048,13,,,,,
Female,2022-05-11 00:00:00,Black,23133,15289,7842,,,,,,
Female,2022-05-11 00:00:00,Hispanic,198770,132962,65767,59,,,,,
Female,2022-05-11 00:00:00,Other,97820,60989,36789,52,,,,,
Female,2022-05-11 00:00:00,Unknown,18668,13320,5345,,,,,,
Female,2022-05-11 00:00:00,White,89811,54798,34985,39,,,,,
Female,2022-12-15 00:00:00,Asian,45436,24154,21199,91,,,,,
Female,2022-12-15 00:00:00,Black,64610,35517,28964,133,,,,,
Female,2022-12-15 00:00:00,Hispanic,453845,253978,199056,888,,,,,
Female,2022-12-15 00:00:00,Other,208794,112565,95734,510,,,,,
Female,2022-12-15 00:00:00,Unknown,20526,12556,7947,24,,,,,
Female,2022-12-15 00:00:00,White,176267,95930,79962,400,,,,,
Female,16-49,Asian,662302,312671,275127,88723,,,,,
Female,16-49,Black,845808,435982,366821,65065,,,,,
Female,16-49,Hispanic,3799198,1981143,1667071,288907,,,,,
Female,16-49,Other,1557766,752451,659054,194457,,,,,
Female,16-49,Unknown,452251,252758,190826,24563,,,,,
Female,16-49,White,2823280,1412844,1227330,296351,,,,,
Female,50-64,Asian,221381,99707,88680,38421,,,,,
Female,50-64,Black,452822,208055,186587,70875,,,,,
Female,50-64,Hispanic,1405130,662617,578583,203069,,,,,
Female,50-64,Other,870226,373768,342740,174877,,,,,
Female,50-64,Unknown,203410,108635,83320,18632,,,,,
Female,50-64,White,1707106,793032,714395,268432,,,,,
Female,65-79,Asian,108684,47186,41034,22322,,,,,
Female,65-79,Black,253073,107908,98275,52352,,,,,
Female,65-79,Hispanic,743870,328198,285698,143682,,,,,
Female,65-79,Other,829565,325857,304418,209018,,,,,
Female,65-79,Unknown,128067,67105,49988,14288,,,,,
Female,65-79,White,1477225,631256,574525,307718,,,,,
Female,80+,Asian,20424,9021,7758,4082,,,,,
Female,80+,Black,54955,23959,21443,11036,,,,,
Female,80+,Hispanic,181587,81432,69884,33791,,,,,
Female,80+,Other,275051,109578,101104,66739,,,,,
Female,80+,Unknown,46388,24732,17975,4630,,,,,
Female,80+,White,439631,187084,169458,93380,,,,,
Female,Unknown,Asian,108,83,31,0,,,,,
Female,Unknown,Black,173,141,42,,,,,,
Female,Unknown,Hispanic,992,825,230,,,,,,
Female,Unknown,Other,179,143,39,0,,,,,
Female,Unknown,Unknown,795,690,117,,,,,,
Female,Unknown,White,682,541,178,7,,,,,
Male,2022-05-11 00:00:00,Asian,40381,24595,15768,18,,,,,
Male,2022-05-11 00:00:00,Black,23264,15410,7848,11,,,,,
Male,2022-05-11 00:00:00,Hispanic,201372,134739,66595,60,,,,,
