Gender,Age Group,Race/Ethnicity,Doses Administered,People Vaccinated with at least One Dose,People Fully Vaccinated,,,,,,,,,
Female,16-49 years,Asian,51935,33121,18814,,,,,,,,,
Female,16-49 years,Black,37244,24628,12616,,,,,,,,,
Female,16-49 years,Hispanic,120034,84908,35126,,,,,,,,,
Female,16-49 years,White,208388,134649,73739,,,,,,,,,
Female,16-49 years,Other,71606,49324,22282,,,,,,,,,
Female,16-49 years,Unknown,306969,206963,100006,,,,,,,,,
Female,50-64 years,Asian,25456,17652,7804,,,,,,,,,
Female,50-64 years,Black,31504,22323,9181,,,,,,,,,
Female,50-64 years,Hispanic,65222,50629,14593,,,,,,,,,
Female,50-64 years,White,146555,104128,42427,,,,,,,,,
Female,50-64 years,Other,45275,32649,12626,,,,,,,,,
Female,50-64 years,Unknown,196828,141528,55300,,,,,,,,,
Female,65-79 years,Asian,27221,21293,5928,,,,,,,,,
Female,65-79 years,Black,30003,25049,4954,,,,,,,,,
Female,65-79 years,Hispanic,56870,47344,9526,,,,,,,,,
Female,65-79 years,White,239409,192523,46886,,,,,,,,,
Female,65-79 years,Other,49598,38183,11415,,,,,,,,,
Female,65-79 years,Unknown,216859,170713,46146,,,,,,,,,
Female,80+ years,Asian,5793,4526,1267,,,,,,,,,
Female,80+ years,Black,6328,5351,977,,,,,,,,,
Female,80+ years,Hispanic,13573,11360,2213,,,,,,,,,
Female,80+ years,White,71901,56558,15343,,,,,,,,,
Female,80+ years,Other,46999,33590,13409,,,,,,,,,
Female,80+ years,Unknown,77903,60484,17419,,,,,,,,,
Female,Unknown,Asian,24,22,2,,,,,,,,,
Female,Unknown,Black,23,19,4,,,,,,,,,
Female,Unknown,Hispanic,132,121,11,,,,,,,,,
Female,Unknown,White,191,173,18,,,,,,,,,
Female,Unknown,Other,31,27,4,,,,,,,,,
Female,Unknown,Unknown,906,825,81,,,,,,,,,
Male,16-49 years,Asian,34753,22711,12042,,,,,,,,,
Male,16-49 years,Black,16649,11399,5250,,,,,,,,,
Male,16-49 years,Hispanic,66127,48798,17329,,,,,,,,,
Male,16-49 years,White,110747,74465,36282,,,,,,,,,
Male,16-49 years,Other,34948,24264,10684,,,,,,,,,
Male,16-49 years,Unknown,187324,128139,59185,,,,,,,,,
Male,50-64 years,Asian,18739,13494,5245,,,,,,,,,
Male,50-64 years,Black,17720,13098,4622,,,,,,,,,
Male,50-64 years,Hispanic,43147,34395,8752,,,,,,,,,
Male,50-64 years,White,96867,71477,25390,,,,,,,,,
Male,50-64 years,Other,25271,18368,6903,,,,,,,,,
Male,50-64 years,Unknown,133023,97361,35662,,,,,,,,,
Male,65-79 years,Asian,24148,18829,5319,,,,,,,,,
Male,65-79 years,Black,19208,16058,3150,,,,,,,,,
Male,65-79 years,Hispanic,43326,35832,7494,,,,,,,,,
Male,65-79 years,White,205250,164966,40284,,,,,,,,,
Male,65-79 years,Other,35852,27821,8031,,,,,,,,,
Male,65-79 years,Unknown,179049,140477,38572,,,,,,,,,
Male,80+ years,Asian,5024,3846,1178,,,,,,,,,
Male,80+ years,Black,3212,2638,574,,,,,,,,,
Male,80+ years,Hispanic,8533,7112,1421,,,,,,,,,
Male,80+ years,White,57059,44091,12968,,,,,,,,,
Male,80+ years,Other,19697,14383,5314,,,,,,,,,
Male,80+ years,Unknown,50687,39676,11011,,,,,,,,,
Male,Unknown,Asian,24,19,5,,,,,,,,,
Male,Unknown,Black,18,17,1,,,,,,,,,
Male,Unknown,Hispanic,84,80,4,,,,,,,,,
Male,Unknown,White,167,150,17,,,,,,,,,
Male,Unknown,Other,29,26,3,,,,,,,,,
Male,Unknown,Unknown,611,561,50,,,,,,,,,
Unknown,16-49 years,Asian,989,683,306,,,,,,,,,
Unknown,16-49 years,Black,585,428,157,,,,,,,,,
Unknown,16-49 years,Hispanic,1449,1066,383,,,,,,,,,
Unknown,16-49 years,White,3012,2122,890,,,,,,,,,
Unknown,16-49 years,Other,2252,1448,804,,,,,,,,,
Unknown,16-49 years,Unknown,8742,7626,1116,,,,,,,,,
Unknown,50-64 years,Asian,665,462,203,,,,,,,,,
Unknown,50-64 years,Black,568,444,124,,,,,,,,,
Unknown,50-64 years,Hispanic,664,546,118,,,,,,,,,
Unknown,50-64 years,White,2518,1848,670,,,,,,,,,
Unknown,50-64 years,Other,1330,915,415,,,,,,,,,
Unknown,50-64 years,Unknown,8800,7594,1206,,,,,,,,,
Unknown,65-79 years,Asian,2049,1433,616,,,,,,,,,
Unknown,65-79 years,Black,1204,963,241,,,,,,,,,
Unknown,65-79 years,Hispanic,1369,1096,273,,,,,,,,,
Unknown,65-79 years,White,12301,9245,3056,,,,,,,,,
Unknown,65-79 years,Other,4964,3638,1326,,,,,,,,,
Unknown,65-79 years,Unknown,15499,12211,3288,,,,,,,,,
Unknown,80+ years,Asian,343,250,93,,,,,,,,,
Unknown,80+ years,Black,169,144,25,,,,,,,,,
Unknown,80+ years,Hispanic,247,197,50,,,,,,,,,
Unknown,80+ years,White,2240,1716,524,,,,,,,,,
Unknown,80+ years,Other,861,650,211,,,,,,,,,
Unknown,80+ years,Unknown,2575,1943,632,,,,,,,,,
Unknown,Unknown,Asian,1,1,0,,,,,,,,,
Unknown,Unknown,Black,1,1,0,,,,,,,,,
Unknown,Unknown,Hispanic,5,5,0,,,,,,,,,
Unknown,Unknown,White,10,10,0,,,,,,,,,
Unknown,Unknown,Other,1,1,0,,,,,,,,,
Unknown,Unknown,Unknown,51,41,10,,,,,,,,,
Texas,Total,Total,3663537,2703941,959596,,,,,,,,,
