Gender,Age Group,Race/Ethnicity,Doses Administered,People Vaccinated with at least One Dose,People Fully Vaccinated,,,,,,,,,
Female,16-49 years,Asian,50449,32409,18040,,,,,,,,,
Female,16-49 years,Black,35907,23839,12068,,,,,,,,,
Female,16-49 years,Hispanic,114596,81189,33407,,,,,,,,,
Female,16-49 years,White,202510,131018,71492,,,,,,,,,
Female,16-49 years,Other,69064,48336,20728,,,,,,,,,
Female,16-49 years,Unknown,303205,206421,96784,,,,,,,,,
Female,50-64 years,Asian,24496,17215,7281,,,,,,,,,
Female,50-64 years,Black,29967,21301,8666,,,,,,,,,
Female,50-64 years,Hispanic,61142,47800,13342,,,,,,,,,
Female,50-64 years,White,140370,100116,40254,,,,,,,,,
Female,50-64 years,Other,43450,31837,11613,,,,,,,,,
Female,50-64 years,Unknown,193641,141066,52575,,,,,,,,,
Female,65-79 years,Asian,25626,20487,5139,,,,,,,,,
Female,65-79 years,Black,27615,23312,4303,,,,,,,,,
Female,65-79 years,Hispanic,51717,43712,8005,,,,,,,,,
Female,65-79 years,White,224359,183351,41008,,,,,,,,,
Female,65-79 years,Other,46958,36752,10206,,,,,,,,,
Female,65-79 years,Unknown,212581,170349,42232,,,,,,,,,
Female,80+ years,Asian,5471,4405,1066,,,,,,,,,
Female,80+ years,Black,5832,5042,790,,,,,,,,,
Female,80+ years,Hispanic,12207,10449,1758,,,,,,,,,
Female,80+ years,White,67012,53889,13123,,,,,,,,,
Female,80+ years,Other,45767,33039,12728,,,,,,,,,
Female,80+ years,Unknown,76324,60245,16079,,,,,,,,,
Female,Unknown,Asian,23,21,2,,,,,,,,,
Female,Unknown,Black,23,19,4,,,,,,,,,
Female,Unknown,Hispanic,123,113,10,,,,,,,,,
Female,Unknown,White,173,157,16,,,,,,,,,
Female,Unknown,Other,31,27,4,,,,,,,,,
Female,Unknown,Unknown,904,825,79,,,,,,,,,
Male,16-49 years,Asian,33652,22211,11441,,,,,,,,,
Male,16-49 years,Black,15927,10940,4987,,,,,,,,,
Male,16-49 years,Hispanic,62756,46313,16443,,,,,,,,,
Male,16-49 years,White,106843,71995,34848,,,,,,,,,
Male,16-49 years,Other,33632,23703,9929,,,,,,,,,
Male,16-49 years,Unknown,184733,127627,57106,,,,,,,,,
Male,50-64 years,Asian,17902,13088,4814,,,,,,,,,
Male,50-64 years,Black,16629,12371,4258,,,,,,,,,
Male,50-64 years,Hispanic,40210,32282,7928,,,,,,,,,
Male,50-64 years,White,92012,68342,23670,,,,,,,,,
Male,50-64 years,Other,24152,17839,6313,,,,,,,,,
Male,50-64 years,Unknown,130859,97035,33824,,,,,,,,,
Male,65-79 years,Asian,22753,18109,4644,,,,,,,,,
Male,65-79 years,Black,17716,14949,2767,,,,,,,,,
Male,65-79 years,Hispanic,39330,33025,6305,,,,,,,,,
Male,65-79 years,White,192371,157029,35342,,,,,,,,,
Male,65-79 years,Other,33831,26709,7122,,,,,,,,,
Male,65-79 years,Unknown,175424,140167,35257,,,,,,,,,
Male,80+ years,Asian,4720,3746,974,,,,,,,,,
Male,80+ years,Black,2972,2494,478,,,,,,,,,
Male,80+ years,Hispanic,7661,6536,1125,,,,,,,,,
Male,80+ years,White,53370,42205,11165,,,,,,,,,
Male,80+ years,Other,19018,14059,4959,,,,,,,,,
Male,80+ years,Unknown,49684,39575,10109,,,,,,,,,
Male,Unknown,Asian,23,19,4,,,,,,,,,
Male,Unknown,Black,13,13,0,,,,,,,,,
Male,Unknown,Hispanic,72,69,3,,,,,,,,,
Male,Unknown,White,158,142,16,,,,,,,,,
Male,Unknown,Other,26,23,3,,,,,,,,,
Male,Unknown,Unknown,609,560,49,,,,,,,,,
Unknown,16-49 years,Asian,986,687,299,,,,,,,,,
Unknown,16-49 years,Black,588,432,156,,,,,,,,,
Unknown,16-49 years,Hispanic,1434,1057,377,,,,,,,,,
Unknown,16-49 years,White,3038,2160,878,,,,,,,,,
Unknown,16-49 years,Other,2257,1469,788,,,,,,,,,
Unknown,16-49 years,Unknown,8373,7599,774,,,,,,,,,
Unknown,50-64 years,Asian,660,465,195,,,,,,,,,
Unknown,50-64 years,Black,569,445,124,,,,,,,,,
Unknown,50-64 years,Hispanic,653,541,112,,,,,,,,,
Unknown,50-64 years,White,2530,1872,658,,,,,,,,,
Unknown,50-64 years,Other,1334,929,405,,,,,,,,,
Unknown,50-64 years,Unknown,8298,7558,740,,,,,,,,,
Unknown,65-79 years,Asian,2075,1471,604,,,,,,,,,
Unknown,65-79 years,Black,1180,960,220,,,,,,,,,
Unknown,65-79 years,Hispanic,1338,1080,258,,,,,,,,,
Unknown,65-79 years,White,12173,9253,2920,,,,,,,,,
Unknown,65-79 years,Other,4937,3665,1272,,,,,,,,,
Unknown,65-79 years,Unknown,14098,12081,2017,,,,,,,,,
Unknown,80+ years,Asian,347,256,91,,,,,,,,,
Unknown,80+ years,Black,167,144,23,,,,,,,,,
Unknown,80+ years,Hispanic,243,195,48,,,,,,,,,
Unknown,80+ years,White,2226,1728,498,,,,,,,,,
Unknown,80+ years,Other,852,654,198,,,,,,,,,
Unknown,80+ years,Unknown,2279,1891,388,,,,,,,,,
Unknown,Unknown,Asian,1,1,0,,,,,,,,,
Unknown,Unknown,Black,1,1,0,,,,,,,,,
Unknown,Unknown,Hispanic,5,5,0,,,,,,,,,
Unknown,Unknown,White,10,10,0,,,,,,,,,
Unknown,Unknown,Other,1,1,0,,,,,,,,,
Unknown,Unknown,Unknown,49,41,8,,,,,,,,,
Texas,Total,Total,3523303,2630567,892736,,,,,,,,,
