Gender ,Age Group,Race/Ethnicity,Doses Administered,People Vaccinated with at least One Dose,People Fully Vaccinated ,People with Booster Doses,,,,,
Female,2022-05-11 00:00:00,Asian,47271,27075,20163,33,,,,,
Female,2022-05-11 00:00:00,Black,33559,20670,12879,13,,,,,
Female,2022-05-11 00:00:00,Hispanic,282906,181061,101721,151,,,,,
Female,2022-05-11 00:00:00,Other,129787,77484,52200,118,,,,,
Female,2022-05-11 00:00:00,Unknown,24962,16901,8055,7,,,,,
Female,2022-05-11 00:00:00,White,110807,65288,45455,78,,,,,
Female,2022-12-15 00:00:00,Asian,49066,24504,21470,3100,,,,,
Female,2022-12-15 00:00:00,Black,68677,36902,29902,1877,,,,,
Female,2022-12-15 00:00:00,Hispanic,489843,267245,208370,14305,,,,,
Female,2022-12-15 00:00:00,Other,227879,117084,99666,11144,,,,,
Female,2022-12-15 00:00:00,Unknown,21261,12965,7945,353,,,,,
Female,2022-12-15 00:00:00,White,187563,97757,81454,8378,,,,,
Female,16-49,Asian,692187,317244,275993,113171,,,,,
Female,16-49,Black,886108,446917,374968,86592,,,,,
Female,16-49,Hispanic,4005892,2042041,1703261,401157,,,,,
Female,16-49,Other,1653936,779770,681188,242588,,,,,
Female,16-49,Unknown,446801,249816,183687,28959,,,,,
Female,16-49,White,2934483,1436674,1241941,370273,,,,,
Female,50-64,Asian,229502,101125,88831,44974,,,,,
Female,50-64,Black,469386,209723,188189,84176,,,,,
Female,50-64,Hispanic,1478006,680616,587863,249291,,,,,
Female,50-64,Other,912490,384240,351933,198064,,,,,
Female,50-64,Unknown,200228,106633,79468,21067,,,,,
Female,50-64,White,1762189,800102,719415,311922,,,,,
Female,65-79,Asian,111538,47918,41128,24357,,,,,
Female,65-79,Black,259652,108269,98574,58243,,,,,
Female,65-79,Hispanic,772045,334976,289079,161819,,,,,
Female,65-79,Other,853661,331457,309546,222690,,,,,
Female,65-79,Unknown,125934,65868,47922,15337,,,,,
Female,65-79,White,1509729,634667,576732,334727,,,,,
Female,80+,Asian,20938,9111,7765,4497,,,,,
Female,80+,Black,56520,24095,21548,12358,,,,,
Female,80+,Hispanic,188052,83022,70666,37907,,,,,
Female,80+,Other,281645,110808,102377,70895,,,,,
Female,80+,Unknown,45842,24387,17391,4983,,,,,
Female,80+,White,449277,188077,170120,101408,,,,,
Female,Unknown,Asian,119,90,35,0,,,,,
Female,Unknown,Black,177,144,42,,,,,,
Female,Unknown,Hispanic,1072,895,239,,,,,,
Female,Unknown,Other,207,165,45,0,,,,,
Female,Unknown,Unknown,809,701,120,,,,,,
Female,Unknown,White,712,564,186,6,,,,,
Male,2022-05-11 00:00:00,Asian,49780,28554,21193,33,,,,,
Male,2022-05-11 00:00:00,Black,33862,20926,12921,20,,,,,
Male,2022-05-11 00:00:00,Hispanic,286200,183293,102799,136,,,,,
Male,2022-05-11 00:00:00,Other,132713,79331,53278,123,,,,,
Male,2022-05-11 00:00:00,Unknown,25887,17640,8241,9,,,,,
Male,2022-05-11 00:00:00,White,115538,67904,47560,96,,,,,
Male,2022-12-15 00:00:00,Asian,50400,25224,22081,3098,,,,,
Male,2022-12-15 00:00:00,Black,67739,36453,29430,1863,,,,,
Male,2022-12-15 00:00:00,Hispanic,485122,267286,204231,13675,,,,,
