Gender ,Age Group,Race/Ethnicity,Doses Administered,People Vaccinated with at least One Dose,People Fully Vaccinated ,,,,,,
Female,12-15 years,Asian,44059,23870,20196,,,,,,
Female,12-15 years,Black,51883,30347,21538,,,,,,
Female,12-15 years,Hispanic,338258,197214,141109,,,,,,
Female,12-15 years,Other,152934,88188,64757,,,,,,
Female,12-15 years,Unknown,16264,10167,6098,,,,,,
Female,12-15 years,White,151151,87360,63803,,,,,,
Female,16-49 years,Asian,570414,308716,276113,,,,,,
Female,16-49 years,Black,648675,372708,296098,,,,,,
Female,16-49 years,Hispanic,3007675,1722450,1407060,,,,,,
Female,16-49 years,Other,853652,493056,393767,,,,,,
Female,16-49 years,Unknown,525683,302933,239419,,,,,,
Female,16-49 years,White,2302147,1309334,1097426,,,,,,
Female,50-64 years,Asian,189540,102059,93126,,,,,,
Female,50-64 years,Black,357647,197663,172449,,,,,,
Female,50-64 years,Hispanic,1095712,603422,528774,,,,,,
Female,50-64 years,Other,382319,211022,183606,,,,,,
Female,50-64 years,Unknown,275034,154587,128721,,,,,,
Female,50-64 years,White,1408953,782671,692397,,,,,,
Female,65-79 years,Asian,91728,48965,44740,,,,,,
Female,65-79 years,Black,201264,108930,97862,,,,,,
Female,65-79 years,Hispanic,546962,295074,264960,,,,,,
Female,65-79 years,Other,312658,167224,150373,,,,,,
Female,65-79 years,Unknown,222180,121682,104745,,,,,,
Female,65-79 years,White,1200785,646687,590305,,,,,,
Female,80+ years,Asian,17004,9185,8279,,,,,,
Female,80+ years,Black,43161,23675,20986,,,,,,
Female,80+ years,Hispanic,132246,72376,63268,,,,,,
Female,80+ years,Other,129333,69591,60859,,,,,,
Female,80+ years,Unknown,84419,46624,39020,,,,,,
Female,80+ years,White,341527,184391,167579,,,,,,
Female,Unknown,Asian,121,93,34,,,,,,
Female,Unknown,Black,188,150,49,,,,,,
Female,Unknown,Hispanic,1137,898,292,,,,,,
Female,Unknown,Other,299,219,84,,,,,,
Female,Unknown,Unknown,878,752,138,,,,,,
Female,Unknown,White,817,638,222,,,,,,
Male,12-15 years,Asian,45289,24575,20716,,,,,,
Male,12-15 years,Black,51026,30024,21012,,,,,,
