Gender,Age Group,Race/Ethnicity,Doses Administered,People Vaccinated with at least One Dose,People Fully Vaccinated,,,,,,,,,
Female,16-49 years,Asian,69061,43033,26028,,,,,,,,,
Female,16-49 years,Black,51503,32931,18572,,,,,,,,,
Female,16-49 years,Hispanic,202224,133245,68979,,,,,,,,,
Female,16-49 years,White,292161,185044,107117,,,,,,,,,
Female,16-49 years,Other,91942,58989,32953,,,,,,,,,
Female,16-49 years,Unknown,335495,204360,131135,,,,,,,,,
Female,50-64 years,Asian,37277,24198,13079,,,,,,,,,
Female,50-64 years,Black,48265,32345,15920,,,,,,,,,
Female,50-64 years,Hispanic,128672,88834,39838,,,,,,,,,
Female,50-64 years,White,236394,159397,76997,,,,,,,,,
Female,50-64 years,Other,60404,39838,20566,,,,,,,,,
Female,50-64 years,Unknown,220038,137446,82592,,,,,,,,,
Female,65-79 years,Asian,43534,29018,14516,,,,,,,,,
Female,65-79 years,Black,52836,37160,15676,,,,,,,,,
Female,65-79 years,Hispanic,126330,88229,38101,,,,,,,,,
Female,65-79 years,White,426521,292691,133830,,,,,,,,,
Female,65-79 years,Other,72286,48379,23907,,,,,,,,,
Female,65-79 years,Unknown,245277,158776,86501,,,,,,,,,
Female,80+ years,Asian,9246,5997,3249,,,,,,,,,
Female,80+ years,Black,11778,8222,3556,,,,,,,,,
Female,80+ years,Hispanic,32638,23069,9569,,,,,,,,,
Female,80+ years,White,125157,84508,40649,,,,,,,,,
Female,80+ years,Other,56919,36746,20173,,,,,,,,,
Female,80+ years,Unknown,86752,56955,29797,,,,,,,,,
Female,Unknown,Asian,28,25,3,,,,,,,,,
Female,Unknown,Black,40,31,9,,,,,,,,,
Female,Unknown,Hispanic,219,190,29,,,,,,,,,
Female,Unknown,White,276,242,34,,,,,,,,,
Female,Unknown,Other,37,32,5,,,,,,,,,
Female,Unknown,Unknown,951,828,123,,,,,,,,,
Male,16-49 years,Asian,48795,31247,17548,,,,,,,,,
Male,16-49 years,Black,24942,16452,8490,,,,,,,,,
Male,16-49 years,Hispanic,123499,84100,39399,,,,,,,,,
Male,16-49 years,White,170880,112289,58591,,,,,,,,,
Male,16-49 years,Other,48199,31591,16608,,,,,,,,,
Male,16-49 years,Unknown,206132,127237,78895,,,,,,,,,
Male,50-64 years,Asian,29106,19201,9905,,,,,,,,,
Male,50-64 years,Black,29286,20272,9014,,,,,,,,,
Male,50-64 years,Hispanic,90312,63526,26786,,,,,,,,,
Male,50-64 years,White,168441,115984,52457,,,,,,,,,
Male,50-64 years,Other,35571,23787,11784,,,,,,,,,
Male,50-64 years,Unknown,150649,95309,55340,,,,,,,,,
Male,65-79 years,Asian,38172,25508,12664,,,,,,,,,
Male,65-79 years,Black,34682,24431,10251,,,,,,,,,
Male,65-79 years,Hispanic,94993,66247,28746,,,,,,,,,
Male,65-79 years,White,366805,251036,115769,,,,,,,,,
Male,65-79 years,Other,54264,36369,17895,,,,,,,,,
Male,65-79 years,Unknown,203725,131341,72384,,,,,,,,,
Male,80+ years,Asian,7980,5065,2915,,,,,,,,,
Male,80+ years,Black,5938,4054,1884,,,,,,,,,
Male,80+ years,Hispanic,20049,14056,5993,,,,,,,,,
Male,80+ years,White,98399,65230,33169,,,,,,,,,
Male,80+ years,Other,25012,16304,8708,,,,,,,,,
Male,80+ years,Unknown,56054,36570,19484,,,,,,,,,
Male,Unknown,Asian,37,29,8,,,,,,,,,
Male,Unknown,Black,29,27,2,,,,,,,,,
Male,Unknown,Hispanic,167,145,22,,,,,,,,,
Male,Unknown,White,226,201,25,,,,,,,,,
Male,Unknown,Other,42,37,5,,,,,,,,,
Male,Unknown,Unknown,636,566,70,,,,,,,,,
Unknown,16-49 years,Asian,966,623,343,,,,,,,,,
Unknown,16-49 years,Black,584,370,214,,,,,,,,,
Unknown,16-49 years,Hispanic,1439,908,531,,,,,,,,,
Unknown,16-49 years,White,2855,1767,1088,,,,,,,,,
Unknown,16-49 years,Other,2170,1251,919,,,,,,,,,
Unknown,16-49 years,Unknown,15317,10695,4622,,,,,,,,,
Unknown,50-64 years,Asian,628,381,247,,,,,,,,,
Unknown,50-64 years,Black,634,396,238,,,,,,,,,
Unknown,50-64 years,Hispanic,689,461,228,,,,,,,,,
Unknown,50-64 years,White,2384,1458,926,,,,,,,,,
Unknown,50-64 years,Other,1368,810,558,,,,,,,,,
Unknown,50-64 years,Unknown,15571,10710,4861,,,,,,,,,
Unknown,65-79 years,Asian,1889,1060,829,,,,,,,,,
Unknown,65-79 years,Black,1274,764,510,,,,,,,,,
Unknown,65-79 years,Hispanic,1465,899,566,,,,,,,,,
Unknown,65-79 years,White,12045,6854,5191,,,,,,,,,
Unknown,65-79 years,Other,5096,2780,2316,,,,,,,,,
Unknown,65-79 years,Unknown,25189,16735,8454,,,,,,,,,
Unknown,80+ years,Asian,314,179,135,,,,,,,,,
Unknown,80+ years,Black,195,115,80,,,,,,,,,
Unknown,80+ years,Hispanic,269,165,104,,,,,,,,,
Unknown,80+ years,White,2291,1333,958,,,,,,,,,
Unknown,80+ years,Other,888,499,389,,,,,,,,,
Unknown,80+ years,Unknown,4372,3164,1208,,,,,,,,,
Unknown,Unknown,Asian,1,1,0,,,,,,,,,
Unknown,Unknown,Black,1,1,0,,,,,,,,,
Unknown,Unknown,Hispanic,5,5,0,,,,,,,,,
Unknown,Unknown,White,10,10,0,,,,,,,,,
Unknown,Unknown,Other,1,1,0,,,,,,,,,
Unknown,Unknown,Unknown,58,47,11,,,,,,,,,
Texas,Total,Total,5297251,3493411,1803840,,,,,,,,,
