Gender ,Agegrp,Race/Ethnicity,Doses Administered,People Vaccinated with at least One Dose,People Fully Vaccinated ,People with Booster Doses,,,,,
Female,2022-05-11 00:00:00,Asian,54373,29683,24630,60,,,,,
Female,2022-05-11 00:00:00,Black,42806,24172,18593,42,,,,,
Female,2022-05-11 00:00:00,Hispanic,446237,278165,167567,525,,,,,
Female,2022-05-11 00:00:00,Other,160258,89636,70407,220,,,,,
Female,2022-05-11 00:00:00,Unknown,31220,19706,11501,16,,,,,
Female,2022-05-11 00:00:00,White,132065,73993,57922,156,,,,,
Female,2022-12-15 00:00:00,Asian,51909,24884,21968,5065,,,,,
Female,2022-12-15 00:00:00,Black,73022,38034,31551,3441,,,,,
Female,2022-12-15 00:00:00,Hispanic,565642,307414,229962,28400,,,,,
Female,2022-12-15 00:00:00,Other,242657,120655,104147,17871,,,,,
Female,2022-12-15 00:00:00,Unknown,22796,13766,8403,629,,,,,
Female,2022-12-15 00:00:00,White,196577,99598,83937,13071,,,,,
Female,16-49,Asian,712367,320948,278102,127631,,,,,
Female,16-49,Black,935336,461176,390745,106319,,,,,
Female,16-49,Hispanic,4275014,2153548,1768977,499178,,,,,
Female,16-49,Other,1739871,807087,705709,278367,,,,,
Female,16-49,Unknown,449543,252254,179501,33484,,,,,
Female,16-49,White,3024577,1460150,1265336,415344,,,,,
Female,50-64,Asian,235515,102393,89251,49285,,,,,
Female,50-64,Black,485573,211506,190834,95972,,,,,
Female,50-64,Hispanic,1559050,707041,602431,290447,,,,,
Female,50-64,Other,957260,396554,363544,219675,,,,,
Female,50-64,Unknown,196303,104435,75786,22917,,,,,
Female,50-64,White,1802351,805841,725687,340573,,,,,
Female,65-79,Asian,114496,48645,41442,26269,,,,,
Female,65-79,Black,266652,108537,99278,64272,,,,,
Female,65-79,Hispanic,809091,345562,295930,181766,,,,,
Female,65-79,Other,892983,341039,319772,242531,,,,,
Female,65-79,Unknown,120461,63022,44877,15641,,,,,
Female,65-79,White,1539783,637362,580512,358457,,,,,
Female,80+,Asian,21471,9214,7824,4866,,,,,
Female,80+,Black,57969,24219,21702,13531,,,,,
Female,80+,Hispanic,197217,85529,72417,42896,,,,,
Female,80+,Other,291801,112949,104807,76551,,,,,
Female,80+,Unknown,44462,23623,16594,5131,,,,,
Female,80+,White,458181,188886,171139,108509,,,,,
Female,Unknown,Asian,127,95,37,,,,,,
Female,Unknown,Black,189,152,43,6,,,,,
Female,Unknown,Hispanic,1471,1254,278,8,,,,,
Female,Unknown,Other,225,182,46,0,,,,,
Female,Unknown,Unknown,811,705,119,,,,,,
Female,Unknown,White,740,580,194,10,,,,,
Male,2022-05-11 00:00:00,Asian,57102,31214,25830,59,,,,,
Male,2022-05-11 00:00:00,Black,43234,24496,18701,37,,,,,
Male,2022-05-11 00:00:00,Hispanic,449438,280523,168418,521,,,,,
Male,2022-05-11 00:00:00,Other,163336,91433,71655,255,,,,,
Male,2022-05-11 00:00:00,Unknown,32481,20583,11869,31,,,,,
Male,2022-05-11 00:00:00,White,137394,76919,60331,151,,,,,
Male,2022-12-15 00:00:00,Asian,53063,25557,22555,4954,,,,,
Male,2022-12-15 00:00:00,Black,71908,37513,30957,3445,,,,,
Male,2022-12-15 00:00:00,Hispanic,560313,307694,225701,27030,,,,,
Male,2022-12-15 00:00:00,Other,243104,121280,104297,17553,,,,,
Male,2022-12-15 00:00:00,Unknown,23521,14339,8635,556,,,,,
Male,2022-12-15 00:00:00,White,198175,101160,84381,12665,,,,,
Male,16-49,Asian,693552,329134,283221,117318,,,,,
Male,16-49,Black,744754,379048,315106,78780,,,,,
Male,16-49,Hispanic,3785761,1992587,1596077,374855,,,,,
Male,16-49,Other,1547628,749273,640636,226162,,,,,
Male,16-49,Unknown,398957,238324,162092,23291,,,,,
Male,16-49,White,2749810,1369918,1175423,352590,,,,,
Male,50-64,Asian,217715,94951,84028,46588,,,,,
Male,50-64,Black,405468,183408,161796,75588,,,,,
Male,50-64,Hispanic,1405844,650602,556135,245171,,,,,
Male,50-64,Other,792466,336925,305679,174084,,,,,
Male,50-64,Unknown,173009,95777,68536,17420,,,,,
Male,50-64,White,1678774,770140,686447,302589,,,,,
Male,65-79,Asian,97464,41086,35010,22833,,,,,
Male,65-79,Black,183569,76619,68225,43534,,,,,
Male,65-79,Hispanic,641595,273602,235571,145623,,,,,
Male,65-79,Other,704547,271072,252163,190458,,,,,
Male,65-79,Unknown,108392,57104,40388,14042,,,,,
Male,65-79,White,1345701,563998,507945,309273,,,,,
Male,80+,Asian,17118,7141,6169,4114,,,,,
Male,80+,Black,26631,11339,9795,6209,,,,,
Male,80+,Hispanic,119236,51335,43338,26900,,,,,
Male,80+,Other,176439,67568,62283,48222,,,,,
Male,80+,Unknown,29498,15867,10703,3507,,,,,
Male,80+,White,327334,134859,120316,79272,,,,,
Male,Unknown,Asian,146,103,46,,,,,,
Male,Unknown,Black,143,115,36,,,,,,
Male,Unknown,Hispanic,1406,1208,267,10,,,,,
Male,Unknown,Other,217,170,60,,,,,,
Male,Unknown,Unknown,592,513,91,0,,,,,
Male,Unknown,White,674,528,182,6,,,,,
Unknown,2022-05-11 00:00:00,Asian,38,25,13,0,,,,,
Unknown,2022-05-11 00:00:00,Black,11,7,4,0,,,,,
Unknown,2022-05-11 00:00:00,Hispanic,766,683,83,0,,,,,
Unknown,2022-05-11 00:00:00,Other,88,67,21,0,,,,,
Unknown,2022-05-11 00:00:00,Unknown,136,91,45,0,,,,,
Unknown,2022-05-11 00:00:00,White,46,36,10,0,,,,,
Unknown,2022-12-15 00:00:00,Asian,30,16,11,,,,,,
Unknown,2022-12-15 00:00:00,Black,35,22,13,0,,,,,
Unknown,2022-12-15 00:00:00,Hispanic,545,478,69,0,,,,,
Unknown,2022-12-15 00:00:00,Other,110,75,33,,,,,,
Unknown,2022-12-15 00:00:00,Unknown,143,118,24,,,,,,
Unknown,2022-12-15 00:00:00,White,124,78,43,,,,,,
Unknown,16-49,Asian,1463,816,633,106,,,,,
Unknown,16-49,Black,1607,914,719,68,,,,,
Unknown,16-49,Hispanic,13173,8109,6556,538,,,,,
Unknown,16-49,Other,10815,6609,4657,383,,,,,
Unknown,16-49,Unknown,5802,3585,2327,209,,,,,
