Gender ,Age Group,Race/Ethnicity,Doses Administered,People Vaccinated with at least One Dose,People Fully Vaccinated ,People with Booster Doses,,,,,
Female,2022-05-11 00:00:00,Asian,45881,26696,19157,28,,,,,
Female,2022-05-11 00:00:00,Black,31858,20140,11707,12,,,,,
Female,2022-05-11 00:00:00,Hispanic,267582,173880,93589,138,,,,,
Female,2022-05-11 00:00:00,Other,124951,75758,49096,111,,,,,
Female,2022-05-11 00:00:00,Unknown,24011,16495,7512,,,,,,
Female,2022-05-11 00:00:00,White,107620,64150,43413,71,,,,,
Female,2022-12-15 00:00:00,Asian,48648,24446,21389,2821,,,,,
Female,2022-12-15 00:00:00,Black,68024,36741,29638,1649,,,,,
Female,2022-12-15 00:00:00,Hispanic,483051,264802,206183,12143,,,,,
Female,2022-12-15 00:00:00,Other,226011,116667,99147,10212,,,,,
Female,2022-12-15 00:00:00,Unknown,21284,12974,7999,313,,,,,
Female,2022-12-15 00:00:00,White,186344,97540,81185,7645,,,,,
Female,16-49,Asian,688846,316585,275721,110746,,,,,
Female,16-49,Black,879767,445133,373169,83777,,,,,
Female,16-49,Hispanic,3973867,2032158,1696169,385726,,,,,
Female,16-49,Other,1642778,776470,678302,237467,,,,,
Female,16-49,Unknown,447194,250193,184372,28301,,,,,
Female,16-49,White,2921953,1433919,1239483,362800,,,,,
Female,50-64,Asian,228623,100950,88801,44299,,,,,
Female,50-64,Black,466820,209453,187780,82293,,,,,
Female,50-64,Hispanic,1466800,677634,586130,242739,,,,,
Female,50-64,Other,907002,382824,350680,195182,,,,,
Female,50-64,Unknown,200628,106932,79930,20737,,,,,
Female,50-64,White,1755930,799400,718681,307030,,,,,
Female,65-79,Asian,111147,47840,41093,24075,,,,,
Female,65-79,Black,258679,108238,98549,57333,,,,,
Female,65-79,Hispanic,767482,333853,288368,159068,,,,,
Female,65-79,Other,849774,330512,308613,220626,,,,,
Female,65-79,Unknown,126361,66134,48245,15201,,,,,
Female,65-79,White,1505330,634323,576513,330877,,,,,
Female,80+,Asian,20854,9091,7757,4441,,,,,
Female,80+,Black,56254,24069,21535,12135,,,,,
Female,80+,Hispanic,187011,82741,70526,37277,,,,,
Female,80+,Other,280552,110602,102148,70223,,,,,
Female,80+,Unknown,45935,24449,17479,4934,,,,,
Female,80+,White,447834,187960,170010,100184,,,,,
Female,Unknown,Asian,114,88,32,0,,,,,
Female,Unknown,Black,175,142,42,,,,,,
Female,Unknown,Hispanic,1060,883,239,,,,,,
Female,Unknown,Other,201,160,44,0,,,,,
Female,Unknown,Unknown,808,701,119,,,,,,
Female,Unknown,White,708,563,183,6,,,,,
Male,2022-05-11 00:00:00,Asian,48343,28156,20157,30,,,,,
Male,2022-05-11 00:00:00,Black,32046,20364,11669,18,,,,,
Male,2022-05-11 00:00:00,Hispanic,270696,176062,94542,119,,,,,
Male,2022-05-11 00:00:00,Other,127778,77564,50120,110,,,,,
Male,2022-05-11 00:00:00,Unknown,24958,17268,7685,8,,,,,
Male,2022-05-11 00:00:00,White,112094,66717,45313,86,,,,,
Male,2022-12-15 00:00:00,Asian,50008,25165,22010,2836,,,,,
Male,2022-12-15 00:00:00,Black,67186,36336,29190,1667,,,,,
Male,2022-12-15 00:00:00,Hispanic,478132,264592,202073,11535,,,,,
Male,2022-12-15 00:00:00,Other,226533,117346,99233,9979,,,,,
Male,2022-12-15 00:00:00,Unknown,22224,13676,8273,281,,,,,
Male,2022-12-15 00:00:00,White,187936,99010,81544,7409,,,,,
Male,16-49,Asian,667794,320868,279027,101919,,,,,
Male,16-49,Black,703315,367272,301996,61588,,,,,
Male,16-49,Hispanic,3538852,1888783,1531778,288465,,,,,
Male,16-49,Other,1462260,720519,615899,191469,,,,,
Male,16-49,Unknown,387081,229181,162441,19336,,,,,
Male,16-49,White,2659266,1344902,1152435,307032,,,,,
Male,50-64,Asian,211446,93649,83440,41949,,,,,
Male,50-64,Black,389171,181423,159047,63987,,,,,
Male,50-64,Hispanic,1324651,626798,540901,201729,,,,,
Male,50-64,Other,749589,324983,294551,153429,,,,,
Male,50-64,Unknown,175020,97150,71189,15504,,,,,
Male,50-64,White,1634295,763192,679116,271605,,,,,
Male,65-79,Asian,94780,40417,34752,21084,,,,,
Male,65-79,Black,177698,76160,67327,39004,,,,,
Male,65-79,Hispanic,607731,264732,228950,126942,,,,,
Male,65-79,Other,670475,262742,243002,173536,,,,,
Male,65-79,Unknown,113448,59826,43197,13666,,,,,
Male,65-79,White,1313529,559982,502785,286123,,,,,
Male,80+,Asian,16634,7055,6106,3778,,,,,
Male,80+,Black,25918,11284,9694,5650,,,,,
