Gender ,Agegrp,Race/Ethnicity,Doses Administered,People Vaccinated with at least One Dose,People Fully Vaccinated ,People with Booster Doses,,,,,
Female,2022-05-11 00:00:00,Asian,53289,29169,24065,55,,,,,
Female,2022-05-11 00:00:00,Black,41513,23588,17892,34,,,,,
Female,2022-05-11 00:00:00,Hispanic,412483,254745,157309,449,,,,,
Female,2022-05-11 00:00:00,Other,156131,87669,68270,198,,,,,
Female,2022-05-11 00:00:00,Unknown,30295,19213,11070,14,,,,,
Female,2022-05-11 00:00:00,White,129117,72530,56462,132,,,,,
Female,2022-12-15 00:00:00,Asian,51497,24805,21911,4789,,,,,
Female,2022-12-15 00:00:00,Black,72433,37849,31366,3222,,,,,
Female,2022-12-15 00:00:00,Hispanic,550967,298463,226394,26239,,,,,
Female,2022-12-15 00:00:00,Other,240416,119963,103571,16898,,,,,
Female,2022-12-15 00:00:00,Unknown,22429,13476,8371,584,,,,,
Female,2022-12-15 00:00:00,White,195216,99183,83616,12446,,,,,
Female,16-49,Asian,708852,320274,277759,125102,,,,,
Female,16-49,Black,926646,458281,388180,102969,,,,,
Female,16-49,Hispanic,4225463,2129997,1758612,482879,,,,,
Female,16-49,Other,1723001,801150,701126,271647,,,,,
Female,16-49,Unknown,447400,250065,180477,32522,,,,,
Female,16-49,White,3008695,1455266,1261724,407570,,,,,
Female,50-64,Asian,234097,102084,89132,48310,,,,,
Female,50-64,Black,482341,211210,190302,93566,,,,,
Female,50-64,Hispanic,1541329,701058,598987,281979,,,,,
Female,50-64,Other,944952,393281,360339,213646,,,,,
Female,50-64,Unknown,198025,105191,76896,22768,,,,,
Female,50-64,White,1792986,804502,724254,333881,,,,,
Female,65-79,Asian,113502,48394,41307,25661,,,,,
Female,65-79,Black,265086,108616,99179,62730,,,,,
Female,65-79,Hispanic,798028,342371,293318,176437,,,,,
Female,65-79,Other,876144,337283,315342,233808,,,,,
Female,65-79,Unknown,123119,64262,46054,15897,,,,,
Female,65-79,White,1528761,636217,578860,350208,,,,,
Female,80+,Asian,21240,9160,7784,4729,,,,,
Female,80+,Black,57704,24210,21687,13289,,,,,
Female,80+,Hispanic,194630,84800,71818,41621,,,,,
Female,80+,Other,287337,112049,103664,74109,,,,,
Female,80+,Unknown,45086,23951,16867,5158,,,,,
Female,80+,White,455055,188544,170720,106145,,,,,
Female,Unknown,Asian,125,93,37,,,,,,
Female,Unknown,Black,187,150,44,6,,,,,
Female,Unknown,Hispanic,1324,1123,264,6,,,,,
Female,Unknown,Other,222,180,45,0,,,,,
Female,Unknown,Unknown,806,701,117,,,,,,
Female,Unknown,White,737,579,193,10,,,,,
Male,2022-05-11 00:00:00,Asian,55864,30663,25148,54,,,,,
Male,2022-05-11 00:00:00,Black,41996,23938,18023,35,,,,,
Male,2022-05-11 00:00:00,Hispanic,415015,256429,158178,432,,,,,
Male,2022-05-11 00:00:00,Other,159255,89567,69462,232,,,,,
Male,2022-05-11 00:00:00,Unknown,31493,20013,11463,19,,,,,
Male,2022-05-11 00:00:00,White,134386,75351,58904,138,,,,,
Male,2022-12-15 00:00:00,Asian,52652,25478,22486,4691,,,,,
Male,2022-12-15 00:00:00,Black,71312,37327,30769,3223,,,,,
Male,2022-12-15 00:00:00,Hispanic,545295,298359,222103,24942,,,,,
Male,2022-12-15 00:00:00,Other,240866,120613,103645,16634,,,,,
Male,2022-12-15 00:00:00,Unknown,23144,14031,8602,519,,,,,
Male,2022-12-15 00:00:00,White,196799,100712,84095,12021,,,,,
Male,16-49,Asian,689861,327896,282741,115087,,,,,
Male,16-49,Black,738095,376982,313251,75922,,,,,
Male,16-49,Hispanic,3746469,1972935,1587673,362876,,,,,
Male,16-49,Other,1532937,743814,636684,220433,,,,,
Male,16-49,Unknown,394151,233758,162387,22614,,,,,
Male,16-49,White,2735470,1365181,1172010,345850,,,,,
Male,50-64,Asian,216376,94700,83919,45597,,,,,
Male,50-64,Black,402645,183073,161319,73577,,,,,
Male,50-64,Hispanic,1390699,645816,553053,237647,,,,,
Male,50-64,Other,781837,334091,302851,168950,,,,,
Male,50-64,Unknown,174211,96254,69351,17345,,,,,
Male,50-64,White,1669087,768463,684631,296277,,,,,
Male,65-79,Asian,96642,40886,34890,22335,,,,,
Male,65-79,Black,182176,76591,67909,42487,,,,,
Male,65-79,Hispanic,632177,270939,233111,141262,,,,,
Male,65-79,Other,689848,267709,247858,183342,,,,,
Male,65-79,Unknown,110713,58255,41345,14271,,,,,
Male,65-79,White,1334018,562329,505243,301967,,,,,
Male,80+,Asian,16934,7110,6139,3989,,,,,
Male,80+,Black,26519,11359,9762,6110,,,,,
Male,80+,Hispanic,117447,50829,42889,26058,,,,,
Male,80+,Other,172442,66722,61086,46255,,,,,
Male,80+,Unknown,30017,16153,10909,3537,,,,,
Male,80+,White,324111,134417,119509,77295,,,,,
Male,Unknown,Asian,146,103,46,,,,,,
Male,Unknown,Black,142,114,36,,,,,,
Male,Unknown,Hispanic,1275,1079,262,10,,,,,
Male,Unknown,Other,208,163,58,,,,,,
Male,Unknown,Unknown,580,503,87,0,,,,,
Male,Unknown,White,670,525,181,6,,,,,
Unknown,2022-05-11 00:00:00,Asian,38,25,13,0,,,,,
Unknown,2022-05-11 00:00:00,Black,11,7,4,0,,,,,
Unknown,2022-05-11 00:00:00,Hispanic,718,650,68,0,,,,,
Unknown,2022-05-11 00:00:00,Other,75,55,20,0,,,,,
Unknown,2022-05-11 00:00:00,Unknown,140,94,46,0,,,,,
Unknown,2022-05-11 00:00:00,White,45,35,10,0,,,,,
Unknown,2022-12-15 00:00:00,Asian,30,16,11,,,,,,
Unknown,2022-12-15 00:00:00,Black,33,21,12,0,,,,,
Unknown,2022-12-15 00:00:00,Hispanic,539,475,66,0,,,,,
Unknown,2022-12-15 00:00:00,Other,102,68,32,,,,,,
Unknown,2022-12-15 00:00:00,Unknown,143,118,24,,,,,,
Unknown,2022-12-15 00:00:00,White,124,77,44,,,,,,
