Gender ,Age Group,Race/Ethnicity,Doses Administered,People Vaccinated with at least One Dose,People Fully Vaccinated ,,,,,,
Female,12-15 years,Asian,43526,23746,19787,,,,,,
Female,12-15 years,Black,49419,29477,19944,,,,,,
Female,12-15 years,Hispanic,320373,190213,130224,,,,,,
Female,12-15 years,Other,145832,85551,60292,,,,,,
Female,12-15 years,Unknown,15661,9946,5716,,,,,,
Female,12-15 years,White,146968,85977,61002,,,,,,
Female,16-49 years,Asian,568507,308121,274788,,,,,,
Female,16-49 years,Black,633712,366003,287744,,,,,,
Female,16-49 years,Hispanic,2945438,1693454,1372120,,,,,,
Female,16-49 years,Other,824558,478799,378682,,,,,,
Female,16-49 years,Unknown,524848,303006,238441,,,,,,
Female,16-49 years,White,2272835,1295904,1081040,,,,,,
Female,50-64 years,Asian,189455,102120,92980,,,,,,
Female,50-64 years,Black,354253,196317,170380,,,,,,
Female,50-64 years,Hispanic,1085176,598684,522817,,,,,,
Female,50-64 years,Other,370457,205050,177578,,,,,,
Female,50-64 years,Unknown,277054,155892,129428,,,,,,
Female,50-64 years,White,1400181,779101,686937,,,,,,
Female,65-79 years,Asian,91878,49066,44783,,,,,,
Female,65-79 years,Black,200758,108799,97487,,,,,,
Female,65-79 years,Hispanic,542576,293004,262596,,,,,,
Female,65-79 years,Other,300611,161114,144368,,,,,,
Female,65-79 years,Unknown,226162,123855,106565,,,,,,
Female,65-79 years,White,1199499,646499,589125,,,,,,
Female,80+ years,Asian,16992,9190,8259,,,,,,
Female,80+ years,Black,42977,23608,20866,,,,,,
Female,80+ years,Hispanic,131012,71769,62628,,,,,,
Female,80+ years,Other,126688,68283,59513,,,,,,
Female,80+ years,Unknown,85384,47150,39460,,,,,,
Female,80+ years,White,340720,184077,167075,,,,,,
Female,Unknown,Asian,121,93,34,,,,,,
Female,Unknown,Black,187,150,48,,,,,,
Female,Unknown,Hispanic,1115,885,283,,,,,,
Female,Unknown,Other,282,208,77,,,,,,
Female,Unknown,Unknown,877,750,139,,,,,,
Female,Unknown,White,802,630,215,,,,,,
Male,12-15 years,Asian,44689,24427,20263,,,,,,
Male,12-15 years,Black,48532,29104,19437,,,,,,
Male,12-15 years,Hispanic,313379,188128,125298,,,,,,
Male,12-15 years,Other,146022,86194,59844,,,,,,
Male,12-15 years,Unknown,16291,10463,5833,,,,,,
Male,12-15 years,White,147591,87242,60367,,,,,,
Male,16-49 years,Asian,548777,305041,272002,,,,,,
Male,16-49 years,Black,509059,300316,232195,,,,,,
Male,16-49 years,Hispanic,2597826,1536803,1201222,,,,,,
Male,16-49 years,Other,766936,458555,353641,,,,,,
Male,16-49 years,Unknown,406290,244311,184215,,,,,,
Male,16-49 years,White,2064592,1197385,993258,,,,,,
Male,50-64 years,Asian,173956,94677,86390,,,,,,
Male,50-64 years,Black,292963,165855,141619,,,,,,
Male,50-64 years,Hispanic,980804,548727,472438,,,,,,
Male,50-64 years,Other,317597,179287,152391,,,,,,
Male,50-64 years,Unknown,220724,127288,102809,,,,,,
Male,50-64 years,White,1288477,725783,636002,,,,,,
Male,65-79 years,Asian,77455,41286,37723,,,,,,
Male,65-79 years,Black,134243,73548,65457,,,,,,
Male,65-79 years,Hispanic,424293,230343,205915,,,,,,
Male,65-79 years,Other,238523,128316,114812,,,,,,
Male,65-79 years,Unknown,191500,105269,90350,,,,,,
Male,65-79 years,White,1031027,557234,508158,,,,,,
Male,80+ years,Asian,13414,7193,6538,,,,,,
Male,80+ years,Black,19591,10802,9500,,,,,,
Male,80+ years,Hispanic,78638,43043,37719,,,,,,
Male,80+ years,Other,67519,36402,31867,,,,,,
Male,80+ years,Unknown,52548,29146,24240,,,,,,
Male,80+ years,White,243121,130949,119249,,,,,,
Male,Unknown,Asian,113,85,31,,,,,,
Male,Unknown,Black,144,114,42,,,,,,
Male,Unknown,Hispanic,1128,898,306,,,,,,
Male,Unknown,Other,251,198,65,,,,,,
Male,Unknown,Unknown,625,534,102,,,,,,
Male,Unknown,White,694,557,177,,,,,,
Unknown,12-15 years,Asian,65,36,29,,,,,,
Unknown,12-15 years,Black,26,19,7,,,,,,
Unknown,12-15 years,Hispanic,144,103,42,,,,,,
Unknown,12-15 years,Other,86,64,22,,,,,,
Unknown,12-15 years,Unknown,83,54,29,,,,,,
Unknown,12-15 years,White,138,86,53,,,,,,
Unknown,16-49 years,Asian,2425,1361,1182,,,,,,
Unknown,16-49 years,Black,1968,1150,938,,,,,,
Unknown,16-49 years,Hispanic,19125,11085,9971,,,,,,
Unknown,16-49 years,Other,21467,12305,10360,,,,,,
Unknown,16-49 years,Unknown,7438,4592,3258,,,,,,
Unknown,16-49 years,White,14660,7872,7194,,,,,,
Unknown,50-64 years,Asian,1155,635,549,,,,,,
Unknown,50-64 years,Black,1305,739,627,,,,,,
Unknown,50-64 years,Hispanic,13632,7350,6768,,,,,,
Unknown,50-64 years,Other,18431,10200,9033,,,,,,
Unknown,50-64 years,Unknown,3235,1939,1463,,,,,,
Unknown,50-64 years,White,12420,6570,6102,,,,,,
Unknown,65-79 years,Asian,1628,851,782,,,,,,
Unknown,65-79 years,Black,1487,808,711,,,,,,
Unknown,65-79 years,Hispanic,7683,4154,3689,,,,,,
Unknown,65-79 years,Other,13520,7391,6474,,,,,,
Unknown,65-79 years,Unknown,2527,1469,1092,,,,,,
Unknown,65-79 years,White,14166,7414,6865,,,,,,
Unknown,80+ years,Asian,296,156,140,,,,,,
Unknown,80+ years,Black,255,144,120,,,,,,
Unknown,80+ years,Hispanic,1426,782,679,,,,,,
Unknown,80+ years,Other,2818,1590,1288,,,,,,
Unknown,80+ years,Unknown,688,415,281,,,,,,
Unknown,80+ years,White,2874,1517,1393,,,,,,
Unknown,Unknown,Asian,1,1,0,,,,,,
