Gender,Age Group,Race/Ethnicity,Doses Administered,People Vaccinated with at least One Dose,People Fully Vaccinated
Female,16-64 years,Asian,140101,90650,49488
Female,16-64 years,Black,133709,89235,44548
Female,16-64 years,Hispanic,471643,321256,150558
Female,16-64 years,White,700398,462278,238303
Female,16-64 years,Other,184890,118907,66003
Female,16-64 years,Unknown,578725,342260,236480
Female,65-74 years,Asian,45120,28025,17109
Female,65-74 years,Black,57549,37697,19862
Female,65-74 years,Hispanic,138948,92566,46407
Female,65-74 years,White,424671,272194,152537
Female,65-74 years,Other,65094,41161,23941
Female,65-74 years,Unknown,187468,112655,74836
Female,75-84 years,Asian,19124,11662,7469
Female,75-84 years,Black,23472,15204,8274
Female,75-84 years,Hispanic,64470,43292,21193
Female,75-84 years,White,230648,146064,84619
Female,75-84 years,Other,44767,28259,16510
Female,75-84 years,Unknown,101794,62211,39592
Female,85+ years,Asian,4939,3014,1927
Female,85+ years,Black,7156,4730,2429
Female,85+ years,Hispanic,20939,14087,6857
Female,85+ years,White,74127,47726,26414
Female,85+ years,Other,40674,25620,15054
Female,85+ years,Unknown,47313,29573,17743
Female,Unknown,Asian,35,30,5
Female,Unknown,Black,46,36,10
Female,Unknown,Hispanic,285,243,42
Female,Unknown,White,311,267,45
Female,Unknown,Other,44,38,6
Female,Unknown,Unknown,950,817,133
Male,16-64 years,Asian,107454,71373,36115
Male,16-64 years,Black,76543,53040,23590
Male,16-64 years,Hispanic,316443,221056,95513
Male,16-64 years,White,471381,321938,149607
Male,16-64 years,Other,106867,70501,36380
Male,16-64 years,Unknown,373105,222861,150260
Male,65-74 years,Asian,38944,24310,14638
Male,65-74 years,Black,38035,25075,12976
Male,65-74 years,Hispanic,105364,70480,34898
Male,65-74 years,White,360687,231671,129068
Male,65-74 years,Other,50385,31895,18495
Male,65-74 years,Unknown,155853,93564,62303
Male,75-84 years,Asian,17659,10575,7090
Male,75-84 years,Black,13843,8891,4956
Male,75-84 years,Hispanic,44733,29749,14994
Male,75-84 years,White,198862,123992,74897
Male,75-84 years,Other,29228,18276,10955
Male,75-84 years,Unknown,81579,49386,32201
Male,85+ years,Asian,3760,2255,1505
Male,85+ years,Black,2945,1920,1028
Male,85+ years,Hispanic,11451,7686,3767
Male,85+ years,White,50762,32150,18620
Male,85+ years,Other,15783,9974,5809
Male,85+ years,Unknown,25916,16091,9827
Male,Unknown,Asian,50,38,12
Male,Unknown,Black,37,33,4
Male,Unknown,Hispanic,203,171,32
Male,Unknown,White,253,223,30
Male,Unknown,Other,51,42,9
Male,Unknown,Unknown,649,564,85
Unknown,16-64 years,Asian,1819,1088,731
Unknown,16-64 years,Black,1361,821,540
Unknown,16-64 years,Hispanic,2661,1731,930
Unknown,16-64 years,White,7598,5301,2297
Unknown,16-64 years,Other,7673,5972,1701
Unknown,16-64 years,Unknown,30615,21371,9244
Unknown,65-74 years,Asian,1507,817,690
Unknown,65-74 years,Black,1143,647,496
Unknown,65-74 years,Hispanic,1473,888,585
Unknown,65-74 years,White,10751,6211,4540
Unknown,65-74 years,Other,6750,4704,2046
Unknown,65-74 years,Unknown,18254,12188,6066
Unknown,75-84 years,Asian,631,337,294
Unknown,75-84 years,Black,334,193,141
Unknown,75-84 years,Hispanic,541,348,193
Unknown,75-84 years,White,4453,2518,1935
Unknown,75-84 years,Other,2458,1658,800
Unknown,75-84 years,Unknown,9266,6943,2323
Unknown,85+ years,Asian,109,61,48
Unknown,85+ years,Black,93,51,42
Unknown,85+ years,Hispanic,172,112,60
Unknown,85+ years,White,1039,618,421
Unknown,85+ years,Other,602,418,184
Unknown,85+ years,Unknown,2156,1730,426
Unknown,Unknown,Asian,1,1,0
Unknown,Unknown,Black,1,1,0
Unknown,Unknown,Hispanic,5,5,0
Unknown,Unknown,White,10,10,0
Unknown,Unknown,Other,5,5,0
Unknown,Unknown,Unknown,54,44,10
Grand Total,Total,Total,6621770,4268329,2354801
