Gender ,Age Group,Race/Ethnicity,Doses Administered,People Vaccinated with at least One Dose,People Fully Vaccinated ,People with Booster Doses,,,,,
Female,2022-05-11 00:00:00,Asian,40092,24221,15857,14,,,,,
Female,2022-05-11 00:00:00,Black,25211,16689,8516,7,,,,,
Female,2022-05-11 00:00:00,Hispanic,214813,143082,71685,69,,,,,
Female,2022-05-11 00:00:00,Other,103922,64707,39159,66,,,,,
Female,2022-05-11 00:00:00,Unknown,19979,14132,5843,,,,,,
Female,2022-05-11 00:00:00,White,94148,57223,36892,44,,,,,
Female,2022-12-15 00:00:00,Asian,45618,24195,21225,206,,,,,
Female,2022-12-15 00:00:00,Black,65093,35836,29044,217,,,,,
Female,2022-12-15 00:00:00,Hispanic,458112,256174,200309,1706,,,,,
Female,2022-12-15 00:00:00,Other,210706,113339,96209,1173,,,,,
Female,2022-12-15 00:00:00,Unknown,20740,12699,7984,58,,,,,
Female,2022-12-15 00:00:00,White,177488,96290,80212,1012,,,,,
Female,16-49,Asian,668780,313556,275211,94233,,,,,
Female,16-49,Black,854723,438417,368478,69957,,,,,
Female,16-49,Hispanic,3842888,1993636,1674860,313317,,,,,
Female,16-49,Other,1579093,758341,663761,205503,,,,,
Female,16-49,Unknown,450887,251864,189154,25710,,,,,
Female,16-49,White,2849522,1418163,1230476,314375,,,,,
Female,50-64,Asian,223290,100015,88691,40009,,,,,
Female,50-64,Black,456830,208512,186970,74032,,,,,
Female,50-64,Hispanic,1421326,666409,580695,213620,,,,,
Female,50-64,Other,879636,375905,344664,180351,,,,,
Female,50-64,Unknown,202666,108104,82395,19292,,,,,
Female,50-64,White,1720850,794776,715553,279390,,,,,
Female,65-79,Asian,109304,47342,41033,22786,,,,,
Female,65-79,Black,254673,108014,98349,53764,,,,,
Female,65-79,Hispanic,750654,329847,286510,148054,,,,,
Female,65-79,Other,835184,327106,305559,212322,,,,,
Female,65-79,Unknown,127550,66821,49450,14566,,,,,
Female,65-79,White,1485702,632168,575120,314705,,,,,
Female,80+,Asian,20559,9052,7765,4179,,,,,
Female,80+,Black,55319,23990,21470,11346,,,,,
Female,80+,Hispanic,183181,81824,70077,34818,,,,,
Female,80+,Other,276612,109841,101369,67778,,,,,
Female,80+,Unknown,46279,24649,17833,4741,,,,,
Female,80+,White,441984,187326,169573,95377,,,,,
Female,Unknown,Asian,110,85,31,0,,,,,
Female,Unknown,Black,173,141,42,,,,,,
Female,Unknown,Hispanic,1014,843,234,,,,,,
Female,Unknown,Other,183,147,39,0,,,,,
Female,Unknown,Unknown,799,693,118,,,,,,
Female,Unknown,White,692,549,180,7,,,,,
Male,2022-05-11 00:00:00,Asian,42240,25559,16661,20,,,,,
Male,2022-05-11 00:00:00,Black,25540,16956,8576,13,,,,,
Male,2022-05-11 00:00:00,Hispanic,217504,144839,72616,75,,,,,
Male,2022-05-11 00:00:00,Other,106193,66228,39917,57,,,,,
Male,2022-05-11 00:00:00,Unknown,20535,14645,5887,6,,,,,
Male,2022-05-11 00:00:00,White,98107,59570,38503,54,,,,,
Male,2022-12-15 00:00:00,Asian,47075,24968,21890,220,,,,,
Male,2022-12-15 00:00:00,Black,64246,35467,28514,272,,,,,
Male,2022-12-15 00:00:00,Hispanic,453370,255717,196072,1647,,,,,
Male,2022-12-15 00:00:00,Other,211750,114059,96472,1243,,,,,
Male,2022-12-15 00:00:00,Unknown,21582,13319,8218,51,,,,,
Male,2022-12-15 00:00:00,White,179185,97747,80572,893,,,,,
Male,16-49,Asian,648135,317202,278006,86513,,,,,
Male,16-49,Black,683963,361444,298353,51478,,,,,
Male,16-49,Hispanic,3426358,1851077,1511903,231796,,,,,
Male,16-49,Other,1406224,703098,602208,165103,,,,,
Male,16-49,Unknown,386234,227947,165219,17047,,,,,
Male,16-49,White,2596175,1329783,1144118,266117,,,,,
Male,50-64,Asian,206768,93017,83287,38019,,,,,
Male,50-64,Black,380806,180308,158335,57431,,,,,
Male,50-64,Hispanic,1282720,616690,535641,174772,,,,,
Male,50-64,Other,725625,318442,289058,141040,,,,,
Male,50-64,Unknown,175728,97617,72863,14171,,,,,
Male,50-64,White,1603079,758420,676183,247670,,,,,
Male,65-79,Asian,93259,39964,34729,20043,,,,,
