Gender ,Age Group,Race/Ethnicity,Doses Administered,People Vaccinated with at least One Dose,People Fully Vaccinated ,,,,,,
Female,12-15 years,Asian,43681,23781,19907,,,,,,
Female,12-15 years,Black,50265,29767,20500,,,,,,
Female,12-15 years,Hispanic,325789,192181,133672,,,,,,
Female,12-15 years,Other,147687,86195,61503,,,,,,
Female,12-15 years,Unknown,15876,10014,5863,,,,,,
Female,12-15 years,White,148321,86454,61878,,,,,,
Female,16-49 years,Asian,569277,308358,275328,,,,,,
Female,16-49 years,Black,639463,368720,290832,,,,,,
Female,16-49 years,Hispanic,2967440,1703899,1384431,,,,,,
Female,16-49 years,Other,834222,483747,383443,,,,,,
Female,16-49 years,Unknown,525172,302980,238805,,,,,,
Female,16-49 years,White,2284269,1301511,1087131,,,,,,
Female,50-64 years,Asian,189541,102131,93058,,,,,,
Female,50-64 years,Black,355570,196877,171147,,,,,,
Female,50-64 years,Hispanic,1088958,600351,525012,,,,,,
Female,50-64 years,Other,374271,206975,179488,,,,,,
Female,50-64 years,Unknown,276393,155460,129202,,,,,,
Female,50-64 years,White,1403849,780780,689060,,,,,,
Female,65-79 years,Asian,91860,49048,44787,,,,,,
Female,65-79 years,Black,201069,108911,97691,,,,,,
Female,65-79 years,Hispanic,544259,293819,263495,,,,,,
Female,65-79 years,Other,305012,163362,146530,,,,,,
Female,65-79 years,Unknown,224596,123000,105852,,,,,,
Female,65-79 years,White,1200337,646834,589659,,,,,,
Female,80+ years,Asian,16989,9190,8259,,,,,,
Female,80+ years,Black,43055,23645,20906,,,,,,
Female,80+ years,Hispanic,131584,72049,62931,,,,,,
Female,80+ years,Other,127772,68822,60057,,,,,,
Female,80+ years,Unknown,85006,46935,39298,,,,,,
Female,80+ years,White,341091,184248,167281,,,,,,
Female,Unknown,Asian,121,93,34,,,,,,
Female,Unknown,Black,188,150,49,,,,,,
Female,Unknown,Hispanic,1120,887,286,,,,,,
Female,Unknown,Other,287,211,79,,,,,,
Female,Unknown,Unknown,879,752,139,,,,,,
Female,Unknown,White,806,633,216,,,,,,
Male,12-15 years,Asian,44857,24454,20404,,,,,,
Male,12-15 years,Black,49336,29374,19972,,,,,,
Male,12-15 years,Hispanic,319064,190248,128863,,,,,,
Male,12-15 years,Other,147943,86915,61045,,,,,,
